"total_rewards","action_rewards","opinion_rewards"
24068,9626,14442
23856,9430,14426
22251,8101,14150
21402,7650,13752
23370,9104,14266
23184,8963,14221
24416,9955,14461
23768,9442,14326
23744,9437,14307
22737,8619,14118
21739,7900,13839
21794,7698,14096
23891,9572,14319
22139,8156,13983
21525,7784,13741
24054,9774,14280
23062,8764,14298
22717,8517,14200
22359,8212,14147
20889,7107,13782
21934,8204,13730
22495,8478,14017
22493,8542,13951
23113,8982,14131
22673,8517,14156
23496,9370,14126
23246,9248,13998
22019,8091,13928
21774,7741,14033
23455,9263,14192
23367,9282,14085
24398,10047,14351
23676,9569,14107
23338,9138,14200
22729,8716,14013
23932,9622,14310
23079,8960,14119
23420,9308,14112
22998,8880,14118
22744,8707,14037
23215,9202,14013
22331,8376,13955
23074,9012,14062
23047,9066,13981
22423,8421,14002
23791,9628,14163
22423,8703,13720
22989,9056,13933
23853,9724,14129
23680,9532,14148
23694,9573,14121
23737,9596,14141
23314,9517,13797
22962,9115,13847
23785,9878,13907
23495,9492,14003
23733,9715,14018
23790,9727,14063
22942,9096,13846
24113,10055,14058
23224,9219,14005
22456,8633,13823
22803,8973,13830
23685,9709,13976
22092,8477,13615
24425,10371,14054
24103,9937,14166
22602,8853,13749
24757,10554,14203
24373,10298,14075
22721,8894,13827
23456,9562,13894
24051,10083,13968
23936,9920,14016
21987,8243,13744
24276,10221,14055
23140,9179,13961
24679,10507,14172
24060,9909,14151
22946,9103,13843
23434,9653,13781
25084,10891,14193
22950,9083,13867
21889,8270,13619
23502,9623,13879
23473,9498,13975
24151,10073,14078
22226,8413,13813
22613,9019,13594
24009,10034,13975
24371,10337,14034
22750,8938,13812
22679,8887,13792
23478,9574,13904
24357,10270,14087
23552,9781,13771
23059,9038,14021
23215,9425,13790
23243,9482,13761
23828,10043,13785
25076,11007,14069
23429,9607,13822
23858,9890,13968
24182,10296,13886
22153,8389,13764
23047,9384,13663
22223,8580,13643
24631,10732,13899
22001,8287,13714
23752,9887,13865
23869,10073,13796
23963,10100,13863
24665,10725,13940
23341,9624,13717
24544,10722,13822
24614,10710,13904
23015,9282,13733
24394,10534,13860
24458,10609,13849
24342,10560,13782
24243,10310,13933
22473,8873,13600
23925,10066,13859
24426,10549,13877
23448,9749,13699
21917,8540,13377
24027,10207,13820
24949,11061,13888
23122,9428,13694
22075,8608,13467
23797,10072,13725
21851,8363,13488
23719,9974,13745
24180,10375,13805
24861,11004,13857
22553,8928,13625
24401,10697,13704
23082,9407,13675
23361,9769,13592
24805,10994,13811
23599,9931,13668
22837,9485,13352
24509,10708,13801
23799,10184,13615
23954,10328,13626
23660,9967,13693
24663,10847,13816
24514,10658,13856
24417,10697,13720
22002,8721,13281
24494,10842,13652
23390,9748,13642
23374,9908,13466
21430,8243,13187
22480,8948,13532
24670,10924,13746
23811,10253,13558
24041,10459,13582
22686,9258,13428
23946,10244,13702
23441,9710,13731
23046,9670,13376
23101,9540,13561
23780,10316,13464
24188,10518,13670
24002,10260,13742
23211,9729,13482
23056,9585,13471
25074,11266,13808
22761,9450,13311
24898,11173,13725
22334,8961,13373
23699,10211,13488
23911,10413,13498
24075,10564,13511
22631,9261,13370
23346,9851,13495
22980,9590,13390
24472,10918,13554
23640,10144,13496
24973,11274,13699
21916,8662,13254
23314,9931,13383
23187,9791,13396
23399,10014,13385
23615,10128,13487
23714,10332,13382
22531,9305,13226
24314,10824,13490
24012,10482,13530
23930,10368,13562
23233,9830,13403
23883,10281,13602
23914,10556,13358
22826,9581,13245
24677,11034,13643
23624,10055,13569
23448,10017,13431
24601,11090,13511
22819,9483,13336
22648,9392,13256
24538,10987,13551
23521,10157,13364
22597,9377,13220
23737,10244,13493
23304,9913,13391
24065,10625,13440
23851,10507,13344
23445,9996,13449
23750,10259,13491
21754,8521,13233
23573,10052,13521
22353,9180,13173
25073,11540,13533
24078,10676,13402
25267,11735,13532
22532,9386,13146
23839,10393,13446
24900,11335,13565
24539,11155,13384
24208,10723,13485
23417,10143,13274
23906,10476,13430
23646,10163,13483
24368,10739,13629
24065,10744,13321
22857,9761,13096
24344,10880,13464
24201,10725,13476
23231,9851,13380
23537,10155,13382
23635,10297,13338
23353,10033,13320
22807,9634,13173
22394,9337,13057
24141,10684,13457
22438,9420,13018
23678,10412,13266
23187,9923,13264
24484,10935,13549
23834,10601,13233
24507,10957,13550
24376,10979,13397
22244,9211,13033
23011,9952,13059
24152,10802,13350
23539,10333,13206
22053,9166,12887
23892,10528,13364
24920,11559,13361
22277,9147,13130
25227,11801,13426
23591,10255,13336
21790,8934,12856
23678,10381,13297
22793,9491,13302
23510,10221,13289
23907,10620,13287
23758,10479,13279
23600,10389,13211
24929,11611,13318
23398,10382,13016
23499,10363,13136
24207,10865,13342
23356,9987,13369
22854,9826,13028
23814,10568,13246
23354,10037,13317
23519,10209,13310
23389,10203,13186
25126,11802,13324
24298,10853,13445
24010,10908,13102
24287,11120,13167
23395,10117,13278
22955,9958,12997
21945,8901,13044
24511,11196,13315
23302,10170,13132
23862,10655,13207
24593,11338,13255
25035,11769,13266
25062,11665,13397
23751,10629,13122
24622,11221,13401
23313,10323,12990
24124,10829,13295
23981,10827,13154
22143,9404,12739
25026,11712,13314
25031,11800,13231
24233,11052,13181
23362,10149,13213
23332,10190,13142
21961,9028,12933
23674,10663,13011
23098,10045,13053
23231,10126,13105
23846,10841,13005
24758,11552,13206
24421,11215,13206
23818,10694,13124
24278,11121,13157
24779,11668,13111
24269,11172,13097
23372,10281,13091
23757,10581,13176
24173,11005,13168
24130,10861,13269
21907,8991,12916
24819,11592,13227
24891,11762,13129
23996,10908,13088
24292,11216,13076
22816,10019,12797
24012,11067,12945
23332,10365,12967
23251,10362,12889
24056,10908,13148
23015,9952,13063
24193,10997,13196
23788,10755,13033
22910,10014,12896
24635,11493,13142
25213,12015,13198
23907,10642,13265
23816,10818,12998
24704,11644,13060
25054,11831,13223
23720,10724,12996
23514,10621,12893
23592,10534,13058
23849,10722,13127
23695,10651,13044
23378,10364,13014
22121,9271,12850
24314,11282,13032
23467,10457,13010
24627,11595,13032
22388,9533,12855
21677,9111,12566
24553,11530,13023
23303,10433,12870
24737,11540,13197
23818,10773,13045
24126,10937,13189
23639,10722,12917
23371,10462,12909
23772,10764,13008
24022,11135,12887
24062,11101,12961
23197,10318,12879
24099,11266,12833
24297,11290,13007
24088,11154,12934
24181,11202,12979
24300,11346,12954
22476,9796,12680
24344,11457,12887
22796,10020,12776
23177,10349,12828
22713,9844,12869
24398,11423,12975
24404,11527,12877
24549,11515,13034
24467,11359,13108
23108,10264,12844
23954,11103,12851
23884,10978,12906
22258,9505,12753
24364,11407,12957
24834,11907,12927
24695,11793,12902
23045,10195,12850
23724,10745,12979
24338,11406,12932
24208,11249,12959
23938,10961,12977
25211,12110,13101
23461,10651,12810
22705,10141,12564
23069,10430,12639
23408,10556,12852
24772,11913,12859
23625,10747,12878
22837,9949,12888
22523,9922,12601
21930,9238,12692
22346,9737,12609
23531,10611,12920
23597,10861,12736
23250,10348,12902
23011,10265,12746
24299,11529,12770
25253,12251,13002
23052,10275,12777
22837,10024,12813
22824,10111,12713
24112,11105,13007
24062,11057,13005
23607,10774,12833
23332,10551,12781
22188,9725,12463
23722,10823,12899
23037,10289,12748
24328,11383,12945
21742,9282,12460
23634,10967,12667
23029,10287,12742
24522,11577,12945
22966,10170,12796
24309,11411,12898
23667,10816,12851
24855,11984,12871
23555,10779,12776
22845,10176,12669
22885,10134,12751
23148,10523,12625
24017,11349,12668
24760,11805,12955
24070,11154,12916
23735,10918,12817
21614,9188,12426
23932,11198,12734
25275,12315,12960
24204,11221,12983
24706,11780,12926
24958,12044,12914
25069,12109,12960
23747,10983,12764
23788,10905,12883
21693,9259,12434
24128,11261,12867
22696,10289,12407
23344,10742,12602
24213,11489,12724
23763,11090,12673
23741,11165,12576
24939,12077,12862
24065,11442,12623
22637,10092,12545
23144,10455,12689
24597,11834,12763
22855,10189,12666
23861,11033,12828
23730,10881,12849
21866,9488,12378
23808,11140,12668
24077,11275,12802
23363,10618,12745
22087,9592,12495
23701,10926,12775
22349,10054,12295
23696,10960,12736
24136,11329,12807
24355,11493,12862
23595,11049,12546
24382,11664,12718
23456,10836,12620
23070,10338,12732
22185,9699,12486
23215,10433,12782
25208,12324,12884
22591,10126,12465
23470,10780,12690
23139,10428,12711
22755,10152,12603
24559,11826,12733
22585,10092,12493
24758,11869,12889
24729,12045,12684
23833,11045,12788
23403,10644,12759
23657,11084,12573
23907,11132,12775
25040,12360,12680
23050,10465,12585
23685,11050,12635
22046,9649,12397
24677,12002,12675
25287,12468,12819
23566,11128,12438
23854,11182,12672
24328,11635,12693
24707,12024,12683
24129,11488,12641
23712,11194,12518
24154,11436,12718
23701,11063,12638
23515,10854,12661
23428,10943,12485
24189,11512,12677
24491,11887,12604
23007,10514,12493
22414,9969,12445
24466,11797,12669
23914,11223,12691
21585,9125,12460
22931,10284,12647
24300,11585,12715
22743,10234,12509
23549,11021,12528
24745,12042,12703
23934,11371,12563
23878,11165,12713
24802,12048,12754
23357,10772,12585
22342,9850,12492
24192,11685,12507
23821,11324,12497
24068,11573,12495
24061,11483,12578
23594,11084,12510
23822,11251,12571
23990,11380,12610
24403,11840,12563
24243,11601,12642
24209,11576,12633
22400,10219,12181
23998,11514,12484
24432,11787,12645
23947,11339,12608
24358,11684,12674
23295,10684,12611
23112,10684,12428
23483,10944,12539
22581,10355,12226
21874,9514,12360
23461,10956,12505
22024,9649,12375
24940,12308,12632
23704,11325,12379
23228,10791,12437
23734,11232,12502
23892,11292,12600
22682,10292,12390
23134,10663,12471
22036,9883,12153
23371,10856,12515
23838,11186,12652
24886,12375,12511
23413,11003,12410
24542,11855,12687
23896,11453,12443
23190,10829,12361
23430,10876,12554
24450,11895,12555
22396,10056,12340
25016,12306,12710
23817,11379,12438
23386,10801,12585
24368,11641,12727
23147,10660,12487
22947,10632,12315
23667,11128,12539
24162,11590,12572
23364,10778,12586
24756,12283,12473
22472,10082,12390
21835,9655,12180
21509,9289,12220
22843,10629,12214
22698,10279,12419
23612,11114,12498
24459,11900,12559
23107,10811,12296
23238,10715,12523
23838,11308,12530
24724,12084,12640
24296,11767,12529
22992,10603,12389
24693,12151,12542
24409,11885,12524
21739,9636,12103
23412,11062,12350
23165,10720,12445
20962,8856,12106
23230,10882,12348
23787,11285,12502
24390,11933,12457
22870,10390,12480
24241,11652,12589
22623,10231,12392
23238,10853,12385
25230,12639,12591
23293,10870,12423
23883,11386,12497
24656,12218,12438
23803,11593,12210
23032,10816,12216
25559,12860,12699
23893,11657,12236
23613,11279,12334
24991,12571,12420
24653,12268,12385
23854,11303,12551
23299,10941,12358
23489,10906,12583
22510,10166,12344
22388,10039,12349
21173,9115,12058
23555,11136,12419
22958,10666,12292
23630,11159,12471
22017,9858,12159
24692,12161,12531
23313,11006,12307
22737,10506,12231
23367,11037,12330
22139,9810,12329
22619,10327,12292
24539,12016,12523
22560,10517,12043
22603,10361,12242
23299,10924,12375
24235,11851,12384
25143,12582,12561
22856,10603,12253
23242,10965,12277
23798,11332,12466
25142,12616,12526
25226,12691,12535
22109,9910,12199
21590,9502,12088
24268,11771,12497
24856,12407,12449
22885,10673,12212
24464,12243,12221
23580,11344,12236
22580,10331,12249
22910,10543,12367
24733,12164,12569
24238,11850,12388
23811,11618,12193
24213,11787,12426
23454,11113,12341
23924,11593,12331
23159,11020,12139
23217,11092,12125
24354,11864,12490
22338,10218,12120
23938,11514,12424
23978,11663,12315
24773,12245,12528
24868,12626,12242
24436,11945,12491
24037,11489,12548
23694,11643,12051
21786,9689,12097
23070,10696,12374
24085,11908,12177
23129,10945,12184
22640,10582,12058
24111,11777,12334
24535,12239,12296
24153,11668,12485
24414,11995,12419
24700,12243,12457
23792,11584,12208
24595,12246,12349
23104,10898,12206
21542,9476,12066
24914,12669,12245
20771,8978,11793
24323,11905,12418
25076,12600,12476
23526,11167,12359
23333,11232,12101
23944,11636,12308
24921,12437,12484
22675,10674,12001
24663,12345,12318
23222,11062,12160
25094,12640,12454
23287,11012,12275
23243,11024,12219
22709,10520,12189
21807,9648,12159
21706,9892,11814
24379,12060,12319
23209,10949,12260
23252,10967,12285
24786,12344,12442
23694,11532,12162
24194,11794,12400
23998,11598,12400
24669,12393,12276
23291,10967,12324
24829,12404,12425
21590,9730,11860
24605,12226,12379
24127,11730,12397
24420,12055,12365
24032,11648,12384
23228,10919,12309
23229,11120,12109
23144,10780,12364
20811,9123,11688
24207,11975,12232
23524,11093,12431
24767,12485,12282
23673,11398,12275
24696,12353,12343
22181,10044,12137
24149,11636,12513
21642,9447,12195
23443,11293,12150
24373,12158,12215
24057,11673,12384
23924,11574,12350
23392,11158,12234
24130,12007,12123
25304,12832,12472
23821,11538,12283
23685,11345,12340
22227,10196,12031
23688,11503,12185
23061,10888,12173
23976,11615,12361
24859,12393,12466
25298,12888,12410
22315,10219,12096
24170,11946,12224
24097,11979,12118
24086,12196,11890
24786,12563,12223
22727,10865,11862
22653,10645,12008
23100,11003,12097
23748,11435,12313
23389,11196,12193
23042,10967,12075
25027,12653,12374
22300,10221,12079
23086,10957,12129
23000,10817,12183
23885,11575,12310
22408,10469,11939
24846,12414,12432
22029,10076,11953
23087,10921,12166
21630,9571,12059
22462,10350,12112
22828,10860,11968
24114,11833,12281
23639,11719,11920
24205,11969,12236
23594,11400,12194
23453,11216,12237
24173,11815,12358
23649,11313,12336
21962,9842,12120
23951,11764,12187
23349,11252,12097
23978,11772,12206
24306,12037,12269
23908,11629,12279
23166,11050,12116
24499,12272,12227
23748,11441,12307
22474,10448,12026
22851,10654,12197
23589,11304,12285
23459,11550,11909
24454,12167,12287
23586,11403,12183
22252,10166,12086
24865,12530,12335
22614,10505,12109
25158,12860,12298
23808,11616,12192
23975,11648,12327
23579,11351,12228
24111,11912,12199
24687,12347,12340
23793,11449,12344
24122,12045,12077
23489,11253,12236
22957,10801,12156
23134,10940,12194
23660,11428,12232
23091,10888,12203
24594,12359,12235
24455,12198,12257
24271,12455,11816
21442,9645,11797
23642,11442,12200
25037,12640,12397
23433,11651,11782
24254,11999,12255
23433,11236,12197
22394,10774,11620
21941,10114,11827
22316,10313,12003
23577,11661,11916
24824,12562,12262
23533,11491,12042
22952,10696,12256
24241,12108,12133
24401,12264,12137
25161,12917,12244
23582,11607,11975
22804,10773,12031
23330,11265,12065
25112,12910,12202
24235,11891,12344
23797,11920,11877
24201,12004,12197
23108,11179,11929
24760,12583,12177
23684,11557,12127
24038,11940,12098
23908,11629,12279
24377,12275,12102
25277,13005,12272
22702,10646,12056
22006,10346,11660
25015,12754,12261
24159,12157,12002
22734,10909,11825
23091,10906,12185
23184,11194,11990
22217,10267,11950
23378,11203,12175
23067,11240,11827
24882,12699,12183
23742,11595,12147
23985,11835,12150
23992,11919,12073
20953,9300,11653
23869,11736,12133
23427,11301,12126
24086,11873,12213
23497,11280,12217
23770,11771,11999
24865,12801,12064
23761,11579,12182
24171,11954,12217
23685,11502,12183
25082,12843,12239
24802,12734,12068
22339,10455,11884
24341,12382,11959
23756,11661,12095
23317,11287,12030
24853,12591,12262
23999,11826,12173
24024,11895,12129
23716,11583,12133
24670,12506,12164
22577,11001,11576
23955,11948,12007
22553,10466,12087
23156,11071,12085
23452,11283,12169
23947,11697,12250
23351,11261,12090
23348,11380,11968
23892,11816,12076
24306,12476,11830
23326,11211,12115
22939,10821,12118
22554,10588,11966
22851,10877,11974
23931,12002,11929
23979,11784,12195
23991,12240,11751
23521,11541,11980
23992,11938,12054
24579,12544,12035
23155,11101,12054
23245,11252,11993
24917,12808,12109
23478,11427,12051
24581,12540,12041
24370,12239,12131
23555,11421,12134
22031,10185,11846
24932,12864,12068
23777,11821,11956
22977,10942,12035
23321,11561,11760
23595,11452,12143
24112,12260,11852
23434,11361,12073
24394,12313,12081
24334,12605,11729
23998,11923,12075
23577,11426,12151
21983,10083,11900
23927,12008,11919
24296,12351,11945
23938,11886,12052
24233,12363,11870
21343,9753,11590
22080,10533,11547
21748,9904,11844
24088,11990,12098
24212,12331,11881
23046,11094,11952
23818,11849,11969
24362,12236,12126
21604,9896,11708
21984,10130,11854
22980,11104,11876
23942,11842,12100
22611,10581,12030
23363,11359,12004
24000,12051,11949
22755,10787,11968
22419,10840,11579
24192,12270,11922
23896,12102,11794
24725,12617,12108
23864,12105,11759
21859,10073,11786
23444,11323,12121
22202,10376,11826
23662,11711,11951
23930,11845,12085
22887,10991,11896
23343,11305,12038
25006,12830,12176
22077,10177,11900
24650,12759,11891
22575,10878,11697
23797,11673,12124
23501,11553,11948
24123,12230,11893
23326,11448,11878
23940,11892,12048
23726,11713,12013
22988,11278,11710
22637,10815,11822
24148,11976,12172
22551,10914,11637
23846,11768,12078
23503,11610,11893
20705,9606,11099
22678,10767,11911
22245,10318,11927
24269,12219,12050
23184,11086,12098
23371,11536,11835
22850,11026,11824
23729,11695,12034
22345,10436,11909
24085,12021,12064
24447,12521,11926
22727,10699,12028
23971,11912,12059
23249,11224,12025
23481,11452,12029
22853,10934,11919
24002,12025,11977
23961,11802,12159
23003,11339,11664
23859,11765,12094
24071,11917,12154
22080,10303,11777
24668,12622,12046
22247,10321,11926
22577,10688,11889
23381,11373,12008
23842,11793,12049
23775,12150,11625
24334,12351,11983
24142,12023,12119
22719,11292,11427
24020,12170,11850
23916,12019,11897
22805,11160,11645
21983,10270,11713
22262,10436,11826
23878,11842,12036
23978,12333,11645
22767,11159,11608
23670,11619,12051
24442,12311,12131
23651,11564,12087
24597,12402,12195
23793,12025,11768
24579,12601,11978
23638,11681,11957
21682,9818,11864
24246,12350,11896
23338,11357,11981
24939,12892,12047
25089,12882,12207
24075,11908,12167
23782,11823,11959
23627,11628,11999
23131,11100,12031
21816,9976,11840
23530,11500,12030
24398,12684,11714
21271,9963,11308
21665,9992,11673
23977,12011,11966
24105,12014,12091
22934,11039,11895
23278,11352,11926
22337,10870,11467
23285,11475,11810
21213,9629,11584
22479,10568,11911
22439,10566,11873
22504,10725,11779
23270,11702,11568
23299,11456,11843
23559,11604,11955
23273,11286,11987
24148,12409,11739
23254,11303,11951
23368,11370,11998
24225,12345,11880
22142,10299,11843
23970,11852,12118
24181,12126,12055
23082,11225,11857
23453,11406,12047
23729,11774,11955
23546,11536,12010
23937,11871,12066
22052,10269,11783
23409,11510,11899
22667,10827,11840
22389,10631,11758
22225,10348,11877
23674,12058,11616
23892,12255,11637
22184,10582,11602
23309,11712,11597
24702,12503,12199
23045,11016,12029
23309,11791,11518
23847,11850,11997
24083,12075,12008
23759,12001,11758
24696,12793,11903
22817,10870,11947
22005,10117,11888
24380,12370,12010
22067,10351,11716
22403,10701,11702
23784,11916,11868
22297,10591,11706
22754,10918,11836
24064,11985,12079
23615,11848,11767
23860,11802,12058
21533,9802,11731
22742,11019,11723
21447,9760,11687
24096,12348,11748
23804,11990,11814
24116,12105,12011
24301,12501,11800
24162,12227,11935
23000,11142,11858
23161,11578,11583
24915,12993,11922
24431,12446,11985
24553,12451,12102
23541,11871,11670
24167,12235,11932
23902,11973,11929
22576,10696,11880
23741,12187,11554
24422,12386,12036
24093,12456,11637
22454,10643,11811
24371,12399,11972
24657,12774,11883
21657,9998,11659
23226,11696,11530
24568,12434,12134
22684,10779,11905
21734,9946,11788
24370,12476,11894
22495,10619,11876
23630,12106,11524
22174,10390,11784
24032,12369,11663
21914,10250,11664
22899,11048,11851
23714,11710,12004
22889,11147,11742
22886,11139,11747
23546,11705,11841
23959,11937,12022
23402,11549,11853
22653,10859,11794
23747,11785,11962
23993,12126,11867
23672,11630,12042
22038,10533,11505
22952,11085,11867
23532,12017,11515
23863,12136,11727
23111,11026,12085
24134,12240,11894
22924,11100,11824
21965,10252,11713
23655,11678,11977
21118,9563,11555
23150,11348,11802
23902,11855,12047
23831,12167,11664
23857,11828,12029
22858,11145,11713
24337,12571,11766
21271,9547,11724
24227,12149,12078
24063,12005,12058
23313,11424,11889
23744,11788,11956
22544,10744,11800
23985,11976,12009
21959,10210,11749
22442,10756,11686
24153,12231,11922
23506,11634,11872
21546,10357,11189
22014,10501,11513
23428,11654,11774
23221,11383,11838
21215,9734,11481
22253,10499,11754
23138,11689,11449
23398,11951,11447
21421,9952,11469
23887,12064,11823
23078,11363,11715
23294,11584,11710
23014,11111,11903
23545,12013,11532
21925,10503,11422
22784,10906,11878
23792,11960,11832
24420,12403,12017
23687,12127,11560
22348,10657,11691
24338,12699,11639
22284,10509,11775
24170,12369,11801
23859,11957,11902
23714,11834,11880
23630,11600,12030
21987,10808,11179
24350,12421,11929
23720,11767,11953
24717,12745,11972
22645,10795,11850
22485,10921,11564
21728,9991,11737
23282,11708,11574
22371,10785,11586
23943,12349,11594
22996,11555,11441
22569,10906,11663
23490,11624,11866
23420,11936,11484
24226,12231,11995
23790,12230,11560
23393,11518,11875
