total_rewards,recon_rewards,cyber_attack_rewards,disinfo_rewards, term_rewards,loss1_history,loss2_history,loss3_history
290.0,10.0,220.0,130.0,-10.0,5.806681156158447,5.806681156158447,5.806681156158447
116.0,10.0,116.0,20.0,-10.0,0.742894172668457,0.742894172668457,0.742894172668457
172.0,10.0,182.0,0.0,-10.0,2.39164137840271,2.39164137840271,2.39164137840271
0.0,10.0,0.0,10.0,-10.0,-2.2525529861450195,-2.2525529861450195,-2.2525529861450195
98.0,10.0,88.0,30.0,-10.0,0.26313328742980957,0.26313328742980957,0.26313328742980957
174.0,10.0,194.0,30.0,-10.0,2.589447259902954,2.589447259902954,2.589447259902954
0.0,10.0,0.0,0.0,-10.0,-2.245408535003662,-2.245408535003662,-2.245408535003662
313.0,20.0,323.0,10.0,-10.0,6.8583598136901855,6.8583598136901855,6.8583598136901855
0.0,10.0,0.0,0.0,-10.0,-2.2542169094085693,-2.2542169094085693,-2.2542169094085693
100.0,10.0,110.0,0.0,-10.0,0.2987852096557617,0.2987852096557617,0.2987852096557617
10.0,10.0,0.0,20.0,-10.0,-2.01664400100708,-2.01664400100708,-2.01664400100708
91.0,20.0,91.0,0.0,-10.0,0.198289155960083,0.198289155960083,0.198289155960083
154.0,20.0,134.0,40.0,-10.0,1.921407699584961,1.921407699584961,1.921407699584961
207.0,10.0,217.0,10.0,-10.0,3.343646764755249,3.343646764755249,3.343646764755249
140.0,20.0,150.0,10.0,-10.0,1.6730501651763916,1.6730501651763916,1.6730501651763916
307.0,20.0,257.0,70.0,-10.0,6.973938941955566,6.973938941955566,6.973938941955566
115.0,10.0,115.0,0.0,-10.0,0.7971551418304443,0.7971551418304443,0.7971551418304443
106.0,10.0,96.0,40.0,-10.0,0.7183253765106201,0.7183253765106201,0.7183253765106201
347.0,10.0,347.0,10.0,-10.0,8.215486526489258,8.215486526489258,8.215486526489258
0.0,10.0,0.0,0.0,-10.0,-2.3048665523529053,-2.3048665523529053,-2.3048665523529053
91.0,20.0,81.0,20.0,-10.0,0.16328191757202148,0.16328191757202148,0.16328191757202148
165.0,20.0,145.0,30.0,-10.0,2.305255889892578,2.305255889892578,2.305255889892578
30.0,40.0,0.0,0.0,-10.0,-1.529529094696045,-1.529529094696045,-1.529529094696045
166.0,20.0,156.0,0.0,-10.0,2.601900100708008,2.601900100708008,2.601900100708008
-10.0,10.0,0.0,0.0,-10.0,-2.6172871589660645,-2.6172871589660645,-2.6172871589660645
10.0,10.0,0.0,20.0,-10.0,-2.088407278060913,-2.088407278060913,-2.088407278060913
373.0,10.0,363.0,30.0,-10.0,8.117475509643555,8.117475509643555,8.117475509643555
260.0,20.0,250.0,10.0,-10.0,5.0180253982543945,5.0180253982543945,5.0180253982543945
55.0,10.0,55.0,0.0,-10.0,-0.889141321182251,-0.889141321182251,-0.889141321182251
0.0,10.0,0.0,10.0,-10.0,-2.3790416717529297,-2.3790416717529297,-2.3790416717529297
325.0,10.0,315.0,30.0,-10.0,6.75319766998291,6.75319766998291,6.75319766998291
98.0,20.0,88.0,10.0,-10.0,0.2837522029876709,0.2837522029876709,0.2837522029876709
0.0,10.0,0.0,0.0,-10.0,-2.3771514892578125,-2.3771514892578125,-2.3771514892578125
121.0,10.0,81.0,80.0,-10.0,1.0531349182128906,1.0531349182128906,1.0531349182128906
178.0,20.0,108.0,120.0,-10.0,2.7239701747894287,2.7239701747894287,2.7239701747894287
0.0,10.0,0.0,0.0,-10.0,-2.39975905418396,-2.39975905418396,-2.39975905418396
10.0,20.0,0.0,10.0,-10.0,-2.1750543117523193,-2.1750543117523193,-2.1750543117523193
245.0,10.0,235.0,30.0,-10.0,4.275825023651123,4.275825023651123,4.275825023651123
94.0,10.0,94.0,10.0,-10.0,0.2775282859802246,0.2775282859802246,0.2775282859802246
172.0,10.0,152.0,30.0,-10.0,1.9645156860351562,1.9645156860351562,1.9645156860351562
118.0,10.0,98.0,30.0,-10.0,0.5849204063415527,0.5849204063415527,0.5849204063415527
134.0,10.0,94.0,70.0,-10.0,1.0631988048553467,1.0631988048553467,1.0631988048553467
140.0,10.0,110.0,50.0,-10.0,1.3866665363311768,1.3866665363311768,1.3866665363311768
0.0,10.0,0.0,0.0,-10.0,-2.4798192977905273,-2.4798192977905273,-2.4798192977905273
104.0,20.0,94.0,10.0,-10.0,0.5136058330535889,0.5136058330535889,0.5136058330535889
10.0,20.0,0.0,0.0,-10.0,-2.2677671909332275,-2.2677671909332275,-2.2677671909332275
10.0,20.0,0.0,0.0,-10.0,-2.2845041751861572,-2.2845041751861572,-2.2845041751861572
217.0,10.0,217.0,10.0,-10.0,3.8911874294281006,3.8911874294281006,3.8911874294281006
138.0,10.0,128.0,20.0,-10.0,1.399580478668213,1.399580478668213,1.399580478668213
208.0,10.0,208.0,10.0,-10.0,2.9202818870544434,2.9202818870544434,2.9202818870544434
20.0,10.0,0.0,50.0,-10.0,-2.0202369689941406,-2.0202369689941406,-2.0202369689941406
119.0,10.0,119.0,10.0,-10.0,0.5431065559387207,0.5431065559387207,0.5431065559387207
0.0,10.0,0.0,0.0,-10.0,-2.6507349014282227,-2.6507349014282227,-2.6507349014282227
238.0,30.0,208.0,20.0,-10.0,4.113160610198975,4.113160610198975,4.113160610198975
185.0,10.0,175.0,20.0,-10.0,2.648721218109131,2.648721218109131,2.648721218109131
0.0,10.0,0.0,0.0,-10.0,-2.7478861808776855,-2.7478861808776855,-2.7478861808776855
221.0,20.0,201.0,20.0,-10.0,3.4152278900146484,3.4152278900146484,3.4152278900146484
107.0,10.0,97.0,20.0,-10.0,-0.13028597831726074,-0.13028597831726074,-0.13028597831726074
257.0,10.0,197.0,110.0,-10.0,4.163763999938965,4.163763999938965,4.163763999938965
20.0,20.0,0.0,20.0,-10.0,-2.4365687370300293,-2.4365687370300293,-2.4365687370300293
99.0,10.0,99.0,0.0,-10.0,-0.3914552927017212,-0.3914552927017212,-0.3914552927017212
106.0,10.0,86.0,60.0,-10.0,-0.17022109031677246,-0.17022109031677246,-0.17022109031677246
251.0,20.0,231.0,40.0,-10.0,3.7604074478149414,3.7604074478149414,3.7604074478149414
300.0,10.0,280.0,30.0,-10.0,5.589527130126953,5.589527130126953,5.589527130126953
227.0,20.0,207.0,50.0,-10.0,2.9399545192718506,2.9399545192718506,2.9399545192718506
10.0,10.0,0.0,20.0,-10.0,-3.183521032333374,-3.183521032333374,-3.183521032333374
127.0,20.0,97.0,40.0,-10.0,0.0036885738372802734,0.0036885738372802734,0.0036885738372802734
166.0,10.0,146.0,40.0,-10.0,0.60904860496521,0.60904860496521,0.60904860496521
92.0,10.0,92.0,10.0,-10.0,-1.3733404874801636,-1.3733404874801636,-1.3733404874801636
120.0,20.0,90.0,50.0,-10.0,-0.7220001220703125,-0.7220001220703125,-0.7220001220703125
0.0,10.0,0.0,0.0,-10.0,-4.039394855499268,-4.039394855499268,-4.039394855499268
231.0,10.0,231.0,10.0,-10.0,2.170442581176758,2.170442581176758,2.170442581176758
318.0,10.0,308.0,20.0,-10.0,4.686723709106445,4.686723709106445,4.686723709106445
109.0,10.0,119.0,10.0,-10.0,-1.8309195041656494,-1.8309195041656494,-1.8309195041656494
20.0,30.0,0.0,0.0,-10.0,-4.16243314743042,-4.16243314743042,-4.16243314743042
