recon,cyber,disinfo,comb,cyber2,disinfo2
0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,0.0,2.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,2.0,0.0,0.0
2.0,0.0,1.0,1.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.0,1.0,0.0,0.0
1.0,10.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,3.0,1.0,1.0,0.0,0.0
1.0,2.0,3.0,1.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,2.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,8.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,3.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,2.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
2.0,0.0,1.0,1.0,0.0,0.0
1.0,2.0,0.0,2.0,0.0,0.0
2.0,0.0,3.0,2.0,0.0,0.0
1.0,1.0,0.0,1.0,3.0,0.0
3.0,2.0,0.0,1.0,0.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
2.0,1.0,4.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,3.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,2.0,0.0,0.0
2.0,3.0,0.0,2.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,3.0,1.0,0.0,0.0,0.0
1.0,1.0,2.0,2.0,0.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,4.0,1.0,0.0
2.0,0.0,2.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,2.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,1.0,1.0,0.0,0.0
1.0,2.0,2.0,0.0,0.0,0.0
1.0,0.0,3.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,3.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,1.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,2.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0
2.0,0.0,1.0,1.0,0.0,0.0
2.0,0.0,1.0,2.0,0.0,0.0
1.0,0.0,5.0,1.0,0.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0
1.0,0.0,1.0,2.0,0.0,3.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
3.0,0.0,0.0,1.0,0.0,0.0
1.0,8.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,3.0,0.0,0.0,0.0
1.0,0.0,7.0,2.0,0.0,0.0
1.0,0.0,3.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,3.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,3.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
1.0,2.0,5.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,8.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,11.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,4.0,1.0,0.0,0.0
3.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,7.0,1.0,2.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
2.0,0.0,1.0,1.0,0.0,0.0
2.0,2.0,1.0,1.0,0.0,0.0
1.0,3.0,1.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,0.0
1.0,15.0,1.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,18.0,0.0
2.0,0.0,3.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,2.0,0.0,0.0
1.0,0.0,1.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,6.0,2.0,2.0,0.0,0.0
1.0,2.0,2.0,0.0,0.0,0.0
1.0,20.0,2.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,3.0,13.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,6.0,0.0,0.0,0.0
2.0,1.0,1.0,6.0,0.0,0.0
2.0,3.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,3.0,4.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0
3.0,0.0,2.0,3.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,2.0,2.0,0.0,0.0
1.0,13.0,1.0,2.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,10.0,0.0,3.0,0.0,0.0
2.0,2.0,23.0,1.0,0.0,0.0
1.0,2.0,2.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,20.0,0.0
1.0,1.0,3.0,0.0,0.0,0.0
1.0,17.0,0.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,8.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,2.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0
1.0,2.0,34.0,0.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,28.0,0.0,1.0,0.0,0.0
1.0,0.0,20.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,17.0,2.0,0.0,0.0
1.0,2.0,13.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,48.0,0.0,1.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,9.0
2.0,18.0,0.0,1.0,0.0,0.0
1.0,2.0,0.0,4.0,4.0,0.0
1.0,1.0,4.0,0.0,0.0,0.0
1.0,76.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,29.0,0.0,0.0,0.0
1.0,0.0,3.0,2.0,0.0,0.0
1.0,0.0,8.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,20.0,1.0,0.0,0.0
1.0,0.0,1.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,7.0,1.0,0.0,0.0
1.0,0.0,3.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,7.0,6.0,0.0,0.0,0.0
1.0,6.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,3.0,2.0,0.0,0.0,0.0
1.0,13.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,2.0,5.0,0.0
1.0,3.0,0.0,1.0,16.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
2.0,94.0,1.0,0.0,0.0,0.0
1.0,87.0,1.0,2.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,8.0,5.0,0.0,0.0
1.0,3.0,1.0,1.0,0.0,0.0
2.0,0.0,3.0,6.0,0.0,0.0
2.0,44.0,0.0,3.0,0.0,0.0
1.0,8.0,0.0,1.0,0.0,0.0
1.0,89.0,0.0,3.0,0.0,0.0
1.0,1.0,4.0,0.0,0.0,0.0
1.0,0.0,10.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,3.0,1.0,0.0,0.0
1.0,2.0,26.0,0.0,0.0,0.0
1.0,1.0,0.0,2.0,14.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,3.0,0.0,2.0
1.0,12.0,2.0,0.0,0.0,0.0
1.0,0.0,34.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,0.0,0.0,0.0
2.0,0.0,3.0,1.0,0.0,0.0
1.0,0.0,1.0,2.0,0.0,22.0
1.0,0.0,29.0,2.0,0.0,0.0
3.0,43.0,0.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,98.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0
2.0,97.0,0.0,1.0,0.0,0.0
1.0,1.0,19.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,29.0,0.0
1.0,77.0,0.0,4.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,3.0,1.0,0.0,0.0
2.0,30.0,2.0,0.0,0.0,0.0
1.0,1.0,13.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,24.0,2.0,0.0,0.0,0.0
1.0,0.0,0.0,5.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
3.0,2.0,3.0,0.0,0.0,0.0
1.0,26.0,2.0,0.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0,0.0
1.0,30.0,1.0,1.0,0.0,0.0
1.0,14.0,1.0,0.0,0.0,0.0
1.0,98.0,1.0,0.0,0.0,0.0
3.0,0.0,2.0,3.0,0.0,1.0
2.0,7.0,0.0,1.0,0.0,0.0
2.0,5.0,2.0,0.0,0.0,0.0
1.0,2.0,0.0,4.0,34.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,73.0,0.0,1.0,0.0,0.0
1.0,2.0,42.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,6.0
3.0,3.0,0.0,1.0,64.0,0.0
3.0,6.0,2.0,0.0,0.0,0.0
1.0,1.0,19.0,1.0,0.0,0.0
1.0,97.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0
1.0,97.0,2.0,0.0,0.0,0.0
1.0,98.0,1.0,0.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,4.0,0.0,0.0
2.0,0.0,10.0,3.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,1.0,96.0,0.0
1.0,1.0,20.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,75.0
1.0,3.0,20.0,0.0,0.0,0.0
3.0,2.0,22.0,4.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
2.0,9.0,10.0,2.0,0.0,0.0
