"total_rewards","action_rewards","opinion_rewards"
18244,3542,14702
18397,3453,14944
17856,3160,14696
18246,3518,14728
18865,3899,14966
18837,3808,15029
18262,3429,14833
18452,3538,14914
18769,3771,14998
18751,3918,14833
18679,3788,14891
18929,3900,15029
18020,3211,14809
18025,3270,14755
18691,3860,14831
18126,3441,14685
18251,3423,14828
18010,3264,14746
17659,3169,14490
18356,3537,14819
17516,3046,14470
18374,3484,14890
18750,3876,14874
17768,3178,14590
17280,2807,14473
18942,4065,14877
19011,4074,14937
18649,3786,14863
18595,3704,14891
18935,4061,14874
18322,3530,14792
18093,3479,14614
17560,3010,14550
17889,3352,14537
18029,3373,14656
18268,3538,14730
18732,3844,14888
18702,3928,14774
18471,3592,14879
18039,3279,14760
18087,3383,14704
18999,3962,15037
18574,3628,14946
19021,4087,14934
18836,3833,15003
18227,3491,14736
18530,3676,14854
17923,3399,14524
19130,4088,15042
19144,4052,15092
18593,3630,14963
19502,4399,15103
18112,3348,14764
18799,3992,14807
18867,3959,14908
18424,3682,14742
18611,3730,14881
19304,4333,14971
18579,3794,14785
18631,3816,14815
19495,4391,15104
18923,4029,14894
19386,4330,15056
19408,4179,15229
19114,4237,14877
19179,4229,14950
19108,4251,14857
18496,3769,14727
19499,4429,15070
18121,3472,14649
19320,4313,15007
17853,3210,14643
19287,4333,14954
19214,4311,14903
19112,4161,14951
19136,4232,14904
19752,4598,15154
19207,4284,14923
18686,3964,14722
19469,4405,15064
19107,4229,14878
18805,3967,14838
19388,4555,14833
19525,4660,14865
18624,3741,14883
19772,4729,15043
19422,4376,15046
18832,3970,14862
19443,4334,15109
20062,4837,15225
18635,3867,14768
20172,5046,15126
18749,4072,14677
20014,4889,15125
19698,4698,15000
19024,4124,14900
19893,4850,15043
19757,4786,14971
18642,3909,14733
18407,3855,14552
19703,4746,14957
20185,4998,15187
19219,4443,14776
20485,5278,15207
19799,4728,15071
19795,4866,14929
20595,5374,15221
20247,5071,15176
19160,4447,14713
19985,4957,15028
20060,5025,15035
18950,4257,14693
18467,3893,14574
20362,5122,15240
19850,4921,14929
19215,4371,14844
19766,4762,15004
20039,4985,15054
20143,5150,14993
19998,4959,15039
19699,4824,14875
19885,4875,15010
17423,3148,14275
18838,4147,14691
20582,5398,15184
19833,4765,15068
20697,5660,15037
20883,5651,15232
20870,5758,15112
19233,4513,14720
19336,4660,14676
20937,5737,15200
20725,5475,15250
20196,5341,14855
20153,5124,15029
20539,5298,15241
19074,4473,14601
20226,5345,14881
20637,5607,15030
20158,5334,14824
19870,5042,14828
20435,5441,14994
20729,5638,15091
19317,4674,14643
20634,5509,15125
20253,5206,15047
21265,6010,15255
21452,6164,15288
20141,5181,14960
19724,4878,14846
20010,5128,14882
20525,5696,14829
20496,5603,14893
20436,5553,14883
20249,5303,14946
20796,5797,14999
20529,5581,14948
20515,5590,14925
20971,5852,15119
21147,6135,15012
21610,6393,15217
20988,5915,15073
20614,5662,14952
20937,5876,15061
20358,5649,14709
21740,6591,15149
21178,6174,15004
21287,6130,15157
20997,5895,15102
21092,6138,14954
21562,6404,15158
21427,6341,15086
20809,5833,14976
21525,6359,15166
20927,5987,14940
21792,6657,15135
20761,5736,15025
21609,6623,14986
20094,5362,14732
21902,6814,15088
20478,5736,14742
21521,6469,15052
21208,6333,14875
19022,4669,14353
22393,7099,15294
21190,6337,14853
20861,5976,14885
20669,5773,14896
21280,6389,14891
21432,6450,14982
21598,6625,14973
22202,7085,15117
20858,5991,14867
21299,6359,14940
22271,7189,15082
21676,6653,15023
21477,6500,14977
21110,6137,14973
21126,6352,14774
19911,5250,14661
21016,6278,14738
20294,5541,14753
21858,6803,15055
21763,6833,14930
20621,5874,14747
22158,6981,15177
21732,6815,14917
22165,7129,15036
20846,6221,14625
21278,6486,14792
20934,6217,14717
22442,7425,15017
20427,5970,14457
21141,6443,14698
22122,7130,14992
21028,6405,14623
22658,7568,15090
21911,6981,14930
22094,7250,14844
21542,6755,14787
20573,6007,14566
20932,6395,14537
22036,7155,14881
21118,6331,14787
22403,7483,14920
22047,7229,14818
21385,6631,14754
20614,6115,14499
22044,7113,14931
22213,7502,14711
21775,7000,14775
20910,6428,14482
21586,6879,14707
22606,7684,14922
21972,7168,14804
23158,8094,15064
22248,7337,14911
22320,7487,14833
21724,7152,14572
21474,6852,14622
21828,7233,14595
22138,7416,14722
21483,6905,14578
21086,6455,14631
21475,6772,14703
21346,6672,14674
21824,7169,14655
19932,5526,14406
21573,6851,14722
22781,7824,14957
21695,6978,14717
22491,7763,14728
22811,7999,14812
21598,7006,14592
21871,7221,14650
21867,7303,14564
21866,7289,14577
22374,7744,14630
22720,7844,14876
21944,7341,14603
21636,7128,14508
22847,8037,14810
22608,7867,14741
22461,7674,14787
22788,8076,14712
22904,8113,14791
21846,7272,14574
22655,7941,14714
22014,7420,14594
22120,7605,14515
20625,6454,14171
22570,7945,14625
22481,7849,14632
22051,7528,14523
22862,8041,14821
23106,8316,14790
21824,7331,14493
22702,8077,14625
21692,7359,14333
22903,8179,14724
21784,7343,14441
21668,7243,14425
22330,7827,14503
22445,7888,14557
21501,7221,14280
21134,6766,14368
22517,7944,14573
22179,7455,14724
22829,8300,14529
22151,7622,14529
21431,6949,14482
21071,6827,14244
22196,7794,14402
22303,7878,14425
23086,8649,14437
22866,8405,14461
22616,8071,14545
21763,7448,14315
21957,7489,14468
23289,8565,14724
22943,8406,14537
23295,8502,14793
22841,8194,14647
22339,7907,14432
22608,8155,14453
22049,7851,14198
22834,8447,14387
22371,8049,14322
23814,9037,14777
21903,7478,14425
23176,8719,14457
22642,8274,14368
22634,8110,14524
22205,7751,14454
22207,7743,14464
22861,8433,14428
22740,8311,14429
23295,8787,14508
21264,7197,14067
22755,8455,14300
23048,8651,14397
22475,8185,14290
23072,8701,14371
23097,8632,14465
23535,9017,14518
21469,7366,14103
23056,8601,14455
19228,5604,13624
22437,8098,14339
22402,8173,14229
22817,8491,14326
22529,8190,14339
23143,8787,14356
22092,7888,14204
22878,8544,14334
23376,9017,14359
22975,8591,14384
23329,9045,14284
21584,7732,13852
22656,8454,14202
23795,9295,14500
22262,8155,14107
22266,8203,14063
22927,8661,14266
23200,8852,14348
22965,8631,14334
22673,8544,14129
21946,7996,13950
23357,9066,14291
22765,8467,14298
22650,8353,14297
23450,9127,14323
23703,9405,14298
22666,8710,13956
23383,8892,14491
23068,8817,14251
23216,8906,14310
22080,7955,14125
23133,9001,14132
23628,9393,14235
22966,8733,14233
21908,8056,13852
22169,8235,13934
22737,8593,14144
21602,7778,13824
22107,8066,14041
23830,9346,14484
22700,8610,14090
23443,9318,14125
22730,8546,14184
21735,7955,13780
22709,8600,14109
22694,8775,13919
23021,8910,14111
22975,8709,14266
21687,7908,13779
23023,8840,14183
23159,8957,14202
22684,8796,13888
23051,8838,14213
22711,8617,14094
22481,8546,13935
21544,7852,13692
23681,9558,14123
23580,9314,14266
23316,9131,14185
22577,8463,14114
23710,9357,14353
23858,9669,14189
22058,8139,13919
23200,9079,14121
22407,8459,13948
23452,9430,14022
22440,8685,13755
22779,8707,14072
21942,8069,13873
23922,9772,14150
22788,8824,13964
23846,9776,14070
23836,9745,14091
23818,9686,14132
23328,9321,14007
23290,9263,14027
23254,9300,13954
22030,8242,13788
22331,8543,13788
23318,9410,13908
23304,9395,13909
23825,9663,14162
23966,10075,13891
23450,9587,13863
23258,9072,14186
24342,10129,14213
21423,7606,13817
22285,8457,13828
23673,9667,14006
23144,9175,13969
23736,9759,13977
23667,9834,13833
21704,8049,13655
22095,8561,13534
22288,8567,13721
23221,9306,13915
24121,10175,13946
24070,10118,13952
23840,9891,13949
22483,8763,13720
23433,9433,14000
23731,9755,13976
24272,10357,13915
22245,8527,13718
21550,8095,13455
23336,9644,13692
23731,9733,13998
22379,8685,13694
24550,10461,14089
23234,9500,13734
24167,10112,14055
23637,9746,13891
23908,10049,13859
23344,9589,13755
23895,9943,13952
22242,8661,13581
23207,9397,13810
21819,8210,13609
23294,9353,13941
23747,9879,13868
23196,9410,13786
23240,9394,13846
23505,9555,13950
23035,9055,13980
23540,9897,13643
20326,7004,13322
23550,9772,13778
24466,10479,13987
23695,9762,13933
21680,8076,13604
23544,9596,13948
23163,9559,13604
23495,9626,13869
21498,8115,13383
23599,9885,13714
24285,10409,13876
23906,10037,13869
22381,8786,13595
21817,8495,13322
22644,8999,13645
23345,9654,13691
23367,9653,13714
22733,9048,13685
22563,9107,13456
24728,10757,13971
23804,10007,13797
23712,10025,13687
24066,10290,13776
22426,8805,13621
23445,9741,13704
23314,9551,13763
23225,9447,13778
23437,9691,13746
22686,9256,13430
22094,8629,13465
24284,10563,13721
24509,10686,13823
22019,8666,13353
23321,9889,13432
23576,9964,13612
23340,9724,13616
24131,10431,13700
24303,10523,13780
21978,8548,13430
24468,10679,13789
23897,10428,13469
23909,10307,13602
24465,10752,13713
24214,10465,13749
24407,10641,13766
22940,9433,13507
23739,10013,13726
24297,10432,13865
23680,9999,13681
24397,10779,13618
22965,9307,13658
22690,9319,13371
24097,10373,13724
24536,10792,13744
19717,6667,13050
21447,8216,13231
23289,9596,13693
23702,10133,13569
24060,10330,13730
23243,9661,13582
22547,9199,13348
22849,9410,13439
23693,10364,13329
23194,9645,13549
23189,9738,13451
23758,10124,13634
23016,9551,13465
24001,10326,13675
23881,10101,13780
21703,8690,13013
23839,10120,13719
22393,9050,13343
22717,9300,13417
23857,10219,13638
24375,10975,13400
24098,10592,13506
24293,10843,13450
24722,11161,13561
23131,9743,13388
23965,10479,13486
24006,10262,13744
23390,9769,13621
22510,9182,13328
23980,10632,13348
24306,10617,13689
22296,8922,13374
24102,10471,13631
23657,10210,13447
24055,10519,13536
23507,9983,13524
23858,10168,13690
23811,10253,13558
23556,10036,13520
24661,11119,13542
24531,10965,13566
23590,10251,13339
23020,9600,13420
24786,11065,13721
23057,9546,13511
23689,10174,13515
23320,9864,13456
23150,9671,13479
24721,11009,13712
23658,10392,13266
23762,10261,13501
22613,9368,13245
23758,10321,13437
23967,10485,13482
23530,10137,13393
24229,10701,13528
23884,10448,13436
23130,9813,13317
24052,10540,13512
23805,10460,13345
24244,10833,13411
23403,10133,13270
24807,11356,13451
24355,10867,13488
24589,11437,13152
22349,9294,13055
24386,10962,13424
23810,10563,13247
24584,11015,13569
22953,9724,13229
24553,11050,13503
23884,10419,13465
24433,10825,13608
23892,10397,13495
24349,11107,13242
23073,9882,13191
23134,9783,13351
24381,10914,13467
23577,10139,13438
24146,10932,13214
23247,9972,13275
22088,8930,13158
25149,11703,13446
23935,10597,13338
23655,10420,13235
24925,11581,13344
23627,10506,13121
24985,11528,13457
24096,10927,13169
23887,10438,13449
24999,11642,13357
23486,10192,13294
23843,10636,13207
22774,9843,12931
21035,8164,12871
22474,9244,13230
22541,9372,13169
24669,11219,13450
24039,10670,13369
23162,10229,12933
24260,11012,13248
23532,10201,13331
23338,10358,12980
20194,7613,12581
23880,10701,13179
23385,10212,13173
22848,9761,13087
23014,9914,13100
24770,11397,13373
24134,10842,13292
24371,11019,13352
23925,10611,13314
24758,11349,13409
23372,10238,13134
24582,11345,13237
23811,10666,13145
22448,9386,13062
23533,10375,13158
23772,10555,13217
23701,10689,13012
25039,11700,13339
24549,11225,13324
23606,10541,13065
23697,10456,13241
22260,9500,12760
25161,11810,13351
23474,10119,13355
24510,11610,12900
23580,10506,13074
23947,10720,13227
24199,10991,13208
23940,10780,13160
23915,10701,13214
22506,9520,12986
22693,9769,12924
23772,10658,13114
20588,7947,12641
23635,10761,12874
23285,10236,13049
23725,10676,13049
24561,11408,13153
24820,11625,13195
24324,11178,13146
22168,9574,12594
22922,9849,13073
24887,11645,13242
24416,11227,13189
24743,11482,13261
23382,10322,13060
23142,9986,13156
24046,10982,13064
24681,11416,13265
24488,11395,13093
22874,9981,12893
24123,11112,13011
24075,10852,13223
23030,9914,13116
24828,11652,13176
24333,11144,13189
24580,11246,13334
24121,10981,13140
22789,9912,12877
23181,10263,12918
24459,11532,12927
24474,11313,13161
22477,9550,12927
23208,10295,12913
22428,9530,12898
24743,11468,13275
23464,10420,13044
22061,9179,12882
23527,10570,12957
25109,11984,13125
23980,10781,13199
24623,11460,13163
23124,10322,12802
23241,10316,12925
22676,9868,12808
24667,11493,13174
23179,10446,12733
24028,10919,13109
22784,9906,12878
24456,11359,13097
23369,10348,13021
24377,11599,12778
23363,10511,12852
23333,10487,12846
24257,11203,13054
22773,9926,12847
24435,11256,13179
23913,11232,12681
24463,11533,12930
23696,10797,12899
22080,9733,12347
23944,10919,13025
24201,11048,13153
22785,10040,12745
24077,11039,13038
23746,10804,12942
23888,11397,12491
25057,12006,13051
24776,11735,13041
24176,11039,13137
23661,10696,12965
23890,10847,13043
24205,11203,13002
24186,11210,12976
24359,11242,13117
23761,10926,12835
23672,10710,12962
22958,10171,12787
23484,10526,12958
23180,10505,12675
22277,9574,12703
23285,10578,12707
23535,10532,13003
24713,11746,12967
23122,10401,12721
22740,9886,12854
23312,10386,12926
23650,10813,12837
22905,10006,12899
22749,9937,12812
23483,10917,12566
24041,11151,12890
23037,10360,12677
23951,11128,12823
23871,11448,12423
23603,10703,12900
23503,10845,12658
24803,11694,13109
24515,11596,12919
20514,8116,12398
23778,10887,12891
24400,11461,12939
24019,11161,12858
23287,10346,12941
24025,11057,12968
24950,11972,12978
24595,11661,12934
22330,9688,12642
23576,11082,12494
22811,10258,12553
23034,10273,12761
23328,10569,12759
23813,11016,12797
23516,11026,12490
23958,11138,12820
23346,10526,12820
25182,12133,13049
22235,9590,12645
23532,10773,12759
25131,12216,12915
23676,10923,12753
22843,10133,12710
24141,11467,12674
23966,11169,12797
22222,9764,12458
24907,11871,13036
22388,9893,12495
23273,10480,12793
23777,11011,12766
24051,11091,12960
23715,10902,12813
24679,11869,12810
24623,11931,12692
23945,11120,12825
24028,11132,12896
24110,11303,12807
23384,10512,12872
25320,12328,12992
23399,10601,12798
23663,10799,12864
24724,12277,12447
23829,11323,12506
23468,10714,12754
23624,11044,12580
23227,10530,12697
24266,11632,12634
24779,11870,12909
22115,9476,12639
