"total_rewards","action_rewards","opinion_rewards"
22692,8212,14480
22687,8035,14652
23043,8468,14575
22447,7718,14729
22420,7770,14650
22466,7991,14475
22133,7781,14352
22996,8205,14791
21977,7497,14480
22769,8095,14674
23084,8339,14745
21845,7435,14410
22154,7713,14441
21720,7328,14392
21357,6964,14393
23016,8407,14609
22351,7820,14531
21032,6727,14305
20684,6568,14116
22614,8070,14544
23502,8934,14568
22642,8109,14533
21530,7188,14342
20315,6194,14121
23070,8518,14552
22187,7709,14478
23555,8959,14596
23569,9012,14557
22585,8078,14507
23114,8625,14489
21536,7522,14014
23652,9080,14572
23764,9237,14527
23389,8807,14582
22103,7839,14264
22473,8016,14457
23147,8531,14616
22773,8494,14279
22623,8168,14455
23015,8490,14525
21959,7679,14280
23227,8759,14468
22059,7749,14310
22187,7934,14253
23264,8746,14518
23606,9128,14478
21758,7429,14329
23326,9033,14293
21998,7718,14280
22154,7728,14426
23033,8641,14392
22846,8563,14283
21112,7283,13829
23587,9138,14449
23030,8815,14215
23082,8832,14250
22259,8031,14228
23130,8789,14341
21095,7019,14076
22679,8316,14363
22265,7938,14327
23416,9119,14297
22405,8305,14100
23821,9310,14511
22635,8698,13937
22375,8174,14201
22230,8107,14123
22654,8347,14307
22894,8659,14235
22242,8068,14174
22313,8131,14182
23619,9191,14428
22668,8446,14222
22425,8284,14141
22979,8785,14194
23687,9211,14476
22096,8061,14035
23680,9356,14324
23309,9103,14206
22482,8388,14094
23867,9553,14314
21934,7791,14143
19338,6034,13304
22928,8578,14350
22371,8231,14140
23118,8738,14380
23537,9208,14329
23031,8887,14144
22650,8720,13930
22991,8823,14168
23030,8926,14104
22150,8097,14053
22101,7880,14221
22074,8069,14005
24034,9695,14339
23490,9316,14174
24006,9638,14368
23169,9062,14107
23049,8947,14102
22494,8700,13794
22320,8323,13997
21922,7925,13997
23262,9035,14227
21371,7439,13932
22233,8089,14144
21640,7737,13903
23625,9419,14206
23163,9205,13958
23608,9441,14167
23011,8954,14057
22582,8716,13866
22858,8965,13893
22873,8930,13943
22876,8926,13950
21523,7944,13579
23556,9860,13696
22874,9159,13715
22982,8950,14032
23384,9373,14011
22269,8253,14016
23501,9626,13875
24238,10012,14226
23541,9391,14150
23381,9381,14000
22661,8954,13707
23875,9852,14023
24139,9879,14260
23589,9526,14063
23675,9617,14058
24110,10068,14042
22908,9168,13740
23272,9299,13973
23176,9119,14057
22472,8728,13744
23608,9507,14101
23837,9718,14119
23731,9541,14190
22681,9212,13469
23272,9190,14082
24123,9912,14211
23949,9910,14039
24001,9818,14183
23314,9350,13964
24431,10403,14028
24008,10033,13975
22748,9035,13713
23190,9309,13881
22622,9001,13621
23903,10061,13842
21320,7534,13786
21746,8027,13719
23026,9114,13912
22806,9012,13794
23102,9209,13893
21376,7719,13657
23835,9916,13919
22459,8696,13763
23842,10029,13813
23804,9793,14011
23312,9494,13818
24307,10253,14054
21439,7949,13490
23690,9720,13970
23362,9363,13999
22651,8787,13864
24139,10491,13648
23415,9367,14048
23013,9206,13807
23711,9827,13884
23118,9096,14022
21790,8200,13590
24699,10654,14045
22952,9069,13883
23095,9124,13971
22771,9140,13631
22676,8968,13708
24249,10245,14004
22590,9323,13267
23525,9662,13863
24306,10313,13993
23030,9173,13857
23747,9944,13803
23266,9439,13827
24658,10617,14041
24122,10250,13872
24385,10285,14100
23329,9450,13879
24577,10609,13968
22499,8857,13642
23859,10013,13846
23748,9922,13826
23967,10180,13787
23814,9861,13953
21594,8081,13513
23687,9839,13848
23909,10097,13812
24570,10755,13815
21876,8354,13522
23270,9390,13880
23260,9605,13655
23146,9674,13472
23163,9483,13680
24344,10766,13578
21720,8310,13410
23875,10330,13545
23592,9997,13595
23507,10163,13344
24743,10968,13775
23124,9523,13601
22360,8704,13656
23001,9490,13511
23677,10047,13630
23368,9653,13715
24247,10279,13968
24148,10323,13825
23989,10319,13670
23665,10016,13649
23083,9741,13342
24627,10712,13915
23470,9867,13603
22912,9210,13702
24534,10761,13773
23800,10121,13679
24502,10695,13807
23792,10154,13638
21836,8393,13443
23665,10037,13628
23692,9993,13699
23820,10014,13806
23168,9711,13457
24172,10462,13710
23201,9901,13300
23669,10001,13668
22315,8687,13628
23325,9814,13511
24162,10488,13674
24288,10793,13495
22628,9075,13553
23158,9790,13368
23995,10422,13573
23820,10078,13742
23401,9815,13586
23050,9432,13618
23949,10411,13538
22792,9282,13510
24115,10343,13772
22064,8865,13199
23161,9853,13308
22980,9660,13320
22676,9313,13363
24057,10321,13736
23296,9789,13507
23234,9706,13528
23051,9585,13466
24604,10936,13668
22400,8917,13483
23728,10325,13403
23933,10565,13368
24260,10605,13655
22217,8842,13375
23475,10036,13439
23197,9858,13339
23611,10026,13585
22138,8929,13209
23705,10260,13445
24022,10336,13686
24142,10604,13538
24463,10981,13482
21932,8878,13054
24542,11331,13211
23437,10244,13193
23369,10042,13327
24073,10564,13509
24586,11028,13558
23876,10370,13506
24067,10553,13514
24215,10622,13593
24079,10481,13598
23096,9765,13331
24131,10631,13500
23342,9998,13344
22436,9172,13264
23301,9974,13327
23651,10354,13297
22539,9238,13301
22413,9302,13111
24136,10680,13456
24593,11088,13505
23820,10362,13458
23777,10295,13482
23484,10099,13385
23869,10343,13526
23747,10755,12992
23253,10002,13251
23014,9623,13391
20501,7700,12801
23855,10530,13325
24228,10761,13467
24234,10877,13357
23503,10200,13303
23934,10598,13336
23165,9728,13437
22995,9680,13315
24931,11378,13553
24792,11331,13461
24753,11242,13511
23009,10062,12947
24846,11262,13584
23624,10264,13360
22796,9419,13377
23602,10212,13390
22465,9420,13045
24056,10964,13092
23746,10389,13357
22365,9099,13266
24238,10989,13249
22640,9705,12935
23570,10161,13409
24288,10906,13382
22406,9250,13156
23723,10395,13328
22408,9532,12876
24755,11380,13375
24652,11314,13338
24605,11271,13334
23835,10579,13256
23961,10738,13223
23250,9928,13322
22962,9757,13205
23958,10614,13344
24341,10883,13458
21864,8917,12947
23275,9995,13280
23908,10534,13374
23168,10030,13138
22993,9771,13222
23844,10506,13338
22856,9641,13215
21750,9131,12619
24141,10945,13196
23921,10722,13199
23557,10581,12976
24094,10777,13317
22990,9730,13260
23738,10585,13153
23855,10565,13290
24612,11213,13399
24183,10877,13306
24153,10885,13268
25123,11648,13475
24163,10767,13396
23559,10418,13141
24835,11769,13066
25257,11838,13419
22993,9926,13067
23222,9991,13231
23166,9935,13231
23488,10395,13093
23317,10285,13032
24024,10922,13102
23591,10431,13160
23758,10719,13039
25148,11849,13299
24471,11190,13281
23930,10788,13142
24449,11149,13300
24560,11369,13191
24093,10855,13238
22119,9025,13094
24118,10980,13138
24884,11653,13231
23366,10498,12868
23669,10475,13194
21702,9046,12656
24962,11754,13208
21350,8468,12882
22571,9631,12940
23393,10365,13028
23373,10357,13016
23230,10155,13075
22423,9469,12954
23985,10790,13195
24109,11312,12797
23668,10445,13223
22070,9511,12559
23810,10498,13312
23125,10503,12622
24298,11057,13241
22425,9461,12964
23490,10841,12649
24066,10903,13163
24374,11383,12991
25129,11895,13234
24980,11823,13157
23371,10404,12967
24378,11307,13071
23200,10172,13028
24393,11159,13234
24524,11294,13230
22618,10131,12487
22960,10262,12698
23660,10486,13174
23222,10314,12908
23235,10123,13112
24525,11295,13230
24289,11303,12986
22643,9750,12893
23965,10811,13154
24088,11107,12981
24615,11552,13063
22441,9608,12833
22897,9925,12972
24438,11469,12969
22384,9551,12833
22917,10148,12769
24193,11169,13024
25022,11800,13222
24432,11449,12983
23373,10499,12874
24094,10965,13129
24406,11370,13036
23237,10723,12514
24146,11410,12736
23302,10381,12921
24417,11732,12685
21915,9251,12664
22954,10155,12799
23351,10382,12969
23013,10177,12836
23537,10639,12898
23669,10714,12955
24748,11597,13151
24717,11669,13048
24311,11118,13193
23077,10100,12977
23845,10850,12995
22641,9722,12919
24352,11546,12806
22601,9791,12810
23382,10504,12878
24333,11174,13159
23082,10571,12511
24093,11053,13040
23975,10930,13045
24592,11688,12904
23936,10925,13011
23400,10652,12748
23653,10819,12834
23994,11016,12978
23289,10885,12404
23374,10764,12610
22949,10437,12512
23810,10873,12937
23612,10626,12986
23365,10425,12940
24581,11519,13062
24970,11843,13127
23268,10662,12606
22530,9754,12776
22185,9451,12734
24354,11561,12793
24046,10978,13068
24242,11323,12919
22617,9737,12880
23517,10740,12777
23483,10577,12906
22905,10055,12850
23792,10919,12873
25034,11849,13185
24240,11155,13085
23400,10527,12873
24802,11742,13060
23815,10897,12918
22788,10259,12529
23025,10613,12412
22296,9849,12447
24083,11551,12532
22728,9997,12731
24015,11149,12866
23127,10502,12625
24620,11730,12890
23270,10404,12866
24030,11039,12991
23893,11088,12805
23664,10818,12846
23893,11027,12866
24090,11224,12866
23435,10526,12909
24667,11712,12955
24647,11739,12908
23674,11127,12547
22109,9775,12334
23663,10984,12679
23558,10997,12561
22770,9984,12786
22809,10524,12285
24965,12050,12915
24289,11371,12918
24738,12004,12734
23339,10610,12729
23177,10440,12737
23026,10303,12723
21282,8881,12401
24435,11578,12857
24096,11181,12915
24645,11812,12833
23649,10861,12788
24997,12050,12947
23042,10804,12238
23372,10639,12733
23988,11432,12556
22650,10135,12515
22030,9651,12379
24745,11994,12751
22541,10049,12492
24771,11893,12878
24584,11845,12739
23919,11111,12808
24258,11306,12952
24666,11804,12862
23603,10786,12817
24747,12174,12573
23331,10537,12794
24504,11532,12972
24676,11811,12865
25185,12302,12883
22215,9628,12587
24595,11689,12906
23933,11367,12566
21451,8993,12458
24410,11491,12919
22203,9593,12610
23934,11407,12527
22732,10010,12722
23729,11067,12662
24355,11644,12711
23392,10734,12658
24264,11512,12752
23979,11201,12778
23638,10897,12741
25170,12414,12756
23345,10800,12545
21834,9351,12483
24128,11347,12781
25008,12100,12908
25262,12376,12886
24511,11903,12608
23774,11245,12529
25398,12442,12956
21126,8768,12358
23475,10805,12670
23433,11074,12359
22653,10216,12437
23172,10567,12605
23927,11254,12673
23559,10885,12674
23850,11063,12787
21911,9391,12520
24285,11414,12871
24958,12044,12914
24374,11558,12816
22656,10258,12398
24363,11650,12713
24382,11668,12714
23692,11001,12691
23896,11275,12621
24678,12219,12459
23653,10971,12682
24579,11796,12783
23818,11034,12784
24262,11529,12733
24040,11496,12544
24431,11845,12586
24136,11343,12793
21089,8867,12222
24047,11364,12683
22763,10441,12322
23307,10625,12682
22474,9907,12567
23189,10955,12234
24122,11405,12717
24672,11923,12749
23614,11034,12580
23661,11022,12639
23755,11299,12456
23227,10858,12369
23778,11336,12442
24471,11864,12607
24155,11507,12648
24927,12167,12760
23651,10972,12679
25133,12423,12710
24507,11732,12775
23209,10689,12520
23474,11360,12114
24403,11668,12735
22528,10200,12328
23657,11163,12494
24304,11670,12634
23682,11050,12632
22882,10419,12463
21895,9632,12263
23469,10984,12485
23675,10956,12719
24696,12091,12605
24191,11977,12214
24730,12014,12716
23299,10934,12365
23241,11159,12082
23987,11178,12809
24389,11770,12619
23766,11100,12666
22551,10299,12252
22996,10458,12538
23987,11691,12296
23552,10881,12671
22759,10173,12586
23109,10653,12456
23490,10892,12598
24770,12009,12761
24577,11957,12620
23451,11227,12224
23965,11428,12537
23749,11050,12699
23823,11242,12581
24308,12016,12292
24291,12083,12208
24232,11653,12579
22059,9929,12130
23817,11255,12562
23591,10949,12642
24479,12151,12328
25081,12502,12579
23858,11352,12506
24101,11587,12514
24729,12157,12572
24902,12607,12295
24268,11632,12636
22676,10308,12368
24872,12246,12626
23695,11164,12531
24550,11939,12611
23743,11640,12103
21386,9093,12293
23416,11011,12405
23780,11546,12234
21975,9865,12110
24233,11649,12584
23363,11245,12118
23546,11134,12412
23412,10903,12509
24600,12300,12300
23898,11332,12566
22091,9801,12290
23978,11525,12453
23889,11557,12332
24112,11592,12520
23974,11411,12563
24071,11508,12563
22666,10559,12107
24582,11971,12611
23818,11131,12687
23200,10821,12379
22062,9728,12334
23282,10982,12300
22713,10443,12270
23044,10651,12393
24636,12067,12569
23136,10764,12372
23471,11343,12128
24768,12282,12486
24469,11829,12640
24109,11870,12239
22458,10221,12237
23026,10647,12379
23278,10874,12404
23733,11367,12366
23979,11499,12480
21817,9708,12109
24101,11558,12543
21818,9841,11977
22427,10136,12291
24587,12083,12504
23492,11050,12442
22130,9955,12175
23827,11428,12399
24161,11658,12503
24802,12310,12492
21745,9565,12180
24197,11700,12497
24656,12151,12505
23497,11321,12176
22112,9943,12169
24638,12052,12586
22772,10654,12118
24306,11689,12617
24154,11532,12622
23965,11814,12151
24834,12489,12345
21837,9683,12154
23698,11197,12501
24826,12656,12170
24861,12448,12413
22218,10187,12031
23422,11168,12254
23702,11624,12078
24524,12009,12515
23451,11420,12031
23888,11379,12509
24429,11917,12512
21956,9819,12137
23780,11488,12292
23435,11342,12093
22971,10558,12413
24477,12005,12472
24248,12178,12070
22965,10649,12316
23132,10770,12362
23638,11137,12501
23482,11152,12330
23743,11734,12009
24704,12268,12436
23628,11214,12414
24113,12031,12082
23857,11363,12494
23826,11749,12077
23312,10774,12538
23556,11514,12042
23388,11037,12351
23113,10659,12454
23340,11368,11972
24296,11772,12524
23649,11529,12120
24094,11620,12474
24747,12312,12435
24309,12059,12250
24004,11961,12043
24165,11585,12580
24960,12497,12463
24524,12454,12070
22884,11047,11837
22237,10448,11789
24421,12069,12352
23687,11255,12432
24420,12370,12050
23581,11256,12325
23671,11303,12368
23737,11397,12340
21455,9422,12033
24445,12092,12353
23871,11571,12300
22390,10140,12250
24650,12179,12471
24229,11794,12435
24134,12133,12001
24287,12247,12040
23012,10973,12039
23861,11786,12075
24709,12345,12364
23881,11515,12366
23933,11969,11964
22858,10665,12193
24659,12558,12101
23302,11007,12295
23660,11745,11915
23800,11386,12414
24475,12161,12314
21466,9533,11933
23727,11811,11916
24734,12372,12362
23342,11063,12279
23308,11217,12091
23957,11608,12349
23827,11825,12002
24800,12623,12177
21640,9583,12057
23450,11299,12151
23245,10880,12365
23732,11393,12339
23456,11298,12158
23459,11118,12341
24628,12330,12298
22130,10105,12025
23071,11359,11712
23822,11590,12232
23949,11974,11975
23110,10794,12316
21643,9699,11944
24961,12572,12389
23578,11693,11885
22929,10792,12137
22432,10412,12020
21806,9799,12007
23987,12079,11908
24351,12223,12128
20983,9311,11672
22465,10343,12122
23242,11018,12224
23832,11631,12201
24080,11831,12249
23321,11407,11914
24382,12395,11987
23968,11938,12030
24316,11985,12331
23979,11996,11983
23440,11092,12348
22767,10709,12058
23430,11230,12200
23165,11166,11999
22975,10714,12261
23521,11315,12206
24063,11574,12489
24636,12337,12299
22363,10272,12091
24572,12538,12034
24418,12156,12262
23110,10892,12218
24857,12813,12044
22407,10170,12237
23932,12026,11906
24425,12493,11932
23867,11577,12290
22649,10583,12066
23339,11575,11764
23523,11306,12217
23878,11897,11981
23689,11444,12245
24323,12148,12175
23548,11676,11872
23932,11611,12321
24127,11848,12279
23631,11477,12154
23172,11334,11838
21330,9321,12009
23035,10803,12232
21665,9828,11837
22983,10894,12089
23516,11254,12262
22472,10807,11665
23680,11390,12290
23104,10928,12176
23492,11345,12147
23692,11515,12177
22708,10516,12192
23547,11368,12179
22134,10130,12004
23642,11341,12301
25263,12873,12390
24128,11849,12279
22093,10315,11778
23898,11715,12183
24774,12806,11968
23081,10978,12103
24170,11888,12282
24106,12106,12000
23649,11417,12232
25166,12828,12338
22862,10753,12109
23122,11068,12054
23001,10786,12215
24676,12694,11982
22551,10838,11713
23378,11666,11712
23998,12111,11887
23834,11558,12276
24177,12231,11946
24434,12124,12310
22069,10177,11892
25117,12848,12269
22752,10561,12191
23278,11551,11727
23929,12067,11862
23697,11770,11927
24568,12300,12268
23110,11052,12058
23240,11159,12081
23695,11846,11849
23976,12140,11836
23519,11724,11795
24495,12146,12349
23561,11284,12277
23628,11865,11763
24194,11931,12263
24197,11893,12304
22256,10350,11906
23565,11488,12077
24642,12479,12163
22727,11129,11598
23680,11561,12119
22187,10083,12104
23063,11264,11799
22463,10500,11963
24511,12241,12270
21311,9443,11868
24155,11884,12271
23921,12178,11743
24049,11753,12296
23734,11383,12351
24467,12308,12159
23015,10940,12075
25139,12876,12263
24359,12496,11863
23487,11346,12141
22355,10526,11829
23254,11109,12145
24793,12668,12125
23663,11457,12206
24364,12456,11908
23579,11450,12129
24840,12679,12161
23933,11671,12262
23699,11549,12150
22919,10963,11956
23068,11153,11915
24492,12624,11868
23305,11022,12283
23281,11203,12078
25160,12862,12298
22283,10352,11931
23067,11021,12046
24779,12481,12298
24182,12300,11882
23774,11935,11839
23602,11886,11716
23224,11103,12121
23463,11667,11796
24192,12472,11720
23840,11630,12210
24213,12418,11795
23960,12210,11750
23342,11226,12116
24521,12397,12124
22708,10661,12047
23819,11673,12146
23865,11668,12197
23503,11701,11802
23003,10888,12115
24171,11931,12240
23903,11763,12140
23015,10985,12030
22862,10884,11978
22321,10822,11499
24450,12432,12018
22630,10587,12043
24444,12348,12096
23102,11103,11999
23295,11383,11912
25014,12775,12239
24333,12069,12264
24686,12526,12160
23431,11760,11671
23732,11545,12187
22965,10994,11971
24001,11726,12275
23966,11856,12110
23667,11734,11933
22362,10784,11578
21678,9773,11905
23970,12101,11869
23443,11365,12078
23066,11383,11683
24742,12686,12056
22926,11243,11683
21703,9841,11862
23070,11523,11547
22713,10780,11933
24416,12173,12243
24182,12068,12114
24571,12846,11725
24670,12727,11943
23171,11554,11617
23013,11081,11932
24628,12853,11775
22956,11198,11758
22599,11006,11593
22084,10521,11563
24091,12393,11698
23905,12257,11648
22818,11161,11657
22302,10395,11907
23375,11621,11754
22256,10357,11899
24624,12849,11775
22537,10553,11984
22838,10834,12004
24401,12619,11782
23092,10931,12161
23781,11752,12029
23293,11328,11965
23887,11729,12158
23983,11763,12220
24123,11915,12208
25019,12944,12075
23695,11689,12006
22948,11378,11570
23062,11068,11994
23285,11306,11979
24006,12174,11832
23853,11810,12043
24693,12574,12119
24059,12101,11958
24489,12727,11762
22719,10736,11983
23431,11681,11750
23460,11689,11771
21808,10029,11779
24767,12577,12190
22990,11051,11939
22869,10945,11924
23171,11149,12022
23732,11584,12148
23767,11595,12172
23633,11642,11991
22127,10286,11841
23922,11729,12193
24200,12449,11751
24017,12115,11902
23561,11679,11882
23125,11497,11628
24169,12182,11987
23184,11071,12113
22172,10276,11896
23119,11161,11958
24653,12420,12233
21749,10046,11703
24279,12459,11820
23845,12166,11679
23509,11448,12061
23683,11671,12012
24990,12821,12169
23523,11412,12111
23833,11700,12133
24179,12015,12164
24135,12460,11675
23710,12014,11696
23672,12040,11632
23658,11547,12111
23776,12054,11722
24665,12860,11805
23554,11589,11965
24447,12425,12022
24615,12805,11810
23769,12122,11647
23522,11424,12098
24563,12623,11940
23273,11288,11985
21943,10184,11759
23414,11337,12077
24548,12736,11812
22978,11183,11795
23310,11731,11579
24304,12580,11724
23176,11157,12019
23905,12198,11707
24872,12734,12138
24412,12347,12065
24209,12041,12168
23180,11371,11809
24343,12143,12200
23284,11234,12050
22633,10675,11958
23591,11522,12069
22633,10740,11893
23297,11512,11785
23729,11772,11957
24486,12443,12043
23511,11869,11642
23276,11198,12078
23121,11084,12037
24333,12424,11909
23560,11972,11588
23053,11059,11994
22581,10792,11789
24392,12318,12074
23215,11712,11503
22461,10538,11923
24639,12580,12059
22150,10260,11890
23116,11256,11860
23465,11551,11914
24440,12456,11984
23901,12211,11690
23772,11840,11932
24177,12038,12139
23954,11979,11975
23610,11538,12072
23054,11046,12008
23318,11728,11590
23435,11436,11999
21635,10054,11581
22116,10290,11826
22496,11099,11397
24350,12119,12231
23711,11598,12113
22618,10739,11879
23839,12089,11750
24084,12402,11682
23037,11126,11911
22454,10581,11873
25126,12985,12141
24574,12841,11733
23644,12016,11628
23547,11473,12074
23218,11582,11636
23452,11367,12085
23332,11326,12006
23780,11776,12004
23974,12073,11901
22773,10847,11926
22709,10815,11894
22594,11068,11526
24651,12568,12083
21296,10038,11258
23796,11774,12022
23329,11261,12068
23204,11265,11939
23652,11585,12067
24629,12559,12070
24482,12408,12074
22690,10786,11904
23667,12003,11664
24125,12348,11777
24529,12582,11947
23300,11218,12082
24221,12093,12128
23325,11718,11607
23656,11698,11958
24579,12492,12087
23591,11812,11779
24355,12644,11711
22663,10836,11827
24397,12651,11746
23430,11625,11805
22182,10303,11879
22846,10960,11886
22696,10842,11854
23974,12057,11917
24025,12366,11659
24099,12413,11686
24229,12626,11603
22534,11031,11503
24863,12825,12038
21918,10511,11407
24250,12528,11722
23592,11748,11844
24171,12097,12074
24847,12765,12082
23795,11801,11994
22904,11472,11432
23813,12262,11551
23854,11726,12128
22917,11256,11661
22580,10778,11802
24826,12845,11981
23884,12215,11669
23702,11624,12078
23888,12014,11874
23826,12072,11754
24173,12386,11787
23281,11312,11969
23436,11540,11896
22927,11072,11855
23467,11405,12062
24471,12452,12019
21796,10052,11744
24043,12440,11603
23724,11884,11840
23835,11911,11924
22582,11019,11563
22326,10607,11719
23357,11419,11938
23748,11790,11958
22763,11242,11521
23418,11471,11947
23207,11599,11608
23469,11752,11717
21189,9529,11660
24203,12348,11855
22880,11099,11781
23841,11762,12079
23551,11837,11714
23941,11910,12031
24095,12430,11665
21693,10035,11658
24210,12581,11629
23298,11368,11930
24113,12169,11944
23110,11649,11461
24376,12258,12118
22201,10678,11523
23017,11133,11884
22679,10892,11787
23906,12308,11598
23528,11554,11974
23813,11744,12069
23741,11770,11971
23363,11416,11947
23727,11815,11912
22496,10739,11757
23970,12028,11942
23227,11655,11572
24305,12281,12024
23794,11825,11969
23297,11344,11953
23970,12352,11618
23395,11481,11914
22677,10856,11821
23999,11942,12057
22189,10833,11356
23765,12189,11576
24105,12543,11562
23568,11582,11986
23415,11482,11933
23201,11750,11451
23159,11220,11939
24583,12929,11654
24515,12856,11659
23552,11844,11708
23292,11266,12026
24436,12419,12017
21185,9545,11640
22431,11068,11363
22746,10878,11868
22590,11184,11406
22505,10657,11848
24323,12673,11650
23603,11716,11887
24776,12862,11914
24129,12499,11630
23930,11930,12000
24197,12102,12095
24372,12632,11740
23759,11773,11986
21916,10284,11632
21916,10530,11386
23148,11191,11957
24430,12384,12046
23343,11549,11794
23875,12205,11670
23573,11921,11652
22359,11015,11344
23527,11639,11888
23178,11268,11910
22468,10857,11611
23617,12091,11526
22780,11348,11432
23894,11922,11972
22410,10936,11474
24013,12280,11733
24046,12110,11936
23625,11688,11937
23689,11761,11928
23175,11331,11844
23648,11644,12004
23876,11951,11925
21653,9937,11716
21767,10215,11552
22449,11168,11281
23198,11447,11751
23787,11897,11890
23328,11831,11497
24462,12698,11764
23710,11840,11870
22080,10399,11681
22612,10827,11785
24436,12376,12060
22491,11166,11325
23878,12305,11573
