recon,cyber,disinfo,comb,cyber2,disinfo2
0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,1.0,0.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0
2.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,1.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
1.0,5.0,1.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,0.0
1.0,0.0,0.0,2.0,0.0,0.0
3.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,5.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,1.0,0.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,3.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0
3.0,0.0,3.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,2.0,0.0,0.0
1.0,0.0,4.0,1.0,0.0,0.0
1.0,4.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,3.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
2.0,1.0,2.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,2.0,2.0,0.0,2.0
1.0,4.0,0.0,3.0,1.0,0.0
1.0,0.0,1.0,2.0,0.0,1.0
1.0,0.0,4.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,3.0,2.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,4.0,2.0,2.0,0.0,0.0
2.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,7.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,3.0,2.0,1.0,0.0,0.0
2.0,1.0,2.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,2.0,0.0,0.0,0.0
1.0,3.0,1.0,0.0,0.0,0.0
1.0,2.0,1.0,1.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,0.0
1.0,5.0,1.0,1.0,0.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,3.0,0.0,0.0,0.0
1.0,1.0,0.0,2.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,11.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,3.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,2.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,3.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,0.0,3.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,2.0,1.0,0.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,13.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,4.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,11.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,0.0,0.0,0.0
1.0,5.0,0.0,3.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,9.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,1.0,8.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,3.0,5.0,0.0
1.0,9.0,2.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,11.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,3.0,0.0,2.0,0.0,0.0
1.0,17.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,13.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,6.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
2.0,1.0,2.0,0.0,0.0,0.0
2.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,4.0,0.0
2.0,0.0,1.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,4.0,2.0,0.0,0.0
1.0,0.0,0.0,4.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
3.0,9.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,2.0,23.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,9.0,0.0
1.0,9.0,1.0,0.0,0.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,5.0,0.0,1.0,7.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,2.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,2.0,0.0,7.0
1.0,2.0,12.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,23.0,1.0,0.0,0.0,0.0
3.0,30.0,1.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,0.0,0.0
2.0,1.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,14.0,1.0,3.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
2.0,2.0,0.0,1.0,29.0,0.0
2.0,3.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,10.0,1.0,0.0,0.0,0.0
1.0,11.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,3.0,0.0,0.0
1.0,7.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,2.0,0.0,2.0,16.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0
2.0,6.0,1.0,0.0,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0
4.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,16.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,4.0,1.0,0.0,0.0
1.0,4.0,1.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
1.0,5.0,2.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,3.0,0.0,0.0,0.0
1.0,36.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,15.0,0.0
1.0,1.0,1.0,2.0,0.0,0.0
2.0,13.0,0.0,1.0,0.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,1.0,1.0,0.0,7.0
1.0,3.0,0.0,1.0,7.0,0.0
2.0,17.0,2.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,14.0,19.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0
1.0,1.0,3.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,3.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,13.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,11.0,2.0,0.0,0.0
2.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,6.0,0.0,0.0,0.0
1.0,7.0,13.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,4.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,5.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0
2.0,2.0,10.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,17.0,0.0,1.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,0.0
