"total_rewards","action_rewards","opinion_rewards"
22040,7710,14330
22691,8058,14633
22335,7876,14459
23155,8562,14593
22224,7799,14425
23164,8633,14531
23655,9016,14639
22786,8215,14571
22665,8175,14490
23662,9038,14624
21870,7363,14507
21899,7566,14333
22852,8417,14435
22141,7650,14491
21903,7601,14302
21623,7341,14282
22955,8390,14565
21622,7340,14282
23147,8685,14462
22229,8043,14186
22555,8084,14471
20879,6636,14243
22934,8587,14347
19782,6088,13694
22607,8342,14265
22531,8240,14291
23698,9235,14463
22192,8012,14180
21227,7172,14055
22727,8454,14273
23857,9161,14696
22827,8251,14576
21618,7491,14127
22971,8512,14459
23673,9049,14624
23754,9350,14404
23638,9156,14482
21987,7902,14085
23141,8836,14305
22657,8399,14258
23731,9245,14486
24073,9544,14529
23316,8905,14411
22223,8048,14175
23322,8970,14352
22723,8466,14257
22861,8572,14289
23489,9154,14335
23013,8684,14329
23706,9363,14343
23658,9253,14405
23984,9632,14352
23431,9046,14385
23001,8766,14235
22171,8016,14155
22841,8656,14185
23452,9171,14281
23364,9092,14272
22400,8246,14154
23187,8898,14289
22227,8098,14129
23468,9209,14259
22749,8756,13993
23782,9369,14413
24026,9586,14440
23335,9006,14329
22850,8502,14348
23589,9285,14304
23548,9196,14352
23258,9052,14206
22700,8542,14158
23078,8871,14207
23618,9235,14383
23550,9386,14164
22468,8353,14115
23234,9096,14138
23182,8881,14301
24172,9808,14364
24381,9907,14474
23208,8947,14261
22669,8715,13954
22765,8751,14014
22050,8109,13941
24196,10045,14151
23399,9218,14181
22808,8565,14243
23016,8924,14092
22742,8585,14157
23423,9311,14112
23630,9416,14214
22768,8884,13884
22746,8620,14126
22548,8458,14090
23650,9392,14258
23707,9559,14148
23725,9681,14044
22185,8315,13870
22846,8843,14003
24036,9860,14176
23834,9781,14053
23398,9346,14052
23202,9215,13987
22982,9088,13894
22676,8679,13997
23532,9534,13998
24120,9832,14288
24052,9812,14240
23012,9110,13902
21496,7619,13877
22597,8643,13954
23577,9422,14155
24740,10529,14211
24111,9749,14362
23304,9189,14115
24134,9910,14224
23240,9280,13960
22362,8433,13929
22705,8811,13894
22372,8423,13949
23358,9351,14007
23888,9885,14003
23008,9147,13861
24338,10157,14181
22550,8695,13855
22775,8955,13820
21997,8189,13808
23903,9841,14062
22934,9212,13722
22851,8968,13883
24143,9991,14152
24098,10066,14032
24232,10056,14176
23155,9057,14098
23240,9399,13841
22528,8798,13730
24246,10004,14242
23420,9484,13936
23418,9598,13820
23493,9679,13814
22829,8928,13901
23676,9677,13999
22605,8732,13873
23735,9698,14037
24110,10179,13931
22573,8974,13599
24157,10138,14019
24579,10550,14029
22651,8871,13780
23301,9462,13839
23773,9951,13822
23292,9582,13710
24042,10103,13939
24589,10541,14048
23418,9526,13892
23441,9794,13647
23562,9725,13837
23868,10019,13849
24194,10232,13962
24096,9999,14097
22975,9304,13671
24455,10569,13886
23846,10040,13806
24457,10536,13921
23967,10200,13767
24042,10044,13998
23439,9557,13882
23469,9775,13694
23421,9589,13832
23268,9580,13688
24333,10397,13936
22368,8772,13596
23877,9981,13896
22425,8812,13613
24019,10030,13989
23502,9756,13746
24261,10360,13901
23241,9383,13858
23932,10097,13835
22043,8508,13535
23253,9612,13641
24326,10477,13849
22259,8744,13515
24343,10443,13900
23045,9325,13720
23820,9997,13823
24530,10662,13868
23972,10244,13728
22655,9054,13601
24378,10526,13852
24366,10399,13967
23839,10136,13703
24306,10622,13684
24445,10695,13750
23743,10053,13690
23713,10005,13708
23136,9490,13646
22612,9037,13575
24115,10379,13736
23392,9738,13654
21190,7941,13249
24689,10964,13725
23369,9648,13721
24166,10374,13792
23808,10251,13557
23662,9987,13675
23819,10124,13695
23025,9371,13654
24019,10396,13623
21786,8299,13487
23401,9871,13530
22034,8646,13388
22564,9132,13432
24008,10236,13772
23869,10193,13676
23724,10093,13631
23568,9862,13706
23170,9746,13424
24338,10698,13640
24412,10703,13709
23423,9701,13722
24603,10862,13741
24016,10271,13745
23229,9710,13519
23739,10013,13726
23331,9815,13516
23807,10142,13665
22518,9074,13444
23562,9911,13651
22203,8932,13271
23980,10367,13613
23762,9993,13769
22497,9158,13339
22375,9033,13342
24279,10621,13658
23522,10048,13474
24109,10464,13645
24902,11133,13769
23182,9667,13515
22128,8663,13465
24098,10447,13651
24542,10925,13617
24019,10492,13527
23568,9962,13606
24853,11204,13649
24333,10804,13529
24476,10902,13574
24486,10661,13825
23323,9988,13335
24941,11368,13573
22318,8917,13401
24033,10447,13586
24576,10996,13580
22339,9028,13311
22548,9216,13332
24424,10772,13652
22886,9707,13179
21870,8803,13067
22042,9195,12847
24085,10579,13506
24382,10875,13507
24170,10680,13490
24093,10479,13614
24771,11124,13647
23186,9763,13423
23336,9751,13585
23986,10764,13222
22180,8987,13193
22713,9483,13230
24655,11005,13650
22612,9426,13186
22632,9462,13170
23642,10283,13359
23739,10455,13284
22579,9150,13429
21770,8761,13009
23834,10395,13439
24571,10995,13576
23430,9948,13482
23734,10523,13211
23548,10127,13421
24039,10817,13222
24209,10537,13672
24147,10643,13504
23753,10235,13518
24492,11213,13279
23335,10056,13279
24662,11134,13528
24796,11208,13588
23981,10571,13410
23874,10403,13471
23436,10210,13226
23503,10098,13405
20871,7863,13008
22103,9068,13035
23549,10205,13344
24432,11045,13387
23937,10505,13432
24350,10962,13388
23871,10459,13412
24564,11096,13468
23372,10292,13080
24894,11376,13518
23475,10215,13260
24322,10923,13399
24697,11267,13430
24659,11189,13470
22765,9508,13257
24555,11221,13334
22476,9372,13104
22827,9695,13132
24331,10903,13428
25007,11555,13452
22394,9161,13233
24183,10960,13223
23408,10085,13323
23031,9941,13090
24569,11334,13235
23646,10467,13179
24237,10805,13432
24738,11313,13425
23746,10317,13429
22608,9416,13192
23815,10493,13322
24277,10733,13544
23520,10140,13380
23860,10675,13185
24202,10796,13406
23420,10278,13142
25180,11795,13385
24201,10931,13270
24548,11186,13362
24218,10868,13350
23692,10807,12885
23331,10021,13310
23296,10178,13118
23254,10069,13185
24010,10759,13251
22584,9778,12806
24026,10765,13261
24552,11562,12990
25037,11613,13424
23492,10194,13298
25129,11829,13300
23952,10677,13275
24143,11039,13104
23241,10024,13217
24324,11009,13315
24466,11110,13356
22852,9799,13053
23496,10515,12981
23856,10848,13008
23318,10338,12980
23169,10274,12895
24495,11151,13344
24560,11284,13276
23316,10208,13108
24794,11594,13200
23447,10384,13063
21972,9239,12733
23347,10402,12945
23005,9959,13046
23168,10098,13070
24094,10916,13178
23263,10266,12997
24447,11158,13289
23782,10658,13124
22915,9927,12988
24365,11327,13038
24518,11218,13300
24551,11454,13097
24379,11244,13135
24268,11008,13260
24297,11137,13160
24190,11094,13096
25002,11731,13271
23804,10658,13146
24055,10958,13097
23657,10471,13186
23974,10738,13236
23235,10188,13047
24258,11153,13105
23103,10135,12968
23934,10841,13093
24233,11153,13080
24789,11553,13236
24193,10990,13203
23805,10845,12960
24189,11042,13147
23689,10759,12930
24175,11005,13170
23934,10890,13044
23339,10378,12961
22618,9931,12687
24279,11284,12995
23972,10878,13094
24811,11752,13059
24783,11525,13258
23272,10517,12755
23500,10475,13025
24492,11395,13097
22242,9478,12764
23741,10693,13048
21469,9039,12430
24027,10949,13078
25061,11974,13087
24843,11697,13146
21238,8500,12738
23757,10881,12876
23698,10615,13083
23830,10734,13096
23848,10770,13078
24599,11658,12941
24100,11117,12983
23013,10049,12964
24121,11107,13014
23405,10304,13101
23565,10534,13031
23793,10768,13025
23016,10147,12869
22402,9768,12634
23354,10398,12956
22626,9947,12679
22962,10373,12589
23624,10867,12757
23297,10327,12970
24830,11754,13076
21680,9026,12654
23644,10742,12902
21996,9413,12583
23856,10871,12985
24334,11306,13028
21062,8676,12386
21637,9071,12566
23654,10790,12864
23814,10940,12874
23148,10541,12607
25027,12117,12910
24558,11520,13038
23889,10909,12980
23368,10814,12554
24032,11249,12783
24707,11850,12857
25153,12056,13097
24095,11370,12725
23660,10812,12848
23481,10773,12708
24205,11250,12955
23311,10452,12859
24821,11856,12965
24287,11249,13038
23263,10553,12710
23404,10352,13052
23693,10708,12985
24618,11701,12917
24343,11506,12837
24133,11140,12993
23671,10929,12742
24500,11433,13067
24102,11258,12844
23725,10895,12830
24339,11397,12942
24071,11350,12721
23700,10897,12803
24601,11702,12899
23889,10999,12890
24435,11684,12751
21870,9334,12536
23854,11161,12693
23395,10613,12782
24563,11556,13007
23486,10565,12921
23764,10913,12851
23501,10690,12811
24484,11597,12887
23183,10487,12696
22669,9967,12702
24796,11925,12871
23829,11000,12829
23878,11134,12744
24373,11522,12851
24194,11425,12769
25153,12147,13006
23838,10999,12839
21565,9068,12497
24930,12049,12881
23424,10902,12522
24259,11387,12872
23034,10352,12682
23635,10887,12748
24473,11627,12846
21816,9239,12577
24344,11422,12922
22895,10221,12674
23468,10652,12816
24310,11448,12862
24870,12205,12665
24242,11355,12887
23623,11069,12554
24388,11487,12901
21620,9187,12433
24736,11991,12745
24492,11715,12777
25029,12189,12840
24514,11539,12975
24790,12012,12778
22681,10107,12574
21905,9626,12279
23633,10907,12726
24011,11128,12883
24221,11434,12787
23401,11032,12369
24326,11673,12653
23001,10649,12352
24665,11792,12873
24187,11319,12868
24233,11363,12870
24642,11813,12829
22989,10450,12539
23922,11043,12879
24040,11588,12452
23315,10625,12690
23323,10882,12441
24129,11305,12824
24827,12126,12701
23038,10431,12607
24423,11727,12696
24605,11800,12805
23146,10588,12558
23938,11231,12707
21084,8661,12423
22907,10334,12573
24916,12121,12795
23070,10561,12509
24939,12102,12837
23764,11106,12658
23724,11329,12395
23507,10940,12567
23996,11369,12627
24213,11503,12710
23663,11089,12574
23912,11226,12686
23998,11309,12689
24508,11876,12632
23484,10771,12713
23646,10988,12658
24436,11803,12633
21487,9095,12392
22641,10114,12527
23821,11239,12582
23870,11157,12713
23966,11235,12731
23142,10563,12579
22272,9696,12576
23361,10660,12701
24887,12171,12716
22805,10467,12338
24323,11866,12457
25067,12299,12768
23614,11069,12545
24206,11710,12496
23856,11230,12626
21343,9085,12258
24347,11831,12516
25100,12301,12799
23760,11111,12649
22898,10409,12489
24518,11827,12691
24078,11635,12443
24090,11358,12732
24317,11675,12642
24395,11801,12594
24020,11334,12686
24629,11994,12635
23040,10534,12506
22531,10098,12433
23772,11231,12541
25298,12605,12693
23422,10872,12550
24749,12103,12646
23669,11050,12619
23877,11041,12836
24401,11624,12777
24610,12082,12528
23277,10617,12660
23810,11143,12667
23299,10658,12641
24462,11879,12583
24454,11728,12726
23458,10929,12529
24942,12579,12363
24066,11479,12587
24446,11763,12683
23105,10646,12459
24335,11790,12545
23227,10765,12462
23453,10953,12500
23462,10957,12505
23798,11243,12555
23626,11048,12578
23022,10855,12167
24885,12302,12583
24066,11450,12616
23919,11530,12389
23643,11057,12586
23586,11343,12243
24164,11499,12665
24377,11804,12573
24109,11605,12504
25098,12378,12720
22932,10511,12421
22291,10189,12102
23241,10880,12361
24579,12007,12572
23759,11211,12548
23547,11017,12530
22635,10323,12312
23877,11405,12472
23006,10823,12183
24126,11717,12409
24070,11556,12514
21844,9830,12014
23219,10758,12461
24769,12054,12715
23031,10801,12230
22906,10646,12260
24023,11460,12563
22258,10308,11950
24449,11839,12610
24917,12282,12635
21804,9525,12279
23868,11501,12367
23962,11636,12326
23926,11498,12428
24383,11714,12669
23807,11588,12219
23589,10957,12632
22635,10404,12231
23735,11216,12519
23799,11593,12206
23292,10831,12461
23743,11204,12539
25387,12641,12746
23762,11301,12461
24313,11735,12578
24667,12171,12496
22615,10238,12377
24273,11821,12452
23924,11404,12520
24504,11948,12556
22884,10542,12342
23528,11232,12296
23688,11047,12641
22918,10494,12424
21324,9239,12085
24088,11760,12328
24581,12032,12549
21226,8999,12227
24126,11991,12135
24082,11601,12481
24416,11938,12478
23157,10857,12300
24212,11664,12548
23503,11290,12213
23806,11443,12363
24596,12100,12496
24801,12253,12548
23206,10788,12418
24319,11887,12432
23470,11107,12363
23673,11373,12300
24027,11583,12444
24981,12420,12561
24551,12069,12482
24733,12305,12428
23057,11034,12023
24279,11873,12406
24209,11791,12418
24141,11770,12371
23166,10869,12297
23892,11421,12471
23638,11392,12246
24371,11845,12526
22570,10751,11819
22870,10593,12277
24369,11899,12470
22949,10721,12228
23769,11452,12317
22817,10427,12390
24111,11697,12414
24016,11644,12372
23275,10980,12295
22623,10452,12171
23282,10990,12292
23807,11441,12366
23854,11649,12205
22067,10046,12021
24896,12413,12483
23605,11166,12439
23146,10916,12230
23911,11609,12302
22973,10755,12218
24253,11769,12484
23292,10980,12312
24487,11977,12510
24071,11684,12387
22882,11028,11854
23361,11086,12275
23821,11283,12538
23352,11041,12311
22910,10623,12287
23367,11181,12186
23295,11026,12269
24053,11847,12206
23488,11133,12355
24642,12193,12449
24282,11841,12441
21954,9769,12185
22800,10553,12247
24234,12009,12225
23808,11543,12265
24649,12274,12375
24411,12004,12407
21981,9780,12201
19768,7989,11779
23574,11302,12272
23027,10893,12134
22798,10588,12210
23501,11267,12234
22743,10543,12200
22883,10506,12377
24048,11587,12461
23249,11005,12244
23648,11338,12310
24151,11784,12367
24413,12025,12388
23102,10909,12193
23633,11379,12254
23837,11407,12430
23768,11314,12454
24294,11918,12376
25168,12695,12473
24644,12282,12362
23963,11655,12308
21435,9434,12001
24246,11864,12382
23942,11569,12373
23879,11463,12416
23364,11090,12274
23715,11427,12288
23304,11023,12281
23910,11664,12246
23962,11499,12463
23197,10981,12216
25438,13001,12437
23356,11056,12300
23589,11253,12336
23831,11598,12233
24555,12177,12378
23333,11076,12257
23305,11060,12245
24531,12296,12235
23956,11521,12435
23193,10960,12233
22010,9840,12170
23579,11363,12216
23532,11294,12238
22354,10295,12059
24283,11919,12364
23027,10782,12245
25013,12689,12324
23656,11409,12247
22297,10125,12172
23362,11151,12211
23659,11378,12281
23619,11400,12219
21333,9280,12053
23239,10919,12320
23832,11920,11912
23484,11284,12200
23342,11098,12244
24292,11880,12412
24167,11965,12202
22284,10190,12094
23607,11296,12311
22453,10277,12176
22713,10437,12276
24120,11905,12215
22891,10690,12201
24528,12260,12268
23742,11625,12117
22766,10777,11989
23105,11098,12007
23231,11054,12177
24428,12155,12273
24423,12183,12240
23884,11683,12201
25006,12551,12455
24615,12387,12228
23252,11333,11919
23242,11015,12227
22886,10716,12170
22594,10513,12081
22720,10836,11884
24147,11986,12161
23259,11362,11897
23492,11273,12219
22427,10339,12088
23761,11491,12270
23694,11433,12261
23122,10953,12169
23351,11199,12152
24820,12471,12349
21967,9907,12060
23812,11693,12119
22350,10425,11925
24684,12409,12275
22895,10885,12010
21921,10001,11920
23855,11730,12125
24867,12611,12256
24032,11662,12370
24097,11903,12194
23965,11751,12214
23722,11642,12080
24842,12565,12277
24113,11971,12142
24582,12551,12031
23678,11547,12131
23852,11515,12337
25062,12784,12278
23208,11095,12113
21224,9596,11628
23405,11250,12155
21972,10020,11952
23259,11171,12088
24971,12648,12323
23097,10989,12108
23974,11839,12135
24417,12254,12163
23901,11787,12114
23400,11151,12249
24367,12237,12130
25134,12846,12288
24756,12541,12215
22739,10465,12274
23491,11164,12327
24157,11783,12374
20927,9488,11439
23497,11654,11843
22923,10901,12022
23782,11597,12185
24099,11945,12154
24819,12589,12230
24569,12191,12378
23160,11031,12129
22209,10158,12051
23757,11606,12151
22724,10671,12053
24881,12735,12146
22774,10722,12052
23023,10927,12096
25215,12955,12260
23026,10861,12165
23554,11304,12250
22369,10361,12008
24397,12237,12160
24134,11921,12213
23165,11141,12024
22556,10613,11943
24725,12529,12196
24010,11791,12219
22950,11071,11879
23580,11554,12026
21417,9799,11618
24302,12015,12287
22745,10815,11930
23564,11400,12164
22632,10726,11906
24336,12152,12184
22467,10432,12035
24135,11958,12177
22618,10633,11985
23669,11493,12176
22784,10800,11984
21500,9548,11952
22762,10873,11889
23262,11215,12047
22873,10867,12006
24164,12068,12096
23271,11182,12089
23679,11535,12144
23394,11349,12045
23562,11367,12195
24114,11972,12142
24117,12108,12009
23069,11041,12028
23113,11009,12104
24980,12700,12280
22004,10242,11762
22966,10748,12218
24866,12561,12305
23132,11028,12104
24612,12549,12063
22526,10582,11944
23802,11781,12021
24273,12041,12232
23207,11443,11764
23547,11407,12140
23528,11425,12103
23445,11309,12136
22655,10681,11974
23445,11342,12103
23336,11471,11865
23591,11457,12134
23440,11382,12058
22924,11010,11914
23326,11444,11882
24010,11810,12200
24519,12405,12114
24534,12405,12129
23284,11258,12026
24287,12234,12053
24154,12192,11962
23820,11735,12085
22956,10967,11989
23694,11525,12169
22558,10684,11874
23893,11893,12000
22002,10006,11996
25040,12892,12148
23327,11431,11896
23385,11396,11989
23140,11087,12053
22941,10988,11953
24288,12199,12089
22843,10863,11980
23873,11750,12123
23696,11569,12127
23075,11156,11919
23905,11714,12191
22663,10685,11978
22522,10668,11854
23585,11510,12075
22964,10995,11969
23341,11270,12071
23430,11422,12008
23812,11668,12144
23813,11705,12108
21812,10025,11787
24885,12671,12214
23183,11203,11980
24327,12338,11989
23418,11480,11938
23541,11428,12113
23613,11593,12020
24054,11903,12151
23678,11575,12103
21971,10313,11658
23705,11708,11997
23609,11448,12161
24508,12449,12059
23216,11154,12062
23819,11836,11983
22920,11041,11879
22723,10870,11853
24066,12107,11959
23378,11182,12196
22616,10862,11754
24339,12275,12064
22417,10540,11877
22454,10739,11715
23379,11499,11880
20412,8839,11573
24217,12219,11998
24516,12480,12036
23771,11816,11955
22995,11136,11859
24637,12637,12000
24390,12320,12070
21835,10300,11535
22971,10964,12007
24206,12093,12113
23796,11679,12117
24719,12685,12034
22843,10898,11945
22171,10541,11630
24438,12550,11888
24314,12234,12080
22814,10855,11959
24215,12133,12082
23166,11115,12051
22836,11120,11716
23062,11159,11903
22710,10917,11793
23864,12007,11857
24802,12752,12050
24684,12626,12058
23233,11458,11775
21171,9470,11701
20594,9050,11544
23292,11642,11650
23385,11256,12129
24138,12110,12028
23853,11863,11990
21745,10096,11649
24175,12193,11982
24002,12052,11950
23032,11060,11972
23925,11811,12114
22139,10310,11829
22660,10756,11904
24261,12313,11948
23496,11583,11913
23014,11008,12006
23387,11627,11760
24518,12451,12067
24458,12479,11979
23576,11527,12049
23328,11317,12011
23064,11002,12062
22575,10682,11893
23164,11195,11969
23657,11662,11995
21485,9866,11619
24544,12609,11935
24420,12393,12027
21974,10281,11693
21942,10446,11496
22937,10988,11949
22458,10666,11792
23586,11493,12093
24467,12346,12121
24346,12397,11949
23457,11488,11969
22103,10447,11656
23548,11594,11954
23391,11296,12095
22911,10947,11964
23687,11639,12048
23463,11402,12061
23643,11727,11916
23768,12167,11601
23436,11486,11950
24182,12194,11988
22907,11195,11712
23022,11196,11826
24487,12399,12088
23452,11349,12103
21982,10215,11767
23535,11624,11911
23370,11484,11886
23403,11650,11753
22765,10845,11920
23316,11438,11878
23730,11687,12043
23977,11883,12094
24040,12065,11975
22079,10339,11740
24006,11890,12116
23354,11558,11796
21323,9888,11435
22791,10945,11846
22035,10275,11760
23828,11847,11981
23566,11647,11919
22185,10326,11859
24079,11886,12193
21480,10227,11253
22949,11087,11862
23244,11450,11794
22926,10993,11933
24228,12145,12083
23088,11209,11879
23123,11153,11970
23702,11716,11986
22860,10993,11867
23424,11671,11753
22907,11055,11852
23546,11532,12014
23048,11041,12007
23627,11529,12098
23131,11226,11905
24683,12786,11897
22852,10911,11941
22170,10383,11787
22973,11102,11871
21983,10355,11628
23342,11452,11890
24035,12452,11583
22559,10712,11847
24212,12283,11929
23472,11497,11975
23337,11379,11958
21852,10563,11289
23589,11681,11908
24237,12463,11774
24313,12397,11916
21944,10327,11617
23945,12160,11785
22844,10922,11922
22591,10725,11866
22011,10352,11659
23609,11811,11798
23789,11964,11825
21326,9869,11457
23947,12260,11687
24142,12177,11965
23335,11308,12027
23393,11396,11997
24597,12563,12034
23757,12091,11666
22225,10557,11668
23786,12107,11679
23367,11480,11887
22925,11073,11852
22532,10738,11794
23718,11749,11969
22798,10941,11857
21498,9977,11521
21400,9767,11633
24518,12498,12020
22315,10551,11764
24094,12191,11903
23964,12333,11631
22773,11099,11674
23263,11492,11771
23334,11399,11935
22797,10927,11870
22269,10875,11394
23803,11796,12007
24155,12158,11997
23785,12126,11659
23465,11609,11856
24343,12519,11824
23954,11973,11981
23189,11267,11922
24354,12391,11963
22110,10410,11700
23283,11355,11928
23225,11364,11861
23492,11966,11526
23674,11573,12101
22399,10965,11434
21833,10157,11676
24322,12512,11810
23748,11794,11954
22589,10848,11741
23172,11352,11820
22181,10616,11565
22530,10879,11651
22489,10651,11838
23495,11543,11952
24200,12191,12009
23225,11360,11865
23974,12347,11627
22155,10365,11790
21216,10019,11197
23866,11880,11986
23259,11328,11931
24152,12446,11706
24920,12923,11997
21538,10192,11346
22744,10922,11822
23212,11298,11914
22381,10568,11813
23246,11426,11820
23748,11833,11915
24284,12500,11784
22360,10590,11770
21993,10382,11611
22284,10536,11748
22559,10632,11927
22409,10654,11755
23472,11716,11756
22684,10902,11782
22984,11384,11600
23899,12041,11858
23066,11317,11749
21402,9647,11755
24400,12661,11739
23883,12266,11617
22762,10937,11825
24363,12725,11638
22159,10623,11536
23663,11748,11915
23866,11973,11893
24153,12167,11986
23453,11687,11766
22692,11253,11439
21669,10358,11311
22591,10934,11657
22832,10964,11868
23845,11950,11895
23489,11819,11670
23048,11340,11708
21557,9951,11606
22681,10987,11694
23767,11860,11907
23366,11429,11937
21480,9929,11551
23204,11358,11846
23709,11882,11827
22678,10918,11760
21714,10132,11582
22815,10973,11842
23398,11854,11544
22596,10848,11748
23365,11433,11932
21889,10357,11532
22741,10845,11896
22140,10470,11670
24024,12000,12024
23348,11399,11949
23323,11529,11794
23200,11421,11779
23174,11296,11878
22239,10590,11649
22932,11233,11699
23968,12109,11859
24060,12260,11800
22510,10720,11790
23207,11407,11800
21901,10248,11653
23998,12499,11499
24366,12495,11871
24725,12825,11900
21333,9999,11334
22823,11054,11769
23652,11825,11827
24829,12964,11865
23228,11579,11649
23668,11872,11796
23526,11588,11938
22785,11111,11674
24092,12203,11889
22477,10949,11528
25064,13032,12032
23810,11789,12021
24266,12498,11768
23479,11653,11826
23678,11931,11747
