total_rewards,recon_rewards,cyber_attack_rewards,disinfo_rewards, term_rewards,loss1_history,loss2_history,loss3_history
0.0,10.0,0.0,0.0,-10.0,-2.133405923843384,-2.133405923843384,-2.133405923843384
0.0,10.0,0.0,0.0,-10.0,-2.1399388313293457,-2.1399388313293457,-2.1399388313293457
272.0,10.0,272.0,10.0,-10.0,5.382791519165039,5.382791519165039,5.382791519165039
10.0,10.0,0.0,20.0,-10.0,-1.8945960998535156,-1.8945960998535156,-1.8945960998535156
145.0,10.0,115.0,60.0,-10.0,2.08575701713562,2.08575701713562,2.08575701713562
0.0,10.0,0.0,0.0,-10.0,-2.165074348449707,-2.165074348449707,-2.165074348449707
0.0,10.0,0.0,0.0,-10.0,-2.1710147857666016,-2.1710147857666016,-2.1710147857666016
112.0,10.0,102.0,20.0,-10.0,0.9916229248046875,0.9916229248046875,0.9916229248046875
92.0,10.0,92.0,0.0,-10.0,0.29041528701782227,0.29041528701782227,0.29041528701782227
166.0,10.0,126.0,70.0,-10.0,2.366013288497925,2.366013288497925,2.366013288497925
142.0,30.0,112.0,20.0,-10.0,2.003430128097534,2.003430128097534,2.003430128097534
554.0,20.0,524.0,30.0,-10.0,13.799200057983398,13.799200057983398,13.799200057983398
808.0,20.0,768.0,60.0,-10.0,20.758970260620117,20.758970260620117,20.758970260620117
142.0,10.0,122.0,40.0,-10.0,1.9099705219268799,1.9099705219268799,1.9099705219268799
0.0,10.0,0.0,0.0,-10.0,-2.220278739929199,-2.220278739929199,-2.220278739929199
488.0,10.0,478.0,50.0,-10.0,11.543474197387695,11.543474197387695,11.543474197387695
191.0,10.0,181.0,20.0,-10.0,3.0470218658447266,3.0470218658447266,3.0470218658447266
162.0,10.0,132.0,70.0,-10.0,2.1737217903137207,2.1737217903137207,2.1737217903137207
140.0,10.0,120.0,30.0,-10.0,1.5574839115142822,1.5574839115142822,1.5574839115142822
20.0,10.0,0.0,50.0,-10.0,-1.672228217124939,-1.672228217124939,-1.672228217124939
267.0,10.0,257.0,30.0,-10.0,5.153841018676758,5.153841018676758,5.153841018676758
0.0,10.0,0.0,0.0,-10.0,-2.263199806213379,-2.263199806213379,-2.263199806213379
0.0,10.0,0.0,0.0,-10.0,-2.269300699234009,-2.269300699234009,-2.269300699234009
396.0,10.0,376.0,40.0,-10.0,8.73343276977539,8.73343276977539,8.73343276977539
187.0,10.0,157.0,50.0,-10.0,2.7902536392211914,2.7902536392211914,2.7902536392211914
