"total_rewards","action_rewards","opinion_rewards"
18559,3581,14978
18172,3328,14844
18787,3820,14967
18317,3460,14857
17881,3038,14843
18259,3487,14772
18353,3452,14901
18060,3397,14663
18587,3643,14944
18664,3658,15006
17373,2852,14521
18453,3534,14919
18623,3559,15064
18854,3876,14978
19051,3980,15071
16452,2220,14232
17663,3024,14639
18300,3384,14916
18274,3345,14929
17676,3036,14640
18933,3802,15131
18117,3390,14727
17872,3131,14741
17519,2889,14630
17807,3264,14543
18223,3472,14751
17352,2791,14561
18694,3682,15012
18155,3404,14751
18470,3621,14849
18265,3427,14838
18175,3371,14804
19198,4036,15162
18115,3295,14820
18360,3483,14877
18036,3174,14862
18452,3609,14843
18679,3701,14978
18057,3334,14723
18654,3691,14963
18027,3176,14851
17009,2551,14458
18176,3433,14743
18990,3980,15010
17420,2891,14529
18650,3703,14947
18458,3574,14884
17657,2959,14698
17794,3131,14663
18287,3494,14793
17150,2592,14558
18501,3500,15001
18694,3784,14910
18377,3469,14908
18928,3960,14968
17990,3283,14707
17180,2854,14326
17557,2848,14709
19167,4187,14980
19109,3965,15144
19166,4069,15097
18598,3745,14853
18384,3590,14794
19040,3998,15042
18685,3934,14751
18537,3805,14732
17510,2894,14616
19247,4297,14950
18281,3459,14822
18994,3993,15001
18648,3662,14986
18640,3931,14709
18531,3676,14855
18995,4104,14891
18793,3881,14912
18800,3706,15094
18897,3891,15006
19833,4608,15225
19273,4163,15110
17884,3228,14656
19057,4087,14970
18692,3856,14836
19136,4062,15074
18009,3333,14676
18297,3566,14731
18626,3875,14751
19322,4375,14947
18682,3722,14960
19187,4146,15041
18998,4051,14947
18333,3465,14868
19296,4193,15103
18635,3775,14860
19020,4026,14994
18864,3980,14884
18511,3802,14709
18880,3941,14939
18934,4000,14934
19240,4157,15083
18394,3725,14669
18793,3962,14831
19094,4085,15009
18810,3916,14894
18353,3537,14816
19171,4171,15000
18871,4090,14781
18204,3657,14547
18419,3673,14746
19590,4499,15091
19064,4121,14943
18879,4059,14820
18985,4163,14822
18810,3982,14828
18357,3629,14728
18778,3926,14852
19106,4286,14820
19546,4623,14923
19505,4496,15009
19056,4213,14843
19057,4238,14819
19955,4814,15141
19787,4702,15085
18013,3493,14520
19418,4430,14988
19595,4607,14988
19397,4545,14852
18845,4059,14786
19962,4915,15047
18008,3581,14427
19542,4610,14932
18829,4013,14816
19717,4733,14984
19533,4497,15036
19298,4456,14842
19147,4297,14850
18216,3881,14335
19921,4858,15063
18840,4191,14649
19763,4778,14985
19917,4884,15033
20257,5128,15129
20235,5185,15050
19611,4681,14930
20516,5331,15185
19122,4394,14728
19109,4163,14946
20544,5350,15194
19726,4870,14856
19547,4737,14810
19812,4985,14827
20352,5266,15086
18707,4002,14705
20329,5181,15148
19479,4639,14840
19776,4960,14816
20605,5425,15180
20057,5066,14991
20604,5494,15110
20166,5272,14894
19603,4657,14946
20055,5114,14941
19251,4573,14678
20073,5135,14938
20768,5575,15193
19618,4896,14722
20205,5217,14988
19627,4938,14689
20600,5634,14966
20100,5296,14804
18516,4029,14487
20684,5518,15166
20943,5652,15291
19309,4620,14689
20371,5342,15029
20414,5301,15113
21323,6015,15308
19476,4791,14685
21198,5974,15224
19893,5214,14679
20854,5748,15106
20218,5289,14929
20405,5651,14754
19269,4678,14591
20698,5704,14994
19758,5119,14639
20487,5575,14912
20614,5739,14875
20426,5438,14988
20636,5623,15013
20240,5504,14736
19557,4924,14633
20640,5685,14955
20685,5766,14919
20865,5822,15043
21052,6008,15044
20443,5667,14776
21263,6038,15225
20787,5950,14837
19982,5216,14766
19091,4666,14425
19635,5065,14570
21084,6002,15082
19296,4831,14465
20746,5962,14784
20051,5348,14703
21108,6243,14865
19968,5316,14652
20939,5977,14962
19613,5144,14469
19960,5253,14707
20804,6036,14768
20231,5566,14665
21073,6083,14990
20937,5935,15002
20602,5873,14729
20907,5898,15009
21565,6635,14930
21513,6513,15000
21149,6214,14935
20764,6095,14669
21182,6378,14804
21258,6196,15062
21117,6298,14819
21778,6742,15036
20948,6084,14864
21585,6578,15007
21137,6255,14882
21612,6644,14968
21523,6488,15035
18510,4263,14247
22210,7137,15073
20705,6098,14607
21283,6540,14743
22172,7187,14985
20780,6081,14699
20583,6074,14509
21508,6769,14739
21605,6798,14807
20279,5611,14668
21165,6454,14711
21332,6615,14717
21088,6340,14748
21876,7019,14857
21495,6690,14805
20991,6198,14793
21486,6759,14727
22086,7178,14908
21856,7031,14825
21982,7005,14977
21085,6303,14782
20376,5862,14514
21452,6712,14740
21091,6347,14744
21035,6394,14641
22077,7102,14975
21978,7132,14846
21361,6636,14725
21815,6943,14872
21816,7037,14779
21436,6829,14607
21841,7105,14736
20657,6125,14532
21329,6626,14703
21870,7068,14802
20784,6251,14533
21238,6628,14610
22444,7613,14831
22168,7386,14782
21399,6740,14659
20802,6508,14294
22718,7858,14860
21253,6608,14645
21565,7016,14549
21872,7202,14670
21967,7202,14765
21119,6618,14501
21756,7362,14394
21280,6742,14538
21768,7029,14739
22296,7469,14827
20517,6167,14350
22116,7427,14689
21947,7170,14777
21484,6939,14545
22076,7405,14671
21385,6925,14460
21984,7388,14596
20041,5817,14224
21355,6921,14434
22054,7354,14700
21567,7033,14534
20859,6510,14349
21913,7247,14666
21964,7473,14491
22328,7807,14521
21588,7083,14505
22334,7680,14654
21528,7151,14377
22729,8018,14711
22009,7363,14646
20587,6473,14114
20752,6456,14296
21372,6933,14439
21760,7341,14419
22069,7540,14529
20736,6557,14179
22796,8100,14696
22571,7948,14623
21512,7170,14342
21066,6868,14198
22038,7601,14437
22710,7956,14754
22667,7997,14670
22213,7755,14458
21936,7385,14551
22832,8298,14534
22194,7712,14482
21772,7289,14483
22158,7670,14488
21986,7520,14466
22025,7666,14359
22928,8369,14559
21752,7323,14429
21609,7565,14044
22153,7619,14534
22588,8083,14505
22388,8032,14356
22552,7951,14601
20809,6658,14151
22503,7916,14587
21271,7044,14227
21649,7374,14275
23215,8575,14640
22357,7801,14556
22273,7930,14343
21364,7266,14098
22105,7850,14255
23145,8639,14506
23262,8686,14576
23046,8520,14526
22464,7938,14526
22228,7647,14581
22152,8024,14128
20541,6508,14033
20524,6600,13924
21965,7572,14393
21760,7484,14276
21698,7526,14172
22642,8263,14379
22356,8065,14291
21881,7555,14326
21774,7563,14211
20723,6802,13921
21806,7607,14199
21074,7042,14032
20547,6816,13731
21612,7516,14096
22071,7982,14089
23200,8664,14536
23046,8646,14400
22787,8431,14356
22258,7840,14418
23094,8798,14296
22559,8220,14339
22670,8321,14349
21741,7642,14099
20493,6737,13756
22651,8464,14187
22104,7922,14182
22464,8268,14196
22635,8432,14203
21805,7714,14091
23648,9184,14464
21778,7701,14077
22533,8377,14156
22496,8153,14343
23036,8775,14261
22140,8009,14131
22487,8364,14123
21434,7571,13863
21213,7294,13919
21386,7440,13946
22544,8430,14114
20883,7021,13862
22716,8360,14356
21287,7234,14053
21954,8042,13912
22238,8006,14232
21970,7888,14082
23191,8901,14290
21886,7913,13973
21181,7296,13885
21512,7601,13911
22917,8640,14277
22730,8695,14035
21962,7924,14038
23478,9047,14431
22124,8320,13804
22151,8002,14149
22648,8590,14058
23181,8975,14206
21115,7329,13786
22021,8033,13988
23938,9565,14373
22277,8282,13995
22900,8954,13946
23230,9076,14154
23513,9504,14009
23094,8970,14124
23247,9012,14235
22185,8278,13907
23788,9676,14112
22840,8690,14150
22512,8421,14091
23067,8978,14089
21037,7389,13648
21293,7421,13872
22360,8435,13925
21968,8175,13793
22891,8904,13987
22189,8303,13886
23424,9328,14096
21601,7787,13814
21503,7684,13819
22317,8323,13994
22869,8795,14074
22433,8651,13782
22811,8795,14016
23043,8935,14108
22521,8699,13822
23788,9674,14114
21332,7867,13465
22877,8828,14049
21275,7654,13621
22793,8947,13846
21963,8024,13939
23578,9589,13989
22322,8529,13793
22895,8921,13974
20558,7206,13352
23611,9455,14156
20551,7161,13390
23340,9274,14066
23452,9489,13963
20840,7240,13600
22166,8256,13910
21997,8288,13709
21782,8337,13445
23639,9539,14100
23151,9215,13936
22545,8855,13690
23337,9436,13901
23166,9419,13747
21161,7594,13567
23737,9674,14063
23287,9363,13924
22851,8885,13966
22030,8296,13734
23818,9723,14095
22436,8558,13878
22986,9131,13855
23085,9111,13974
23339,9406,13933
22728,8873,13855
22332,8590,13742
22610,8750,13860
22123,8415,13708
23016,9215,13801
23279,9441,13838
23042,9161,13881
24157,10180,13977
22969,9349,13620
23333,9510,13823
23776,9917,13859
23239,9607,13632
23038,9287,13751
23834,9956,13878
