"total_rewards","action_rewards","opinion_rewards"
18388,3391,14997
18504,3660,14844
17874,3137,14737
18054,3294,14760
18383,3362,15021
19017,4026,14991
18642,3623,15019
16723,2228,14495
18381,3466,14915
17288,2732,14556
18836,3843,14993
17991,3306,14685
17010,2441,14569
18361,3477,14884
17869,3218,14651
18200,3356,14844
18443,3533,14910
18669,3721,14948
18357,3675,14682
18337,3610,14727
17711,3027,14684
18444,3569,14875
18576,3826,14750
17923,3157,14766
18328,3609,14719
18481,3666,14815
17976,3218,14758
18977,3822,15155
18621,3764,14857
18336,3343,14993
18165,3273,14892
18377,3509,14868
18428,3662,14766
18899,3985,14914
18367,3510,14857
18767,3771,14996
19464,4289,15175
18677,3681,14996
19113,4092,15021
18205,3376,14829
18172,3418,14754
19092,4070,15022
18304,3576,14728
18642,3729,14913
18718,3809,14909
18494,3680,14814
18439,3554,14885
18980,4105,14875
19418,4324,15094
18465,3763,14702
18275,3502,14773
18981,4157,14824
17985,3514,14471
18865,3796,15069
18560,3668,14892
18218,3387,14831
18844,4093,14751
18742,3754,14988
18971,4154,14817
19295,4386,14909
18829,3971,14858
19635,4536,15099
18889,4038,14851
19093,4261,14832
19207,4200,15007
18410,3627,14783
18518,3695,14823
19466,4389,15077
18585,3908,14677
18607,3798,14809
19678,4494,15184
19360,4307,15053
18474,3694,14780
18868,4043,14825
19474,4412,15062
19416,4504,14912
18864,3989,14875
18822,4030,14792
19246,4250,14996
19323,4251,15072
19585,4554,15031
19224,4144,15080
19634,4583,15051
18905,4136,14769
19438,4512,14926
19595,4515,15080
17710,3136,14574
18727,3887,14840
19295,4555,14740
19182,4306,14876
18743,3897,14846
19134,4322,14812
19335,4508,14827
19746,4686,15060
19743,4764,14979
19718,4737,14981
19649,4589,15060
19614,4657,14957
20077,4882,15195
19882,4792,15090
18934,4134,14800
18952,4096,14856
20057,4911,15146
19380,4431,14949
18251,3693,14558
20251,5212,15039
19750,4736,15014
20027,4900,15127
19923,4717,15206
19965,5032,14933
19492,4602,14890
19122,4348,14774
19951,4976,14975
19673,4741,14932
19857,4901,14956
20398,5250,15148
20045,4943,15102
20539,5345,15194
20312,5125,15187
20323,5260,15063
20030,5045,14985
20478,5218,15260
20529,5400,15129
19075,4216,14859
18607,4071,14536
20166,5140,15026
20455,5226,15229
20305,5252,15053
20172,5122,15050
20680,5484,15196
21036,5742,15294
20573,5379,15194
19844,5041,14803
20421,5343,15078
19962,5081,14881
19358,4620,14738
20251,5302,14949
20267,5252,15015
19273,4650,14623
19589,4676,14913
20710,5706,15004
20210,5296,14914
20173,5365,14808
20389,5382,15007
20587,5668,14919
20918,5775,15143
20346,5346,15000
20473,5425,15048
19860,5132,14728
20659,5683,14976
20942,5799,15143
19393,4858,14535
20905,5860,15045
21192,6077,15115
20255,5370,14885
20643,5772,14871
21093,5904,15189
20913,5947,14966
21398,6314,15084
20796,5732,15064
21771,6571,15200
20500,5658,14842
18860,4451,14409
21023,5946,15077
20873,5856,15017
20819,5876,14943
21719,6504,15215
19958,5366,14592
20510,5556,14954
22016,6810,15206
20242,5538,14704
21577,6451,15126
19669,4972,14697
21594,6570,15024
21348,6246,15102
21486,6601,14885
21128,6271,14857
20717,5846,14871
21759,6576,15183
21678,6588,15090
21992,6735,15257
20372,5582,14790
19245,4808,14437
21079,6153,14926
21588,6615,14973
21546,6475,15071
21142,6259,14883
22354,7097,15257
20957,6095,14862
20659,5860,14799
21306,6378,14928
21349,6453,14896
20796,6095,14701
22222,7098,15124
20937,6117,14820
21139,6338,14801
21400,6538,14862
20735,6054,14681
20716,5970,14746
20392,5682,14710
20612,5840,14772
21329,6325,15004
20754,5889,14865
20242,5606,14636
21674,6718,14956
21962,6921,15041
21510,6559,14951
22209,7169,15040
21677,6863,14814
21740,6786,14954
21352,6543,14809
22184,7019,15165
21983,6964,15019
20787,6032,14755
21392,6492,14900
21512,6811,14701
20754,6136,14618
22549,7453,15096
21479,6751,14728
20859,6286,14573
20770,6101,14669
22282,7343,14939
20926,6343,14583
21401,6772,14629
21916,7170,14746
22222,7354,14868
22237,7399,14838
21429,6680,14749
22302,7381,14921
21535,6750,14785
22300,7435,14865
22166,7260,14906
21574,6792,14782
22501,7582,14919
22436,7515,14921
22088,7158,14930
22585,7754,14831
22812,7791,15021
21594,6862,14732
22546,7665,14881
21754,7071,14683
22899,8054,14845
21808,7165,14643
21929,7128,14801
21705,7074,14631
21174,6532,14642
22246,7457,14789
21007,6643,14364
21626,6898,14728
20697,6169,14528
21831,7148,14683
20921,6430,14491
21601,7038,14563
23022,7993,15029
22434,7774,14660
20809,6362,14447
22370,7635,14735
22009,7344,14665
22304,7686,14618
21339,6714,14625
20518,6176,14342
22443,7620,14823
21247,6848,14399
21993,7365,14628
22119,7433,14686
22297,7702,14595
23089,8190,14899
22869,8120,14749
21202,6840,14362
22874,7951,14923
22970,8168,14802
22204,7537,14667
21214,6854,14360
23102,8366,14736
21843,7333,14510
22277,7572,14705
22543,7765,14778
22566,7942,14624
22565,7902,14663
22654,7961,14693
22777,8003,14774
23002,8303,14699
22557,7899,14658
22868,8229,14639
23165,8377,14788
22552,7982,14570
22106,7526,14580
20558,6280,14278
22697,8021,14676
22221,7748,14473
22735,8147,14588
23088,8383,14705
22224,7702,14522
22520,7918,14602
22805,8110,14695
23037,8297,14740
23396,8749,14647
21543,7208,14335
22096,7709,14387
20173,6207,13966
22543,8117,14426
21929,7484,14445
22900,8221,14679
22009,7559,14450
22202,7816,14386
22736,8260,14476
23226,8492,14734
21219,7149,14070
22005,7636,14369
22236,7876,14360
22788,8222,14566
23435,8799,14636
22771,8087,14684
23380,8719,14661
23640,8875,14765
21395,7042,14353
22391,8036,14355
22633,8221,14412
22745,8265,14480
22850,8442,14408
23436,8820,14616
22931,8411,14520
22068,7864,14204
23139,8621,14518
22295,7951,14344
23047,8398,14649
22793,8406,14387
23368,8736,14632
22467,8170,14297
23291,8778,14513
22998,8508,14490
22463,8110,14353
21016,6881,14135
23511,8920,14591
22154,7945,14209
22840,8357,14483
22376,8186,14190
21992,7723,14269
23066,8702,14364
22524,8346,14178
22751,8283,14468
23467,8995,14472
24010,9378,14632
22778,8416,14362
23150,8735,14415
22232,7825,14407
23636,9091,14545
21457,7403,14054
22317,7998,14319
23507,9153,14354
22634,8398,14236
23565,9129,14436
24009,9400,14609
23536,9076,14460
23138,8728,14410
24026,9470,14556
21115,7213,13902
21747,7692,14055
21515,7616,13899
23398,8938,14460
22909,8569,14340
23304,8892,14412
24316,9804,14512
23120,8872,14248
22836,8554,14282
23406,9049,14357
23449,9088,14361
21692,7715,13977
23259,8958,14301
22275,7987,14288
22886,8700,14186
20853,7073,13780
22373,8229,14144
22284,8160,14124
23886,9536,14350
23211,8969,14242
22632,8496,14136
22864,8724,14140
23004,8715,14289
23053,8865,14188
21615,7708,13907
23141,8840,14301
22805,8630,14175
23240,9178,14062
22891,8719,14172
22970,8744,14226
21759,7881,13878
23331,9039,14292
23587,9418,14169
22311,8362,13949
23472,9211,14261
23689,9349,14340
22250,8273,13977
22447,8387,14060
22936,8814,14122
22624,8715,13909
23895,9657,14238
22744,8690,14054
22748,8664,14084
23527,9276,14251
21669,7881,13788
22401,8486,13915
21974,8004,13970
21407,7746,13661
21965,8185,13780
23025,8850,14175
23405,9332,14073
23869,9593,14276
22352,8328,14024
22450,8361,14089
23564,9428,14136
21980,8164,13816
23944,9842,14102
22695,8773,13922
23161,9077,14084
24132,9906,14226
23806,9694,14112
24036,9920,14116
21503,7783,13720
22797,8713,14084
23554,9438,14116
22931,8931,14000
23644,9656,13988
24421,10302,14119
22483,8555,13928
23420,9222,14198
23208,9054,14154
23841,9756,14085
24126,9887,14239
23577,9480,14097
23598,9552,14046
24358,10208,14150
23574,9370,14204
24545,10387,14158
24024,9962,14062
23765,9700,14065
23366,9348,14018
24067,9967,14100
23202,9345,13857
22074,8230,13844
23186,9198,13988
22107,8429,13678
23628,9617,14011
22634,8883,13751
22459,8727,13732
23207,9286,13921
22480,8643,13837
23143,9288,13855
22260,8376,13884
22907,9204,13703
24017,10063,13954
23424,9495,13929
23281,9305,13976
23937,9838,14099
24020,10040,13980
23094,9270,13824
24163,9994,14169
21698,8128,13570
23935,9982,13953
23658,9715,13943
24622,10630,13992
24187,10206,13981
23290,9511,13779
23665,9797,13868
22985,9205,13780
23559,9649,13910
23097,9337,13760
23561,9623,13938
23059,9143,13916
22622,9040,13582
21629,8066,13563
23093,9183,13910
23776,9841,13935
23669,9806,13863
23568,9678,13890
23107,9277,13830
23978,10050,13928
23571,9670,13901
24176,10347,13829
24591,10567,14024
21884,8436,13448
24064,10169,13895
22336,8782,13554
23779,9947,13832
23698,9824,13874
23752,9971,13781
23755,10160,13595
23353,9489,13864
23587,9795,13792
22863,9047,13816
23278,9415,13863
23719,9880,13839
23061,9299,13762
24455,10650,13805
24519,10687,13832
22138,8620,13518
23528,9930,13598
23477,9744,13733
23518,9927,13591
23558,9824,13734
24586,10663,13923
22802,9131,13671
23690,10024,13666
23915,10171,13744
24595,10693,13902
23930,10181,13749
22683,8979,13704
23332,9665,13667
23570,9873,13697
24408,10673,13735
23137,9464,13673
23817,9999,13818
23348,9750,13598
23383,9669,13714
23756,10086,13670
22672,9095,13577
23532,9890,13642
22843,9218,13625
23121,9541,13580
23250,9537,13713
22930,9375,13555
24013,10149,13864
22753,9271,13482
23785,10133,13652
24152,10602,13550
22421,8859,13562
23455,9984,13471
23656,10144,13512
24314,10668,13646
24835,11091,13744
22587,9161,13426
22341,8893,13448
23133,9562,13571
23559,9947,13612
23604,10022,13582
23158,9689,13469
22697,9294,13403
22349,8859,13490
24267,10551,13716
24226,10549,13677
24127,10557,13570
23617,9906,13711
22790,9302,13488
24504,10898,13606
23433,9842,13591
20055,7181,12874
24114,10543,13571
22594,9116,13478
23544,9961,13583
23313,9767,13546
22186,8682,13504
23818,10362,13456
22802,9324,13478
24986,11202,13784
24289,10557,13732
22352,8994,13358
23497,9968,13529
21158,8047,13111
22923,9428,13495
24225,10609,13616
23808,10252,13556
23600,10057,13543
22681,9280,13401
