"total_rewards","action_rewards","opinion_rewards"
19186,5026,14160
21034,6414,14620
22265,7443,14822
22095,7324,14771
21931,7280,14651
22321,7513,14808
22051,7326,14725
21816,7212,14604
22129,7290,14839
22048,7324,14724
21629,6958,14671
21964,7447,14517
21226,6692,14534
21283,6770,14513
21967,7194,14773
22305,7667,14638
19636,5562,14074
22211,7567,14644
22796,8055,14741
21573,7094,14479
21592,7012,14580
22558,7827,14731
21837,7258,14579
22138,7528,14610
22352,7769,14583
21943,7345,14598
22844,8108,14736
21943,7321,14622
22282,7675,14607
23021,8126,14895
22602,7904,14698
22791,8027,14764
22447,7840,14607
22174,7777,14397
22159,7645,14514
21966,7564,14402
22358,7803,14555
22265,7638,14627
22223,7658,14565
22565,7802,14763
21203,6973,14230
21025,6813,14212
22957,8171,14786
21729,7364,14365
22016,7611,14405
22577,7797,14780
21355,7084,14271
20513,6415,14098
22537,7972,14565
22680,8209,14471
22348,8029,14319
22212,7776,14436
23366,8637,14729
21643,7176,14467
21488,7099,14389
21130,6945,14185
21202,7020,14182
21935,7581,14354
21334,7187,14147
23119,8435,14684
21423,7402,14021
22556,8144,14412
22361,7912,14449
22935,8381,14554
23089,8434,14655
21782,7482,14300
23146,8544,14602
22426,7934,14492
21712,7386,14326
22466,7807,14659
21539,7391,14148
21129,6930,14199
22204,7923,14281
22914,8487,14427
22523,8194,14329
21871,7648,14223
21944,7818,14126
22878,8530,14348
23535,8922,14613
22918,8535,14383
23673,9099,14574
22482,8020,14462
22074,7718,14356
23118,8742,14376
23523,9034,14489
22347,8109,14238
22860,8501,14359
22994,8625,14369
23055,8588,14467
23534,9018,14516
22583,8228,14355
22581,8249,14332
21477,7453,14024
21864,7780,14084
21442,7278,14164
23055,8614,14441
23188,8918,14270
23039,8693,14346
20840,6935,13905
22702,8402,14300
22681,8462,14219
21903,7794,14109
21229,7403,13826
23319,9023,14296
22089,8038,14051
22192,8010,14182
20523,6819,13704
23727,9159,14568
23165,8872,14293
22368,8155,14213
21568,7526,14042
22568,8396,14172
23458,9087,14371
21913,8064,13849
22710,8705,14005
21682,7780,13902
22924,8780,14144
22129,8394,13735
23158,8890,14268
21487,7426,14061
23173,8931,14242
22540,8429,14111
21811,7903,13908
23481,9223,14258
22695,8734,13961
22367,8368,13999
21787,7960,13827
22651,8572,14079
22261,8265,13996
22943,8786,14157
23175,9015,14160
22605,8449,14156
23672,9486,14186
23624,9457,14167
22371,8339,14032
22992,8740,14252
22390,8449,13941
21850,7879,13971
21754,7913,13841
21680,7706,13974
23264,9274,13990
22796,9021,13775
23369,9271,14098
21710,7933,13777
23760,9576,14184
22703,8738,13965
22388,8604,13784
23182,9339,13843
23182,9071,14111
22407,8463,13944
23499,9198,14301
23155,9178,13977
23000,8883,14117
23354,9193,14161
23323,9421,13902
22826,8867,13959
22580,8555,14025
21802,7968,13834
21197,7794,13403
22997,8996,14001
20899,7355,13544
23147,9113,14034
23575,9557,14018
24099,9796,14303
23246,9014,14232
23245,9185,14060
22627,8711,13916
23977,9937,14040
23281,9240,14041
22808,8899,13909
22553,8733,13820
22345,8646,13699
22490,8657,13833
21808,8234,13574
23079,9193,13886
21945,8287,13658
22777,8969,13808
23087,9226,13861
23844,9763,14081
21422,7815,13607
22265,8566,13699
23287,9384,13903
22549,8748,13801
21999,8388,13611
23594,9569,14025
22527,8741,13786
23823,9871,13952
22587,8848,13739
23757,9816,13941
22429,8561,13868
23966,9956,14010
23336,9436,13900
23596,9633,13963
23751,9739,14012
23372,9385,13987
23840,10114,13726
23955,10005,13950
24307,10262,14045
22016,8430,13586
22455,8671,13784
20786,7179,13607
21685,8344,13341
22708,8912,13796
22596,8973,13623
24000,10233,13767
23648,9881,13767
22596,8872,13724
23347,9426,13921
22892,9156,13736
23926,10109,13817
23560,9956,13604
22331,8760,13571
22548,8820,13728
22478,8813,13665
22316,8697,13619
22432,8835,13597
23003,9252,13751
22801,9221,13580
22978,9378,13600
24084,10162,13922
24655,10685,13970
22900,9269,13631
23420,9625,13795
23193,9523,13670
22866,9325,13541
22952,9698,13254
23687,9888,13799
23237,9392,13845
23549,9751,13798
23362,9681,13681
23541,9934,13607
23518,10043,13475
23099,9406,13693
21966,8532,13434
22975,9422,13553
22152,8670,13482
23240,9683,13557
24854,11018,13836
23105,9463,13642
23306,9657,13649
23395,9872,13523
23947,10255,13692
24166,10348,13818
22988,9569,13419
20959,7790,13169
23683,9968,13715
22240,9101,13139
23686,10027,13659
23433,9753,13680
23615,9861,13754
22672,9632,13040
23539,9825,13714
23938,10190,13748
21232,8264,12968
23494,9970,13524
24004,10393,13611
23304,9774,13530
23942,10337,13605
24187,10538,13649
23686,10343,13343
21751,8278,13473
23948,10340,13608
23818,10449,13369
23315,10077,13238
23349,9657,13692
23237,9707,13530
22549,9062,13487
22045,8751,13294
22529,9171,13358
22168,8675,13493
23228,9771,13457
23627,10302,13325
23323,10091,13232
24506,10882,13624
23965,10303,13662
21998,8638,13360
23608,9973,13635
22970,9437,13533
23685,10155,13530
23756,10020,13736
23980,10474,13506
21650,8899,12751
23118,9739,13379
22526,9258,13268
23813,10572,13241
24581,10900,13681
24139,10454,13685
23423,10042,13381
23657,10162,13495
23688,10100,13588
22777,9410,13367
23758,10232,13526
24459,10861,13598
24682,10977,13705
22392,9380,13012
23254,9825,13429
22144,8830,13314
23623,10098,13525
23522,10223,13299
23389,10032,13357
23289,9966,13323
23301,9838,13463
23960,10424,13536
23654,10205,13449
24622,11083,13539
23886,10340,13546
23610,10398,13212
22621,9386,13235
24392,10850,13542
23133,9696,13437
24008,10505,13503
22985,9731,13254
21950,8856,13094
24108,10648,13460
22589,9319,13270
23410,9987,13423
23452,10278,13174
23940,10452,13488
23257,10011,13246
24183,10689,13494
23425,10035,13390
24157,10802,13355
24043,10762,13281
23297,9992,13305
24306,10857,13449
23782,10437,13345
23793,10369,13424
22933,9675,13258
24145,10689,13456
24098,10673,13425
24024,10809,13215
23978,10687,13291
23568,10303,13265
23383,10046,13337
22221,9115,13106
22758,9539,13219
24291,10826,13465
23904,10504,13400
24109,11213,12896
22890,9612,13278
22140,9093,13047
24233,10948,13285
23477,10029,13448
24334,11069,13265
24161,10844,13317
22694,9824,12870
24019,10714,13305
23294,10205,13089
23641,10442,13199
23654,10396,13258
22033,9160,12873
23141,9952,13189
22204,9183,13021
20959,8100,12859
24188,10961,13227
22003,8994,13009
22908,9851,13057
24358,11037,13321
23978,10878,13100
24051,10772,13279
24271,10895,13376
24432,11333,13099
23606,10392,13214
23530,10749,12781
22827,9726,13101
23925,10548,13377
23600,10798,12802
23934,10658,13276
22140,9299,12841
23278,10113,13165
23659,10325,13334
23449,10216,13233
22949,9941,13008
22715,9758,12957
23376,10268,13108
23788,11024,12764
22403,9912,12491
23064,10172,12892
23917,10594,13323
23403,10242,13161
22390,9470,12920
24052,10957,13095
23119,10068,13051
23334,10174,13160
22650,9577,13073
24327,11178,13149
23498,10694,12804
23774,10661,13113
23613,10408,13205
22717,9766,12951
23767,10882,12885
22041,9077,12964
24440,11227,13213
20472,7862,12610
23203,10565,12638
23008,10007,13001
24380,11141,13239
23144,10055,13089
23443,10490,12953
24248,11428,12820
23870,10776,13094
23492,10369,13123
22745,9922,12823
24488,11383,13105
23336,10253,13083
24271,11161,13110
23884,10850,13034
24513,11247,13266
23951,10761,13190
23628,11087,12541
23520,10437,13083
24444,11506,12938
21761,8977,12784
23445,10361,13084
23368,10854,12514
25021,11846,13175
21712,8986,12726
24239,11239,13000
23777,10566,13211
23546,10422,13124
24758,11567,13191
23993,11235,12758
23565,10433,13132
23800,10762,13038
23635,10610,13025
23537,10552,12985
24355,11145,13210
24192,11480,12712
24491,11512,12979
24849,11696,13153
24344,11297,13047
23242,10466,12776
23507,10492,13015
23730,10676,13054
25058,11888,13170
22474,9722,12752
23701,10563,13138
23599,10659,12940
23399,10508,12891
23365,10307,13058
23591,10541,13050
23388,10366,13022
24004,11312,12692
23359,10414,12945
23150,10255,12895
22875,10106,12769
23904,11495,12409
23539,10605,12934
22994,10501,12493
24316,11395,12921
23543,10690,12853
23937,10975,12962
22906,10013,12893
23969,10998,12971
24281,11736,12545
23584,10848,12736
23577,10937,12640
23716,11090,12626
24342,11258,13084
24055,11003,13052
24284,11271,13013
22834,10114,12720
23771,11380,12391
24965,11851,13114
23364,11042,12322
22682,9911,12771
23307,10512,12795
22440,9713,12727
22675,9803,12872
22409,9703,12706
24398,11600,12798
24210,11167,13043
23604,10961,12643
23507,10960,12547
23212,10327,12885
24548,11522,13026
24221,11211,13010
22206,9572,12634
23392,10504,12888
23376,10522,12854
24241,11338,12903
24210,11377,12833
24345,11235,13110
23194,10348,12846
23978,11476,12502
23820,10929,12891
23840,11385,12455
23438,10667,12771
22676,10029,12647
24822,11832,12990
23818,10891,12927
22815,9976,12839
24321,11490,12831
22730,9898,12832
23706,10930,12776
22843,9991,12852
24173,11245,12928
24065,11104,12961
22943,10051,12892
23374,10978,12396
23873,10938,12935
23980,11676,12304
23639,10762,12877
23259,10426,12833
22737,9962,12775
24206,11242,12964
23261,10953,12308
23932,11083,12849
24623,12127,12496
23747,10983,12764
23701,10857,12844
23139,10358,12781
22829,10157,12672
23271,10586,12685
23298,10668,12630
24866,11975,12891
22470,9849,12621
23554,10852,12702
22877,10254,12623
23689,11457,12232
23815,11485,12330
23447,10627,12820
23756,10997,12759
22682,10084,12598
23509,10825,12684
24266,11950,12316
23298,10522,12776
22705,10157,12548
24186,11418,12768
24493,12037,12456
23893,11546,12347
24722,11870,12852
23533,10651,12882
24415,11466,12949
23048,10269,12779
23622,11249,12373
24622,11844,12778
21723,9642,12081
23780,11144,12636
22505,10045,12460
24594,11841,12753
23958,11635,12323
23113,10640,12473
24199,11621,12578
23875,11693,12182
24488,11705,12783
24105,11264,12841
24964,12218,12746
23577,10940,12637
23799,11019,12780
23030,10923,12107
23368,11204,12164
22768,10137,12631
22742,10059,12683
24251,11491,12760
24148,11321,12827
23694,11455,12239
24014,11709,12305
23235,11160,12075
23435,10803,12632
23609,10852,12757
22792,10718,12074
23107,11045,12062
24615,11872,12743
24187,11788,12399
24006,11452,12554
23402,11228,12174
24788,11980,12808
23584,10907,12677
22469,9926,12543
24924,12396,12528
23979,11619,12360
24300,11831,12469
24099,11231,12868
23436,10849,12587
23389,10809,12580
24260,11460,12800
21862,9646,12216
24303,11810,12493
23340,10651,12689
23455,10821,12634
22715,10203,12512
23336,11161,12175
23082,10851,12231
24040,11449,12591
23338,11258,12080
23950,11772,12178
24084,11304,12780
22747,10203,12544
24557,12258,12299
23187,10699,12488
23794,11666,12128
23891,11161,12730
24897,12220,12677
23985,11695,12290
22697,10288,12409
23839,11135,12704
23798,11099,12699
23991,11783,12208
22403,9981,12422
23428,10867,12561
22944,10509,12435
24055,11982,12073
24111,11637,12474
24502,11803,12699
23234,10663,12571
23556,10948,12608
23820,11538,12282
24478,11838,12640
22783,10355,12428
24325,12149,12176
21838,9974,11864
24137,11585,12552
24847,12115,12732
23389,10955,12434
20664,8995,11669
23168,11067,12101
22867,10413,12454
23373,11405,11968
24350,12146,12204
23793,11294,12499
23681,11355,12326
23680,11165,12515
23193,10684,12509
23264,11403,11861
24264,11569,12695
22901,10400,12501
23047,11055,11992
23793,11231,12562
24170,11997,12173
21750,9617,12133
24510,11906,12604
25043,12472,12571
22921,10843,12078
23973,11821,12152
24440,12134,12306
25153,12509,12644
22794,10971,11823
23314,10888,12426
23387,10948,12439
24402,11784,12618
22414,10009,12405
23255,10761,12494
23000,10491,12509
21861,9704,12157
23918,11284,12634
24090,11481,12609
21096,8923,12173
23538,11140,12398
22622,10252,12370
24122,11722,12400
24151,11745,12406
24662,12016,12646
23345,11471,11874
23703,11661,12042
24139,11517,12622
24064,11803,12261
23957,11875,12082
24136,11601,12535
23348,10828,12520
22417,10534,11883
25149,12601,12548
24182,11646,12536
24186,11690,12496
23905,11774,12131
24002,11970,12032
24029,11584,12445
24907,12407,12500
24493,12288,12205
24622,11964,12658
24422,11844,12578
22960,11002,11958
22539,10265,12274
24022,11590,12432
22927,10762,12165
24148,11636,12512
24505,11890,12615
23313,10846,12467
22976,10966,12010
23754,11195,12559
22420,10538,11882
23081,10741,12340
23868,11354,12514
24751,12208,12543
24339,11821,12518
23525,10943,12582
24375,12238,12137
22435,10198,12237
22271,9925,12346
23628,11569,12059
23804,11288,12516
24413,11909,12504
23073,10825,12248
24163,11672,12491
22816,10517,12299
21391,9460,11931
23294,11326,11968
24187,11672,12515
23726,11660,12066
23364,10932,12432
24234,11713,12521
23297,10848,12449
24322,11822,12500
23127,10818,12309
21151,9208,11943
23423,11532,11891
23837,11521,12316
23219,10796,12423
24491,12350,12141
24715,12194,12521
24255,11740,12515
24028,11608,12420
23388,11477,11911
23703,11305,12398
23504,11170,12334
23151,11440,11711
21924,9821,12103
23977,11937,12040
23061,11104,11957
24209,11891,12318
23592,11273,12319
23253,11382,11871
23458,10922,12536
23984,11662,12322
24150,12187,11963
23988,11880,12108
23270,10894,12376
24662,12414,12248
23247,10867,12380
23578,11550,12028
23591,11183,12408
23377,11459,11918
22565,10388,12177
23155,11399,11756
24366,12408,11958
22428,10186,12242
23604,11435,12169
23378,11019,12359
24697,12386,12311
23947,12049,11898
24041,11586,12455
23577,11181,12396
24131,11737,12394
23166,10984,12182
23393,11132,12261
23965,11677,12288
24069,11571,12498
23753,11582,12171
23236,10985,12251
24429,11966,12463
21827,9690,12137
21599,9749,11850
22923,10562,12361
23008,11235,11773
23303,10970,12333
23696,11297,12399
22662,10887,11775
22002,9811,12191
22596,10939,11657
23948,11730,12218
22910,11243,11667
23486,11666,11820
21564,9773,11791
23035,10914,12121
23981,12119,11862
24413,12595,11818
22992,10690,12302
23854,11607,12247
24466,12084,12382
23679,11355,12324
22938,10667,12271
22735,10597,12138
22315,10502,11813
24803,12505,12298
23803,11493,12310
23723,11874,11849
23877,12065,11812
24201,12416,11785
24227,11800,12427
24073,11693,12380
23944,12131,11813
22860,10512,12348
22573,10400,12173
24214,11968,12246
23085,10939,12146
24452,12240,12212
24369,12012,12357
22927,11470,11457
24039,11738,12301
22529,10393,12136
24068,12031,12037
23854,11515,12339
22865,10664,12201
23383,11656,11727
24456,12032,12424
23600,11849,11751
21724,9790,11934
23924,11501,12423
24325,12149,12176
20832,8894,11938
23411,11232,12179
23959,12210,11749
23996,11582,12414
24012,11708,12304
23396,11572,11824
22587,10453,12134
23560,11215,12345
21688,9732,11956
24056,11880,12176
23497,11740,11757
22976,10817,12159
23973,12090,11883
23200,11087,12113
24007,11736,12271
22881,11307,11574
23514,11698,11816
24111,11777,12334
21760,9864,11896
24607,12288,12319
23427,11524,11903
24562,12230,12332
21940,10431,11509
24278,12118,12160
23495,11750,11745
23213,10998,12215
22741,10622,12119
23342,11715,11627
22330,10222,12108
22112,10058,12054
23535,11848,11687
24376,11964,12412
24263,11879,12384
22930,10685,12245
23998,12201,11797
24942,12503,12439
23655,11825,11830
22745,10588,12157
23250,11130,12120
22864,10611,12253
24081,12308,11773
22594,10666,11928
21330,9537,11793
24096,12313,11783
23774,11570,12204
24228,12467,11761
23986,11783,12203
23328,11109,12219
22924,10950,11974
23765,11588,12177
23966,11734,12232
24668,12654,12014
24183,12186,11997
24248,11872,12376
23845,11648,12197
24791,12656,12135
23937,12280,11657
24305,12160,12145
23857,11599,12258
22468,10340,12128
23813,12148,11665
23066,11011,12055
22620,10553,12067
23476,11923,11553
22998,10892,12106
22839,10810,12029
23312,11226,12086
22745,10809,11936
22980,10825,12155
24069,11901,12168
23092,10849,12243
24076,12262,11814
22301,10423,11878
23252,11519,11733
22733,10787,11946
22553,10537,12016
24640,12355,12285
23814,12046,11768
23355,11320,12035
24267,11935,12332
23639,11484,12155
24798,12443,12355
23883,11677,12206
24137,12352,11785
24287,12186,12101
21955,10492,11463
23932,11693,12239
24413,12192,12221
23125,11498,11627
22898,11301,11597
24376,12554,11822
24204,12005,12199
22122,10593,11529
23599,11547,12052
24270,12398,11872
23284,11055,12229
23705,11493,12212
24252,12076,12176
23032,10871,12161
23513,11741,11772
23927,11724,12203
22673,10770,11903
23142,11143,11999
23473,11828,11645
24879,12620,12259
23119,11481,11638
23570,11485,12085
23510,11416,12094
23226,11275,11951
23681,12030,11651
23724,11612,12112
24026,11825,12201
23617,12021,11596
23320,11553,11767
23538,11393,12145
23861,12249,11612
23671,11543,12128
23256,11368,11888
23688,11661,12027
24979,12732,12247
22512,10526,11986
20794,9676,11118
24166,12447,11719
22117,10427,11690
23476,11430,12046
24515,12785,11730
23938,11817,12121
23972,11774,12198
21733,10308,11425
23124,10967,12157
24949,12676,12273
23785,11801,11984
23566,11610,11956
23969,11785,12184
21421,9663,11758
24589,12396,12193
21209,9401,11808
23735,11607,12128
23654,12020,11634
23268,11598,11670
23449,11390,12059
23417,11341,12076
23382,11279,12103
22179,10865,11314
23145,11232,11913
22210,10332,11878
22101,10396,11705
23064,11132,11932
23608,11608,12000
24398,12243,12155
23661,11764,11897
24386,12183,12203
23756,12149,11607
24074,11901,12173
22329,10938,11391
23926,11827,12099
23035,11389,11646
21313,9783,11530
24036,11830,12206
24003,11864,12139
22191,10324,11867
23358,11816,11542
25090,12820,12270
22868,10840,12028
24087,11918,12169
23710,11575,12135
23784,11670,12114
24512,12280,12232
22525,10597,11928
23130,11036,12094
23851,11723,12128
24215,12104,12111
22721,10737,11984
20694,9089,11605
24229,12038,12191
22194,10711,11483
24487,12296,12191
22990,11420,11570
22133,10846,11287
23254,11660,11594
22585,10821,11764
23694,11716,11978
24876,12705,12171
22020,10171,11849
23819,11776,12043
23484,11342,12142
23651,12131,11520
24445,12403,12042
23930,12312,11618
24290,12151,12139
22187,10411,11776
22380,10462,11918
23923,11897,12026
22120,10510,11610
23145,11130,12015
22177,10366,11811
23643,11499,12144
21485,9725,11760
22885,11364,11521
23109,11135,11974
23918,11860,12058
22747,11374,11373
22328,11033,11295
24045,11934,12111
23450,11974,11476
23643,11679,11964
21292,9747,11545
21995,10156,11839
22813,10874,11939
24890,12789,12101
23023,11459,11564
23168,11184,11984
21224,9622,11602
23703,12095,11608
22772,10668,12104
24281,12184,12097
23398,11543,11855
23934,12364,11570
25275,13027,12248
23348,11376,11972
24028,12527,11501
23295,11191,12104
23102,11112,11990
22954,11504,11450
24315,12085,12230
21451,9899,11552
23595,11953,11642
23530,12047,11483
24079,12018,12061
24558,12585,11973
23170,11751,11419
22680,11284,11396
21861,10603,11258
23582,11515,12067
23254,11213,12041
22711,10878,11833
23509,11599,11910
22573,10692,11881
23863,11757,12106
23481,11517,11964
22078,10356,11722
23553,11974,11579
22778,10852,11926
22809,10934,11875
22172,10631,11541
23477,11486,11991
24049,12508,11541
23436,12140,11296
21781,10117,11664
24395,12350,12045
22357,11040,11317
23595,11938,11657
23890,11842,12048
22824,10905,11919
22679,11332,11347
23105,11241,11864
23825,12242,11583
23051,11607,11444
22861,11466,11395
21589,10445,11144
21862,10641,11221
23283,11566,11717
23234,11270,11964
22279,10375,11904
24174,12585,11589
24350,12757,11593
22915,11628,11287
24146,12133,12013
23832,11754,12078
23233,11841,11392
23240,11288,11952
22653,10883,11770
22495,10713,11782
23058,11698,11360
24311,12179,12132
24415,12431,11984
22746,11382,11364
23846,12115,11731
21199,9556,11643
22399,10723,11676
21674,9911,11763
23938,11864,12074
24181,12048,12133
22817,10960,11857
23222,11733,11489
23508,12005,11503
23641,12148,11493
24209,12719,11490
22941,11547,11394
22856,10953,11903
23947,11884,12063
23439,11373,12066
23176,11715,11461
23688,11663,12025
23442,11631,11811
21524,9813,11711
23221,11332,11889
24395,12370,12025
22883,11449,11434
23643,11595,12048
24029,12017,12012
24390,12890,11500
23314,11369,11945
22708,11415,11293
22288,10411,11877
23560,11551,12009
23999,12303,11696
22363,11016,11347
21524,10441,11083
24770,12752,12018
23163,11302,11861
23305,11509,11796
24742,12614,12128
23749,12186,11563
24239,12611,11628
23053,11663,11390
22905,11045,11860
24314,12279,12035
23832,11899,11933
22884,11029,11855
22482,10656,11826
22831,10939,11892
24017,11960,12057
23621,11769,11852
23322,11354,11968
22568,10787,11781
23979,11927,12052
24574,12703,11871
23356,11466,11890
22753,10902,11851
24189,12297,11892
23223,11352,11871
24354,12383,11971
24055,12592,11463
22096,10453,11643
22598,10765,11833
22431,11024,11407
24153,12605,11548
21816,10744,11072
19948,8854,11094
23784,11792,11992
23994,12539,11455
23801,12271,11530
22010,10462,11548
22012,10204,11808
24423,12354,12069
22180,10401,11779
23626,11766,11860
23737,11860,11877
23474,11559,11915
23028,11597,11431
22579,11321,11258
23898,12285,11613
22218,10996,11222
22880,11495,11385
22327,10619,11708
23046,11377,11669
23236,11198,12038
22470,10675,11795
23617,11575,12042
24351,12419,11932
23814,11929,11885
22368,10582,11786
21619,9923,11696
24010,12558,11452
24042,12279,11763
23652,12185,11467
24040,12144,11896
22151,10448,11703
22428,10571,11857
23554,11593,11961
24027,11907,12120
22801,11496,11305
24331,12517,11814
23219,11369,11850
21281,9724,11557
24219,12258,11961
23500,11469,12031
22746,11017,11729
24028,12609,11419
24332,12661,11671
22221,11033,11188
24125,12651,11474
25252,13105,12147
23267,11400,11867
23631,12158,11473
23541,11877,11664
24172,12169,12003
23802,12274,11528
23438,11582,11856
22877,11006,11871
23308,11882,11426
22236,11020,11216
24378,12465,11913
24082,11994,12088
24260,12239,12021
23803,11735,12068
23981,12030,11951
23678,11780,11898
24199,12745,11454
24378,12393,11985
24099,12564,11535
22587,10795,11792
23709,11819,11890
24112,12286,11826
24183,12230,11953
23720,11791,11929
23089,11666,11423
22930,11111,11819
23456,11495,11961
22809,11406,11403
24026,12050,11976
23083,11719,11364
23649,12215,11434
23697,11809,11888
24226,12273,11953
22906,11115,11791
22468,10804,11664
22861,11577,11284
23721,11735,11986
22729,11057,11672
23873,12481,11392
24664,12676,11988
24023,11995,12028
22073,10982,11091
22647,11345,11302
24428,12920,11508
22653,10919,11734
24163,12331,11832
23704,11793,11911
24203,12782,11421
24515,12479,12036
23150,11238,11912
21556,10345,11211
22040,10747,11293
23901,11983,11918
22790,10928,11862
21263,9704,11559
22303,10582,11721
23382,11744,11638
22821,10933,11888
23402,11674,11728
23587,11618,11969
22853,11491,11362
22643,11499,11144
24730,12738,11992
24168,12119,12049
24028,12074,11954
23161,11221,11940
23921,12020,11901
22832,11513,11319
23167,11272,11895
24223,12251,11972
23489,11994,11495
23287,11855,11432
23345,11607,11738
23335,11447,11888
23777,11855,11922
23999,12648,11351
24079,12112,11967
23878,12475,11403
22877,11633,11244
21149,9686,11463
23536,12181,11355
24134,12699,11435
22863,11072,11791
23207,11569,11638
23935,11923,12012
22884,11171,11713
23942,12017,11925
23034,11788,11246
23176,11718,11458
24405,12823,11582
23543,12132,11411
21417,10252,11165
23006,11612,11394
22551,10911,11640
23614,12316,11298
23232,11944,11288
24294,12795,11499
22803,11016,11787
23843,12418,11425
21740,10295,11445
23407,12029,11378
24147,12306,11841
23161,11874,11287
22989,11606,11383
24155,12218,11937
24089,12538,11551
23708,12308,11400
24172,12657,11515
23119,11762,11357
23764,11945,11819
22943,11666,11277
23531,12148,11383
21755,10324,11431
23507,11691,11816
24336,12400,11936
23921,11988,11933
23596,12254,11342
22875,11100,11775
23470,11767,11703
23108,11248,11860
23598,11697,11901
24196,12768,11428
24077,12202,11875
22933,11227,11706
22478,11287,11191
22856,11060,11796
