"total_rewards","action_rewards","opinion_rewards"
17707,3090,14617
18442,3658,14784
17687,2952,14735
17835,3119,14716
18363,3660,14703
17344,2855,14489
17583,3043,14540
17237,2684,14553
18403,3603,14800
17354,2694,14660
17716,2932,14784
18020,3212,14808
18674,3909,14765
17682,3040,14642
17699,3070,14629
18518,3667,14851
18481,3648,14833
18513,3633,14880
18273,3510,14763
18209,3403,14806
18528,3630,14898
18387,3547,14840
17599,3014,14585
18937,3937,15000
18700,3854,14846
18850,3902,14948
16922,2435,14487
18529,3622,14907
18061,3364,14697
18533,3685,14848
17579,2978,14601
18282,3444,14838
18470,3640,14830
18538,3705,14833
17828,3155,14673
19035,4028,15007
17746,3051,14695
18470,3708,14762
18114,3173,14941
18266,3490,14776
18817,3921,14896
18384,3600,14784
18763,3912,14851
18602,3772,14830
18089,3412,14677
18216,3508,14708
18816,4003,14813
18139,3471,14668
19312,4196,15116
18467,3619,14848
18919,4011,14908
19009,3967,15042
18579,3666,14913
18424,3589,14835
19067,4086,14981
18994,4046,14948
17797,3139,14658
18284,3588,14696
18174,3587,14587
19105,4030,15075
18971,4032,14939
18704,3841,14863
18557,3770,14787
18864,3984,14880
18565,3979,14586
18513,3729,14784
18639,3856,14783
19162,4159,15003
18072,3504,14568
18597,3698,14899
19320,4302,15018
18927,4123,14804
18624,3915,14709
19550,4419,15131
18477,3827,14650
18685,3843,14842
19057,4199,14858
18938,4125,14813
18556,3944,14612
18798,4074,14724
19130,4191,14939
18038,3513,14525
17511,3253,14258
19011,4060,14951
18424,3775,14649
19542,4534,15008
18376,3513,14863
18610,3855,14755
18795,4113,14682
19421,4506,14915
20145,4851,15294
19205,4370,14835
19422,4597,14825
19834,4645,15189
19053,4257,14796
18875,4244,14631
19433,4554,14879
18914,4144,14770
18858,4232,14626
19824,4909,14915
19852,4715,15137
19507,4567,14940
18730,4021,14709
18787,4103,14684
19399,4424,14975
19686,4714,14972
19219,4309,14910
19760,4831,14929
18867,4134,14733
19424,4623,14801
19231,4437,14794
19410,4763,14647
18396,3901,14495
19815,4740,15075
20568,5363,15205
19939,4954,14985
19476,4665,14811
19586,4557,15029
19995,4952,15043
18718,3995,14723
19290,4658,14632
20680,5486,15194
20236,5131,15105
18960,4345,14615
19327,4582,14745
18907,4186,14721
20677,5517,15160
19188,4457,14731
20791,5726,15065
18597,3998,14599
20337,5368,14969
20646,5396,15250
20238,5265,14973
20196,5170,15026
18705,4163,14542
19063,4300,14763
20636,5642,14994
19679,4966,14713
18204,3595,14609
19959,4952,15007
20350,5375,14975
20564,5582,14982
20198,5258,14940
18815,4238,14577
20288,5388,14900
19622,4890,14732
20452,5401,15051
20835,5764,15071
20415,5547,14868
20328,5427,14901
20460,5570,14890
20114,5229,14885
20165,5226,14939
20430,5554,14876
20963,5944,15019
20365,5474,14891
20754,5854,14900
21045,6145,14900
20785,5625,15160
20242,5286,14956
20759,5875,14884
20945,5843,15102
21208,6045,15163
20695,5847,14848
20813,5971,14842
21320,6223,15097
21139,6016,15123
21507,6481,15026
21182,6341,14841
19170,4556,14614
20211,5503,14708
20661,5764,14897
20745,5872,14873
21151,6107,15044
21514,6428,15086
20998,6088,14910
20949,6092,14857
21030,6017,15013
19793,5282,14511
20322,5624,14698
20791,5996,14795
21075,6169,14906
20371,5817,14554
21008,6150,14858
21271,6397,14874
21424,6432,14992
20152,5504,14648
20279,5693,14586
20113,5564,14549
21585,6717,14868
20763,6162,14601
21516,6639,14877
21503,6589,14914
20906,6204,14702
21157,6345,14812
21304,6496,14808
21748,6809,14939
21693,6689,15004
20187,5707,14480
20571,5940,14631
21469,6740,14729
21217,6534,14683
19549,5167,14382
19329,5096,14233
21540,6656,14884
21616,6701,14915
21161,6292,14869
20967,6351,14616
21580,6745,14835
20725,6156,14569
21490,6690,14800
21888,6851,15037
21649,6830,14819
21888,7010,14878
21763,7003,14760
21258,6564,14694
21886,7090,14796
21218,6493,14725
22071,7368,14703
20747,6181,14566
21697,6869,14828
21373,6758,14615
21698,6881,14817
20244,5790,14454
20986,6340,14646
21072,6547,14525
22019,7152,14867
21622,6818,14804
21317,6695,14622
22328,7460,14868
21713,7047,14666
22496,7545,14951
22339,7619,14720
20120,5765,14355
21297,6735,14562
22333,7484,14849
22396,7583,14813
22177,7491,14686
22126,7346,14780
21396,6748,14648
21479,6954,14525
22138,7449,14689
22214,7467,14747
22649,7785,14864
20716,6316,14400
22041,7476,14565
22336,7591,14745
22174,7396,14778
21906,7208,14698
22228,7370,14858
20375,6108,14267
22173,7472,14701
22304,7534,14770
21449,7024,14425
21040,6604,14436
22127,7364,14763
22011,7464,14547
21757,7100,14657
22816,8017,14799
20711,6458,14253
22372,7644,14728
22576,7882,14694
21568,7116,14452
23203,8352,14851
21365,6989,14376
22117,7627,14490
22257,7681,14576
22000,7518,14482
22318,7630,14688
22835,8172,14663
21704,7291,14413
21057,6813,14244
21726,7280,14446
22376,7651,14725
22511,7949,14562
22213,7647,14566
22848,8140,14708
21350,7072,14278
22817,8077,14740
22326,7822,14504
21673,7423,14250
22668,8132,14536
21067,6870,14197
21325,6961,14364
22854,8282,14572
21763,7368,14395
22561,8085,14476
22764,8271,14493
21888,7582,14306
21701,7462,14239
22302,7940,14362
22373,7911,14462
21667,7432,14235
21645,7462,14183
22884,8371,14513
21515,7169,14346
23208,8553,14655
22537,8003,14534
23209,8580,14629
22380,8033,14347
22375,7933,14442
22473,8153,14320
22313,7916,14397
21569,7447,14122
20486,6453,14033
22657,8215,14442
22548,8199,14349
23347,8847,14500
21630,7516,14114
22613,8284,14329
21488,7293,14195
23376,8910,14466
23207,8796,14411
22914,8517,14397
22305,7928,14377
22246,8071,14175
22404,8164,14240
22236,7909,14327
21074,7104,13970
23036,8549,14487
22530,8123,14407
23115,8567,14548
23184,8663,14521
22690,8320,14370
21369,7552,13817
22153,7833,14320
22147,8027,14120
22258,8086,14172
22008,7954,14054
22288,8087,14201
22217,8088,14129
22985,8605,14380
22938,8617,14321
22332,8192,14140
22628,8340,14288
20776,7033,13743
22605,8274,14331
23455,9055,14400
23040,8638,14402
21670,7563,14107
23806,9334,14472
23283,8990,14293
21962,7792,14170
23302,9035,14267
21993,7941,14052
23266,8946,14320
22882,8695,14187
20735,6990,13745
23706,9222,14484
22658,8480,14178
22843,8603,14240
22647,8540,14107
23356,9045,14311
23549,9240,14309
23015,8786,14229
22713,8421,14292
22881,8777,14104
22446,8397,14049
22728,8523,14205
23600,9318,14282
22913,8752,14161
22027,8112,13915
23689,9405,14284
22233,8285,13948
22521,8357,14164
23346,9055,14291
21777,7810,13967
22973,9016,13957
21743,7890,13853
23848,9667,14181
22718,8677,14041
22156,8182,13974
22271,8277,13994
23800,9475,14325
21976,8369,13607
23383,9203,14180
24008,9800,14208
22315,8377,13938
23892,9675,14217
22304,8440,13864
22643,8608,14035
22466,8598,13868
23836,9617,14219
22652,8734,13918
22582,8619,13963
23523,9426,14097
21291,7526,13765
23484,9511,13973
23931,9716,14215
23529,9403,14126
23834,9758,14076
22944,8978,13966
21676,7837,13839
22317,8474,13843
23892,9714,14178
23442,9511,13931
23244,9213,14031
23622,9452,14170
22937,9000,13937
23114,9322,13792
24002,10010,13992
22758,8920,13838
23058,9025,14033
22604,8801,13803
22024,8319,13705
23721,9697,14024
21832,8071,13761
22220,8711,13509
23906,9928,13978
21714,8105,13609
22787,8882,13905
22883,8955,13928
23134,9194,13940
22948,9160,13788
21635,7944,13691
23774,9693,14081
23794,9715,14079
24130,9990,14140
22760,8844,13916
23080,9260,13820
23188,9358,13830
23504,9563,13941
22138,8305,13833
23152,9285,13867
23669,9764,13905
23337,9481,13856
22171,8439,13732
23018,9268,13750
23508,9640,13868
22689,8813,13876
23897,9812,14085
22468,8779,13689
23733,9883,13850
22455,8810,13645
22215,8580,13635
24068,10011,14057
22761,9145,13616
22937,9117,13820
22091,8480,13611
23591,9667,13924
21827,8388,13439
22814,8966,13848
22517,8849,13668
24333,10312,14021
22462,8802,13660
21264,7758,13506
23403,9456,13947
23589,9658,13931
23520,9624,13896
24126,10167,13959
23255,9475,13780
22660,9138,13522
23097,9201,13896
22553,8962,13591
21177,7702,13475
23618,9887,13731
23433,9554,13879
22385,8928,13457
23947,10056,13891
24152,10195,13957
23842,10006,13836
23274,9371,13903
