"total_rewards","action_rewards","opinion_rewards"
25207,12071,13136
24919,12028,12891
24521,11604,12917
23072,10389,12683
24543,11453,13090
24063,11146,12917
25193,12111,13082
23427,10413,13014
24924,11917,13007
23563,10780,12783
24944,12017,12927
22963,10287,12676
23794,10962,12832
22481,9791,12690
23620,10869,12751
24190,11203,12987
24490,11486,13004
24336,11365,12971
22187,9602,12585
20899,8511,12388
23766,10933,12833
24321,11479,12842
24445,11476,12969
24094,11294,12800
22944,10395,12549
24147,11257,12890
24949,12004,12945
25416,12381,13035
23646,10743,12903
24012,11129,12883
23985,11207,12778
23566,10739,12827
24468,11559,12909
23892,10953,12939
23142,10507,12635
22517,9856,12661
24648,11776,12872
24037,11229,12808
24800,11833,12967
23804,11051,12753
24286,11407,12879
24719,11800,12919
24781,11763,13018
23700,10936,12764
24649,11802,12847
22536,9858,12678
25055,12189,12866
24311,11499,12812
24983,12069,12914
23844,10920,12924
23868,11152,12716
22051,9488,12563
24092,11218,12874
23691,10909,12782
24281,11398,12883
25212,12338,12874
24896,11972,12924
24765,11983,12782
23314,10454,12860
23711,11024,12687
23832,11161,12671
23589,10991,12598
24029,11192,12837
23489,10826,12663
24140,11299,12841
23013,10201,12812
24791,11949,12842
24988,12257,12731
23815,11172,12643
24491,11549,12942
22746,10101,12645
24373,11644,12729
21379,8999,12380
23192,10659,12533
23977,11215,12762
24558,11785,12773
23242,10809,12433
23571,10900,12671
24285,11537,12748
23566,10919,12647
24071,11267,12804
22379,9820,12559
24192,11360,12832
24240,11506,12734
24208,11293,12915
24206,11512,12694
24638,11805,12833
22846,10216,12630
23932,11229,12703
22818,10172,12646
24272,11413,12859
22958,10352,12606
22980,10528,12452
24183,11341,12842
24270,11556,12714
25189,12251,12938
22616,10073,12543
23508,10946,12562
23562,10792,12770
21974,9668,12306
24139,11465,12674
23969,11316,12653
22845,10415,12430
24225,11460,12765
23476,10937,12539
24779,12025,12754
24170,11423,12747
25058,12342,12716
23135,10518,12617
24295,11570,12725
23834,11254,12580
22277,9965,12312
24736,11974,12762
24679,11960,12719
24150,11626,12524
24475,11787,12688
22345,9882,12463
22131,9577,12554
23914,11327,12587
23861,11070,12791
24705,12026,12679
23374,10805,12569
23475,10970,12505
24308,11535,12773
23111,10693,12418
23666,11125,12541
25313,12537,12776
24259,11607,12652
23818,11290,12528
24157,11455,12702
22812,10365,12447
23578,10978,12600
24977,12231,12746
24064,11499,12565
24451,11883,12568
23558,11047,12511
24262,11523,12739
24098,11535,12563
24358,11751,12607
23352,10665,12687
23073,10486,12587
23470,10856,12614
24420,11738,12682
23071,10496,12575
22113,9658,12455
20147,8267,11880
24723,12036,12687
24460,11775,12685
22893,10377,12516
23363,10934,12429
24520,11740,12780
23505,10969,12536
22504,10119,12385
24894,12163,12731
24852,12149,12703
23659,11193,12466
24363,11656,12707
23378,10977,12401
22743,10291,12452
22709,10238,12471
23932,11219,12713
24266,11566,12700
23180,10764,12416
22682,10446,12236
22470,10004,12466
23732,11277,12455
22557,10244,12313
23500,11137,12363
24581,11997,12584
24438,11915,12523
24128,11509,12619
22889,10618,12271
24304,11747,12557
24459,11817,12642
21377,9159,12218
23643,10964,12679
24630,12097,12533
24121,11591,12530
24890,12211,12679
24273,11653,12620
24747,12100,12647
24611,12006,12605
25288,12564,12724
23931,11451,12480
23581,11025,12556
23650,11085,12565
23288,10865,12423
23604,11031,12573
23733,11118,12615
24175,11572,12603
23762,11164,12598
22443,9955,12488
23867,11392,12475
23188,10861,12327
23941,11341,12600
21663,9406,12257
23536,11007,12529
24374,11803,12571
23800,11303,12497
24638,12167,12471
24465,11904,12561
24179,11755,12424
22732,10370,12362
23711,11288,12423
25060,12424,12636
24253,11801,12452
23847,11375,12472
23127,10738,12389
24153,11600,12553
23284,10775,12509
24777,12311,12466
24910,12352,12558
24045,11471,12574
22924,10604,12320
24581,12114,12467
24203,11579,12624
23870,11385,12485
24346,11797,12549
22738,10349,12389
23566,11206,12360
24085,11624,12461
23180,10966,12214
24064,11586,12478
24369,11797,12572
24091,11503,12588
24003,11601,12402
25289,12778,12511
24009,11561,12448
23263,10854,12409
23871,11577,12294
24570,12183,12387
22862,10419,12443
20689,8805,11884
22446,10149,12297
23883,11514,12369
24394,11993,12401
24493,11878,12615
24708,12241,12467
24364,11873,12491
23211,10745,12466
23213,10777,12436
23642,11262,12380
23778,11282,12496
23850,11438,12412
23483,11033,12450
24298,11889,12409
22797,10505,12292
23074,10794,12280
23622,11297,12325
22975,10712,12263
24233,11608,12625
21905,9923,11982
20587,8658,11929
23190,10960,12230
22870,10611,12259
23230,10914,12316
22981,10648,12333
22722,10451,12271
22863,10616,12247
24284,11830,12454
24015,11529,12486
23492,11177,12315
23599,11176,12423
24435,11922,12513
23599,11266,12333
24409,11831,12578
23104,10768,12336
23388,10995,12393
24072,11622,12450
24917,12457,12460
24543,12020,12523
22890,10562,12328
24329,12019,12310
23983,11670,12313
25015,12562,12453
23240,11058,12182
22138,10032,12106
23091,10838,12253
22527,10425,12102
24019,11562,12457
22346,9979,12367
25229,12688,12541
23797,11537,12260
24826,12337,12489
23960,11688,12272
21392,9335,12057
22120,10090,12030
23166,10932,12234
22390,10139,12251
24595,12061,12534
24668,12395,12273
24644,12246,12398
23563,11357,12206
24890,12444,12446
23983,11539,12444
23119,10847,12272
21985,9914,12071
21850,9719,12131
23528,11247,12281
24673,12331,12342
22785,10438,12347
21193,9356,11837
23151,10987,12164
22933,10748,12185
24226,11911,12315
23322,11061,12261
23939,11537,12402
24829,12394,12435
24104,11641,12463
25111,12752,12359
23268,10951,12317
23013,10873,12140
24691,12266,12425
23639,11350,12289
22531,10485,12046
23939,11755,12184
23284,11035,12249
22215,10124,12091
23339,11075,12264
24636,12278,12358
23085,10651,12434
23417,11220,12197
23652,11415,12237
23210,10968,12242
24164,11649,12515
23023,10751,12272
24768,12427,12341
22348,10178,12170
24125,11697,12428
23747,11488,12259
22620,10523,12097
24114,11772,12342
24397,11982,12415
23482,11248,12234
24591,12080,12511
24888,12510,12378
24430,12316,12114
24692,12282,12410
24211,11898,12313
24975,12523,12452
22810,10614,12196
24385,11931,12454
22124,10185,11939
23392,11190,12202
24168,11858,12310
22039,9818,12221
23037,10866,12171
23847,11496,12351
22931,10810,12121
24172,11844,12328
23021,10949,12072
23722,11428,12294
23313,11163,12150
24374,12159,12215
23949,11659,12290
22743,10543,12200
24195,11930,12265
24306,12132,12174
23201,11325,11876
22694,10468,12226
22609,10490,12119
23199,11050,12149
22217,10155,12062
23268,11067,12201
24594,12232,12362
23468,11357,12111
22586,10416,12170
24172,11788,12384
23760,11509,12251
23213,11122,12091
23136,10966,12170
23612,11336,12276
24319,11956,12363
24269,11891,12378
22705,10556,12149
24381,12061,12320
23428,11282,12146
23131,10895,12236
23531,11404,12127
22752,10636,12116
21517,9730,11787
22645,10533,12112
23234,11037,12197
23534,11493,12041
23680,11441,12239
23952,11760,12192
23733,11616,12117
23358,11162,12196
22829,10726,12103
23392,11098,12294
22904,10842,12062
22674,10646,12028
24803,12493,12310
24217,11860,12357
23365,11165,12200
22577,10488,12089
24967,12720,12247
24038,11816,12222
23759,11510,12249
21939,9825,12114
24040,11853,12187
22554,10521,12033
23023,10886,12137
23789,11538,12251
25290,12852,12438
23084,10869,12215
24250,11903,12347
24028,11898,12130
22838,10741,12097
22169,10259,11910
24594,12149,12445
22912,10793,12119
22908,10759,12149
23149,11045,12104
24374,12170,12204
22515,10427,12088
24170,11922,12248
24204,12131,12073
22928,10979,11949
22775,10655,12120
23210,10987,12223
24579,12265,12314
22806,10729,12077
23246,11214,12032
23482,11332,12150
21944,10027,11917
22169,10242,11927
24247,12096,12151
24487,12223,12264
23561,11417,12144
21613,9830,11783
21570,9702,11868
23930,11853,12077
24371,12073,12298
19556,7947,11609
21745,9902,11843
23976,11818,12158
22867,10628,12239
23776,11522,12254
22872,10741,12131
23768,11511,12257
23252,11190,12062
22299,10321,11978
23518,11390,12128
21975,10176,11799
21824,9939,11885
24118,11869,12249
23632,11485,12147
23789,11640,12149
23258,11245,12013
23732,11588,12144
24447,12121,12326
23119,11003,12116
24007,11866,12141
23707,11511,12196
24154,12047,12107
22573,10504,12069
23279,11259,12020
25254,12940,12314
21966,10172,11794
23681,11517,12164
21900,10038,11862
23253,11215,12038
23750,11540,12210
23671,11525,12146
24384,12186,12198
24107,11922,12185
23398,11389,12009
22156,10437,11719
23762,11778,11984
23799,11636,12163
21845,10040,11805
23054,11008,12046
22956,10869,12087
22773,10738,12035
22866,10956,11910
24605,12404,12201
24003,11871,12132
22900,10807,12093
24344,12119,12225
23176,10926,12250
24625,12560,12065
23790,11658,12132
20987,9251,11736
22492,10473,12019
24475,12244,12231
23942,11926,12016
23084,11126,11958
22645,10715,11930
20735,9142,11593
22351,10358,11993
23628,11455,12173
24420,12340,12080
22901,10973,11928
22875,10867,12008
23591,11722,11869
24162,12044,12118
23887,11745,12142
23850,11885,11965
23536,11420,12116
24418,12287,12131
23437,11307,12130
23606,11521,12085
24507,12312,12195
23205,11126,12079
22756,10870,11886
23952,11797,12155
21371,9644,11727
23259,11290,11969
23105,11034,12071
24213,12030,12183
23980,11827,12153
24341,12350,11991
21353,9687,11666
24745,12622,12123
23380,11265,12115
24272,12060,12212
23719,11732,11987
23316,11368,11948
21514,9595,11919
23258,11150,12108
23380,11417,11963
22999,10990,12009
24002,11835,12167
23621,11495,12126
22983,10949,12034
21793,9903,11890
23964,11772,12192
21341,9641,11700
23410,11423,11987
23131,11049,12082
23338,11326,12012
23106,11133,11973
23038,10977,12061
24154,11973,12181
23709,11663,12046
22714,10851,11863
23408,11364,12044
23779,11596,12183
23308,11153,12155
23328,11230,12098
23513,11445,12068
23398,11305,12093
21151,9475,11676
23290,11506,11784
24173,11973,12200
24551,12343,12208
24276,12109,12167
23591,11859,11732
22509,10575,11934
22488,10574,11914
24104,11938,12166
23991,11899,12092
21976,10148,11828
24220,12039,12181
24521,12548,11973
24504,12400,12104
24460,12384,12076
24306,12141,12165
22054,10305,11749
24210,12146,12064
23022,11122,11900
21968,10189,11779
23983,11862,12121
22352,10488,11864
22814,10869,11945
22963,10861,12102
23107,11140,11967
22550,10641,11909
23147,11269,11878
24135,11994,12141
25155,12954,12201
23618,11543,12075
23559,11403,12156
23794,11672,12122
23460,11634,11826
24217,12076,12141
24967,12738,12229
22454,10526,11928
22945,10922,12023
24057,11974,12083
23409,11577,11832
21424,9739,11685
23914,11850,12064
22734,10835,11899
22516,10578,11938
23818,11782,12036
23496,11509,11987
24804,12617,12187
22837,10878,11959
24637,12487,12150
22139,10268,11871
24073,12015,12058
23279,11289,11990
24281,12271,12010
22772,10744,12028
22246,10289,11957
24088,12073,12015
23560,11464,12096
24531,12435,12096
22158,10451,11707
23715,11632,12083
23275,11296,11979
22987,11076,11911
23266,11166,12100
24331,12291,12040
23807,11686,12121
23802,11766,12036
23102,11076,12026
23720,11710,12010
23366,11360,12006
22308,10561,11747
23743,11740,12003
23351,11366,11985
23762,11812,11950
23762,11639,12123
23273,11222,12051
24718,12636,12082
24107,12146,11961
24365,12301,12064
23406,11409,11997
22747,10825,11922
24049,12118,11931
23595,11598,11997
23903,12096,11807
23395,11582,11813
23936,11940,11996
22908,10985,11923
23620,11734,11886
23403,11473,11930
22725,10847,11878
23835,11814,12021
24102,11968,12134
24541,12484,12057
25094,12929,12165
22032,10338,11694
23931,11919,12012
23984,12068,11916
22708,10763,11945
24847,12853,11994
23972,11964,12008
22152,10421,11731
22663,10728,11935
23135,11137,11998
23811,11829,11982
22665,10787,11878
24500,12440,12060
23695,11662,12033
24806,12686,12120
23792,11763,12029
24109,12246,11863
23183,11299,11884
22844,10793,12051
24650,12484,12166
24426,12415,12011
23369,11454,11915
23186,11226,11960
22343,10566,11777
23708,11676,12032
22287,10469,11818
23153,11407,11746
23778,11825,11953
23068,11134,11934
23573,11707,11866
23513,11726,11787
24946,12899,12047
23841,11814,12027
23838,11976,11862
24097,12310,11787
23925,12057,11868
23042,11087,11955
23116,11260,11856
23079,11199,11880
23708,11736,11972
22920,11007,11913
24068,12158,11910
24288,12284,12004
22785,10989,11796
23072,11284,11788
23598,11554,12044
23069,11151,11918
22434,10833,11601
22288,10544,11744
23479,11484,11995
23910,12000,11910
21989,10319,11670
23177,11368,11809
23880,11963,11917
22282,10472,11810
22090,10404,11686
24559,12465,12094
23045,11123,11922
23593,11507,12086
23642,11673,11969
24299,12350,11949
23861,11865,11996
24453,12638,11815
23189,11325,11864
21931,10197,11734
23537,11531,12006
22646,10792,11854
23171,11202,11969
22343,10671,11672
22699,10995,11704
23805,12027,11778
23064,11149,11915
22013,10221,11792
23246,11639,11607
22862,10998,11864
21035,9423,11612
23269,11339,11930
24725,12706,12019
24527,12598,11929
25015,12983,12032
23051,11271,11780
22742,10906,11836
23290,11292,11998
23584,11643,11941
23753,11880,11873
24021,12054,11967
23183,11380,11803
24148,12070,12078
23672,11790,11882
23472,11743,11729
24240,12214,12026
22977,10985,11992
24317,12387,11930
24199,12233,11966
21885,10124,11761
22804,11003,11801
22420,10618,11802
22557,10630,11927
22919,11007,11912
22564,10776,11788
21748,10086,11662
24193,12211,11982
24736,12733,12003
23552,11667,11885
23363,11413,11950
22512,10980,11532
24036,12300,11736
24256,12188,12068
24066,12040,12026
21262,9674,11588
21931,10215,11716
22246,10452,11794
23775,11742,12033
24315,12220,12095
23583,11792,11791
24524,12681,11843
24007,12049,11958
22985,11104,11881
23673,11879,11794
22945,11177,11768
23083,11195,11888
22715,11026,11689
22018,10457,11561
23327,11418,11909
23911,11961,11950
23586,11612,11974
23667,11741,11926
22805,11019,11786
24593,12672,11921
24443,12445,11998
23176,11203,11973
23770,11821,11949
24697,12696,12001
23625,11641,11984
23558,11657,11901
23129,11199,11930
22693,10901,11792
23469,11488,11981
23825,12029,11796
22064,10476,11588
24213,12219,11994
23890,11907,11983
23359,11498,11861
23062,11156,11906
23988,12026,11962
23241,11379,11862
22468,10657,11811
23285,11426,11859
22614,10873,11741
23395,11432,11963
22938,11132,11806
23541,11644,11897
22847,10974,11873
23526,11757,11769
23354,11473,11881
22459,10658,11801
23388,11637,11751
23567,11692,11875
22691,10865,11826
23694,11851,11843
24247,12255,11992
22004,10401,11603
24450,12503,11947
23448,11524,11924
24995,12916,12079
