"total_rewards","action_rewards","opinion_rewards","mean_loss1","mean_loss2"
22011,31471,-9460,1.69101045348428,-6.56337593902241
22181,31502,-9321,1.62341767983003,-6.6571798172864
22601,31574,-8973,1.55933286926963,-6.6590050350536
22908,31609,-8701,1.49169004613703,-6.69580545425415
23188,31648,-8460,1.42395767515356,-6.75012187090787
23535,31693,-8158,1.35622494112362,-6.78063806187023
23946,31735,-7789,1.28812783306295,-6.77458962527188
24369,31784,-7415,1.21972474726764,-6.77705434885892
24914,31845,-6931,1.15212951031598,-6.72740648659793
25378,31901,-6523,1.08322983167388,-6.72272174791856
25929,31972,-6043,1.01500581123612,-6.68699614134702
26366,32034,-5668,0.944818727536635,-6.70533890507438
26808,32061,-5253,0.871488705548373,-6.70977052125064
27288,32105,-4817,0.798527519811283,-6.7061988028613
27856,32157,-4301,0.725542006709359,-6.65900979475542
28372,32233,-3861,0.653676808422262,-6.64908364902843
28904,32283,-3379,0.578487851402976,-6.61658359224146
29377,32276,-2899,0.498072489283302,-6.58493788025596
29921,32341,-2420,0.42378496798602,-6.5523868246512
30474,32415,-1941,0.349671965295618,-6.52115738716992
30983,32476,-1493,0.274045745892958,-6.49563811042092
31322,32527,-1205,0.196635839072141,-6.53643849871375
31775,32582,-807,0.120590923049233,-6.5177016843449
32354,32613,-259,0.04217477386648,-6.41580486297607
32859,32662,197,-0.0348399796269157,-6.35758816166358
33340,32733,607,-0.108801060644063,-6.30655166831883
33810,32817,993,-0.181338090246374,-6.27240661328489
34283,32892,1391,-0.254708141901276,-6.22438814802603
34895,33005,1890,-0.323738383704966,-6.10884088657119
35463,33083,2380,-0.394486049901355,-6.0018987801942
35963,33146,2817,-0.465922603282061,-5.91062493920326
36405,33226,3179,-0.535044703700326,-5.84506333578717
36938,33308,3630,-0.603153174302795,-5.72974665598436
37370,33401,3969,-0.669347943230109,-5.66571769768542
37696,33503,4193,-0.733675783059814,-5.65623709180138
38153,33568,4585,-0.798904614015059,-5.56702426671982
38487,33618,4869,-0.864651302315972,-5.51644704721191
38926,33729,5197,-0.923359561779282,-5.44524589451877
39384,33855,5529,-0.98040483891964,-5.36400624838742
39817,33914,5903,-1.04089756228707,-5.26412886597893
40200,34002,6198,-1.09695657789707,-5.19407461068847
40595,34110,6485,-1.15018237964673,-5.1212992283431
41014,34229,6785,-1.20084390667352,-5.03817229704423
41522,34337,7185,-1.25052835291082,-4.90304020372304
41998,34441,7557,-1.29929150288755,-4.78158993721008
42342,34559,7783,-1.34403504349969,-4.73060081763701
42825,34671,8154,-1.38898607275703,-4.6069500001994
43283,34833,8450,-1.42774928862398,-4.51064948385412
43699,34968,8731,-1.46740115935152,-4.43200250051238
44033,35078,8955,-1.50753992958502,-4.37400425022299
44461,35194,9267,-1.54499394189228,-4.27486469528892
44861,35327,9534,-1.57954556996172,-4.18532472984357
45329,35511,9818,-1.60938891768456,-4.0863492900675
45724,35644,10080,-1.64170722473751,-4.00742071975361
46100,35806,10294,-1.66887010173364,-3.94680544029583
46514,35961,10553,-1.69710722674023,-3.86123282719742
46880,36112,10768,-1.72323011593385,-3.7882856767286
47378,36280,11098,-1.746106602387,-3.67639011361382
47819,36488,11331,-1.76464873335578,-3.6027035033161
48216,36675,11541,-1.78439200791446,-3.53824807920239
48525,36866,11659,-1.80208084691655,-3.51825367672877
48900,37077,11823,-1.81674089106646,-3.47283766974102
49419,37297,12122,-1.82976019219919,-3.37529907578772
50053,37561,12492,-1.83657981915907,-3.24008840918541
50459,37808,12651,-1.84532360813834,-3.20023932538249
50907,38096,12811,-1.85054878755049,-3.16016048057513
51381,38297,13084,-1.86058102412657,-3.06561308096756
51945,38483,13462,-1.87119611880996,-2.92657724266702
52497,38690,13807,-1.8788425331766,-2.80399308394302
53020,38901,14119,-1.88588709993796,-2.68844657431949
53582,39112,14470,-1.89135758985173,-2.55398934700272
54012,39336,14676,-1.89443146640604,-2.48804451443932
54588,39581,15007,-1.89651332931085,-2.36803407289765
54958,39876,15082,-1.89435123313557,-2.37479624964974
55513,40228,15285,-1.88623065758835,-2.32614623443647
55893,40551,15342,-1.8808779656887,-2.32523634677584
56389,40809,15580,-1.87966914014383,-2.25741902643984
56886,41112,15774,-1.87378248274326,-2.19985177029263
57384,41378,16006,-1.87094455280087,-2.13596569597721
57954,41736,16218,-1.85748273107139,-2.07380102872848
58398,42057,16341,-1.84864349094304,-2.04655771255493
58992,42411,16581,-1.83672389008782,-1.96779811517759
59701,42770,16931,-1.82340255379677,-1.85005287148736
60365,43200,17165,-1.8043264513666,-1.78358507752419
61020,43610,17410,-1.78565052097494,-1.7026470514861
61642,43996,17646,-1.76869093233889,-1.6282180653377
62353,44345,18008,-1.75504343320023,-1.51282658468593
63077,44722,18355,-1.73709349307147,-1.41658574559472
63785,45115,18670,-1.71804394721985,-1.31581709059802
64318,45458,18860,-1.70301413888281,-1.27781023410234
65086,45822,19264,-1.68518276675181,-1.16901008513841
65852,46277,19575,-1.66031927520579,-1.07393067452041
66629,46652,19977,-1.63817417215217,-0.938183057579127
67199,47039,20160,-1.62171715064482,-0.900830742174929
67975,47448,20527,-1.59969138340517,-0.798730712858113
68805,47897,20908,-1.57365556738593,-0.697686286135153
69489,48327,21162,-1.55089239166542,-0.630774507603862
70478,48769,21709,-1.52602490362796,-0.44903062609109
71300,49203,22097,-1.50229655964808,-0.344357706741853
