"total_rewards","action_rewards","opinion_rewards","mean_loss1","mean_loss2"
19548,28586,-9038,1.44339899583296,-6.35110793763941
19780,28614,-8834,1.37466359463605,-6.41201849200509
20138,28655,-8517,1.30683173374696,-6.41968898122961
20392,28728,-8336,1.24169143113223,-6.48570592186668
20597,28766,-8169,1.17320926948027,-6.57030069611289
20784,28754,-7970,1.10024081576954,-6.64185270396146
21090,28814,-7724,1.03251082138582,-6.69754516428167
21291,28839,-7548,0.961195562102578,-6.78981213786385
21523,28871,-7348,0.89005712704225,-6.87753887176514
21807,28937,-7130,0.820350043340163,-6.95681288459084
22269,28969,-6700,0.747101838480343,-6.94356747540561
22649,29055,-6406,0.678243770382621,-7.0068047913638
23030,29117,-6087,0.606725828214125,-7.04985593015497
23481,29151,-5670,0.531589873270555,-7.0485140692104
23985,29166,-5181,0.454105944525112,-7.0157609614459
24446,29212,-4766,0.378319215232676,-7.01842293522575
24994,29331,-4337,0.308525996858423,-7.00842623819004
25547,29419,-3872,0.23514883464033,-6.98720449425957
26178,29503,-3325,0.161405624584718,-6.91363606669686
26629,29538,-2909,0.0833489095622843,-6.91257405822927
27086,29579,-2493,0.00512111268260262,-6.89885070432316
27546,29668,-2122,-0.0691015565937216,-6.8947194034403
28013,29703,-1690,-0.147526787627827,-6.86163007129322
28464,29752,-1288,-0.224372746727683,-6.83665981834585
28993,29807,-814,-0.300884778662161,-6.76734729571776
29438,29893,-455,-0.375089346278797,-6.74860639788888
29880,29930,-50,-0.452310531247746,-6.69986718838865
30282,30024,258,-0.523980305140669,-6.68898438106884
30689,30074,615,-0.599216331406073,-6.651777566563
31151,30193,958,-0.66726858344945,-6.61393903602253
31702,30269,1433,-0.738090218197216,-6.5058473083106
32257,30404,1853,-0.802052978764881,-6.41350365877152
32665,30555,2110,-0.864925275607543,-6.3971129970117
33138,30634,2504,-0.93271151591431,-6.30804266116836
33613,30702,2911,-0.999719724330035,-6.21479234370318
33942,30785,3157,-1.06430593756112,-6.19689844521609
34311,30874,3437,-1.12633878236467,-6.146760578589
34575,30912,3663,-1.1915306830948,-6.11658818125725
34951,31032,3919,-1.24895695908503,-6.08038563186472
35457,31130,4327,-1.30593996156346,-5.95831577290188
35593,31168,4425,-1.36690385016528,-5.97959408868443
35815,31208,4607,-1.42559140053662,-5.95872244618156
36085,31213,4872,-1.48482131470333,-5.89874717484821
36499,31362,5137,-1.53083829392086,-5.82768579071218
36974,31491,5483,-1.57641933181069,-5.72122868299484
37351,31618,5733,-1.62125595862215,-5.65500416376374
37617,31731,5886,-1.66625124649568,-5.63794583028013
38021,31839,6182,-1.70925615971739,-5.54475827488032
38459,31926,6533,-1.75282188220458,-5.41991955963048
38920,32018,6902,-1.79361850781874,-5.29332449761304
39311,32142,7169,-1.83087340105664,-5.20747718919407
39697,32289,7408,-1.86362097100778,-5.13196961554614
40046,32409,7637,-1.89866741516373,-5.06226484667171
40340,32509,7831,-1.93207379254428,-5.00672752884301
40847,32693,8154,-1.95732721848921,-4.89027381918647
41144,32852,8292,-1.98398114334453,-4.86356441676617
41551,32972,8579,-2.01221518408168,-4.76323961561376
41943,33135,8808,-2.03580844402313,-4.68939881920815
42487,33304,9183,-2.05726245262406,-4.54490386735309
43087,33488,9599,-2.07787035324357,-4.37951147475026
43524,33662,9862,-2.09542696801099,-4.28124401894483
43950,33807,10143,-2.11482373963703,-4.18307134942575
44173,33928,10245,-2.13495472940532,-4.17018228498372
44353,33998,10355,-2.15854127352888,-4.14567225792191
44838,34267,10571,-2.16350897225467,-4.07006350240924
45295,34500,10795,-2.17031922232021,-3.99387340356003
45710,34695,11015,-2.17844387238676,-3.91667003577406
46214,34928,11286,-2.18307944102721,-3.81826809102839
46658,35126,11532,-2.19067837921056,-3.72957030480558
47076,35323,11753,-2.19786713990298,-3.64670547138561
47474,35545,11929,-2.20104228366505,-3.59443901587616
47967,35783,12184,-2.20198480866172,-3.50812200497497
48514,36094,12420,-2.19662527875467,-3.41751563549042
48973,36320,12653,-2.19440559419719,-3.33647126934745
49434,36522,12912,-2.19662321264094,-3.2457132531838
49910,36778,13132,-2.19290241761641,-3.18196404305371
50427,37036,13391,-2.18943063291636,-3.09177735773
50907,37298,13609,-2.18388675505465,-3.02126576304436
51530,37609,13921,-2.17463658452034,-2.90938260067593
52130,37902,14228,-2.16696537787264,-2.81788440861485
52519,38208,14311,-2.15286747813225,-2.80256556407972
53142,38479,14663,-2.14553046714176,-2.66850965727459
53611,38711,14900,-2.1379117900675,-2.59379713128914
54239,39055,15184,-2.12200728058815,-2.49478573799133
54773,39343,15430,-2.1077613781799,-2.41129329502583
55356,39654,15702,-2.09483081156557,-2.31782850460573
56002,40013,15989,-2.07505096413872,-2.21493799036199
56469,40306,16163,-2.05998842770403,-2.17528061297807
56956,40634,16322,-2.04716730876402,-2.13552514639768
57623,41022,16601,-2.02529912103306,-2.06022320877422
58228,41391,16837,-2.00135851177302,-1.9965167554942
58827,41752,17075,-1.98073635751551,-1.93581009358168
59571,42173,17398,-1.95338049043309,-1.82752689827572
60226,42562,17664,-1.92716890031641,-1.73820196959105
60686,42901,17785,-1.90277328139002,-1.71278071335771
61372,43339,18033,-1.87468468790705,-1.64785936366428
62087,43743,18344,-1.84721826043996,-1.56351939737797
62731,44104,18627,-1.82289805439386,-1.47873322990808
63359,44488,18871,-1.79574590352449,-1.43111840567806
63986,44887,19099,-1.7690964021466,-1.39399684559215
64923,45333,19590,-1.73917593820529,-1.22928438620134
65673,45748,19925,-1.71089676916599,-1.12408341413194
66600,46245,20355,-1.67864551666108,-1.00040762451562
67608,46711,20897,-1.64523951926015,-0.842128833992915
68445,47184,21261,-1.61392568268559,-0.767091797698628
69113,47614,21499,-1.58342878655954,-0.713602583787658
69762,47985,21777,-1.55442498123104,-0.626592665910721
70545,48410,22135,-1.52326115803285,-0.518921669369394
71135,48830,22305,-1.49143060472879,-0.482648979127407
72063,49215,22848,-1.4618292694742,-0.342325862700289
73044,49667,23377,-1.43031949184158,-0.195501737973907
74131,50116,24015,-1.39843132739717,-0.0111666942184622
75168,50518,24650,-1.36526255174117,0.159497987411239
76111,50920,25191,-1.33301337049766,0.317838967794722
76952,51263,25689,-1.30538148961284,0.447154886478728
77954,51650,26304,-1.27515533986417,0.608725832944567
79008,52033,26975,-1.24677023792809,0.789796635508537
80023,52403,27620,-1.21744412712076,0.957604828476906
80872,52759,28113,-1.19222090555863,1.0843590810895
82014,53135,28879,-1.1635787805373,1.30071116103367
83138,53497,29641,-1.13343830068003,1.47905395721847
