"total_rewards","action_rewards","opinion_rewards","mean_loss1","mean_loss2"
62840,44260,18580,-1.73263040455905,-1.41058108671145
63514,44653,18861,-1.71514320698651,-1.33084351637147
64389,45034,19355,-1.69587974494154,-1.17127118489959
65181,45470,19711,-1.67269425283779,-1.07432699149305
65930,45912,20018,-1.64787871485407,-0.989321320436218
66584,46322,20262,-1.62499482360753,-0.940517810528929
67334,46722,20612,-1.6030698093501,-0.839848086779768
68191,47196,20995,-1.5730428904295,-0.734973546591672
69000,47647,21353,-1.54845075417649,-0.644102643701163
69820,48113,21707,-1.52149562971158,-0.543941959738731
70549,48563,21986,-1.4925400278785,-0.467494583129883
71535,48978,22557,-1.46469431004741,-0.294332417032935
72615,49471,23144,-1.43019169054248,-0.135886774144389
73556,49904,23652,-1.40063156688755,0.0145995916290717
74415,50364,24051,-1.37409012534402,0.115992705523968
75295,50876,24419,-1.33534622151743,0.213153833828189
76076,51283,24793,-1.3094999986616,0.281474525007335
76898,51734,25164,-1.27557682896202,0.363742543756962
77956,52205,25751,-1.24368945333091,0.530137690630826
78764,52576,26188,-1.21943440207026,0.632957990603013
79619,52963,26656,-1.19296724918214,0.743105031143535
80389,53392,26997,-1.16404255696318,0.804584692824971
81358,53771,27587,-1.13647324876352,0.940379059179263
82296,54145,28151,-1.11162962656129,1.07833840941841
83348,54628,28720,-1.08125539069826,1.2026913554831
84286,55030,29256,-1.05145596604456,1.31749454790896
85047,55399,29648,-1.02543217851357,1.37911218025468
85950,55832,30118,-0.993315750902349,1.47881515188651
87090,56244,30846,-0.965196237374436,1.64666267917915
88090,56590,31500,-0.941345672444864,1.7918747834184
88912,56966,31946,-0.916150245341388,1.88834613819014
89873,57278,32595,-0.892218854887919,2.02945622097362
90693,57594,33099,-0.871533906459808,2.12027890072628
91761,57935,33826,-0.845479070733894,2.27168508402326
92751,58313,34438,-0.820163816078143,2.37938136499037
93653,58653,35000,-0.795173707198013,2.48936790160157
94460,58915,35545,-0.778352188793096,2.58732337071137
95287,59175,36112,-0.758897997100245,2.68918679444627
96191,59425,36766,-0.739869768172502,2.83091929913922
97090,59754,37336,-0.712768098847433,2.89753533303738
97907,60020,37887,-0.696301762488755,2.97182736525481
98750,60262,38488,-0.678311850943349,3.07007876770063
99490,60531,38959,-0.662016816504977,3.12530874860558
100175,60768,39407,-0.643896039389074,3.1634432352402
101077,61044,40033,-0.622206461802125,3.24875529381362
102012,61266,40746,-0.605226919816976,3.34751337204467
102539,61474,41065,-0.590454931252382,3.36588653055104
103107,61687,41420,-0.57313023226505,3.37691383219578
103858,61907,41951,-0.557778650420633,3.43374799923463
104559,62108,42451,-0.546034988185221,3.45611309094185
105119,62309,42810,-0.53161039233885,3.4646983536807
105703,62485,43218,-0.521270093491132,3.47916554605419
106385,62753,43632,-0.497142893533138,3.48579136139967
107077,62922,44155,-0.48560786719688,3.51947682642124
107720,63126,44594,-0.473221420666034,3.51979228947312
108354,63306,45048,-0.457840367034078,3.55120554065162
108986,63513,45473,-0.442462369393219,3.5534068421376
109642,63686,45956,-0.427950339391828,3.56786314976317
110306,63862,46444,-0.418075755848126,3.55567638101903
110902,64032,46870,-0.406060120751235,3.56581442450935
111401,64197,47204,-0.394869864291766,3.52756089456379
112043,64353,47690,-0.382852489179508,3.53298956350508
112558,64476,48082,-0.375453107160601,3.49957400650125
113040,64607,48433,-0.366156123358418,3.48728085818954
113638,64769,48869,-0.35640583939173,3.47351245653223
114257,64907,49350,-0.34410907372155,3.47043399499221
114888,65057,49831,-0.333730543997477,3.46814390400382
115260,65174,50086,-0.323158266666261,3.42879355576905
115761,65289,50472,-0.313662371191789,3.42211696140637
116055,65380,50675,-0.307779155993326,3.39503884071654
116587,65504,51083,-0.2959662982686,3.37921817595647
116832,65604,51228,-0.288007363660092,3.33307958692312
117215,65670,51545,-0.281442474421452,3.32440442146564
117572,65773,51799,-0.272498113103211,3.30150756639513
117884,65870,52014,-0.264951263723726,3.27655662562359
118341,65962,52379,-0.254256122254512,3.27149162109603
118911,66036,52875,-0.246353918466378,3.310380111059
119349,66151,53198,-0.235486645268446,3.28985861790451
119768,66236,53532,-0.227944206006148,3.27806646471674
120150,66311,53839,-0.220690452016424,3.27196189922027
120503,66356,54147,-0.21561079963576,3.26033393061635
120704,66419,54285,-0.209597147628665,3.20470776540989
121059,66498,54561,-0.199124950442505,3.17731524258852
121305,66558,54747,-0.192764857032506,3.16145372981714
121625,66610,55015,-0.18700743440581,3.15471284944903
121835,66662,55173,-0.180908786501227,3.11155367725613
122060,66703,55357,-0.174294464734637,3.09421373781833
122282,66738,55544,-0.17063624036329,3.0776366554878
122447,66775,55672,-0.164650626046668,3.05561752563173
122807,66819,55988,-0.15999039050869,3.05697430714288
123082,66856,56226,-0.15569888421927,3.05113514424725
123291,66883,56408,-0.152198518128981,3.03926061351191
123608,66918,56690,-0.149230221017602,3.03114647784016
123800,66956,56844,-0.144101567160529,3.00896255306222
124003,66981,57022,-0.142762159416981,2.9737424495884
124205,67015,57190,-0.136972998305414,2.95952163301408
124316,67026,57290,-0.137571035607041,2.95356463220986
124555,67054,57501,-0.135273942702704,2.95949037061496
124643,67066,57577,-0.133737206611444,2.94501465382901
124889,67088,57801,-0.130486302156086,2.92813586782325
125046,67088,57958,-0.131347970524803,2.91658063300631
125144,67105,58039,-0.128439051123992,2.90886317891153
125371,67129,58242,-0.125490248453571,2.90754509229552
125682,67151,58531,-0.122834193866848,2.91566411771558
125766,67170,58596,-0.120217685800427,2.89420821964741
125739,67190,58549,-0.118347791845339,2.86227458749305
125883,67196,58687,-0.117759336875646,2.84891102544286
125941,67200,58741,-0.118446426551302,2.82522342523391
126075,67205,58870,-0.117256125148428,2.82481249431995
126081,67203,58878,-0.118736749840371,2.80055661932989
126097,67205,58892,-0.118321976707507,2.76973286799409
126209,67221,58988,-0.117540463204601,2.76441339518536
126247,67231,59016,-0.117211110712114,2.73512939665128
126365,67233,59132,-0.117751916447676,2.73085087446327
126364,67243,59121,-0.114899652206805,2.70496715672991
126558,67241,59317,-0.114955770554,2.70985690528019
126613,67239,59374,-0.115466966481604,2.69369103302332
126822,67239,59583,-0.114799565010154,2.70037280991673
127102,67250,59852,-0.114150548175993,2.71620949401774
127128,67262,59866,-0.111174318741541,2.6999878289686
127239,67270,59969,-0.110178839432774,2.69306786761365
127343,67276,60067,-0.108724701271752,2.68400189840997
127380,67294,60086,-0.106450798355614,2.66378463933414
127475,67304,60171,-0.104512611481848,2.65165499323471
127518,67312,60206,-0.103923146021341,2.6352159099992
127637,67324,60313,-0.102326414384879,2.63009417244995
127663,67330,60333,-0.102445319311863,2.6237237805162
127700,67338,60362,-0.101708085663532,2.60882539178499
127918,67346,60572,-0.101173170897263,2.60313033468344
128028,67346,60682,-0.101898795474236,2.59782090369951
128006,67344,60662,-0.103646909320642,2.57901387167248
128126,67358,60768,-0.101412381033879,2.57375375477766
128218,67366,60852,-0.100952108153565,2.56759698519652
128265,67374,60891,-0.100098761194386,2.5529379056936
128345,67374,60971,-0.101136044484817,2.54670126002959
128327,67378,60949,-0.10113769475667,2.52540759346025
128373,67382,60991,-0.0994012695938264,2.51579787617719
128365,67378,60987,-0.100551320455799,2.50526277631183
128396,67376,61020,-0.100221695648295,2.48413559399884
128351,67378,60973,-0.100263597657481,2.46912093020298
128334,67380,60954,-0.101006590510422,2.46355552253398
128285,67384,60901,-0.100021616038231,2.44684612879699
128279,67396,60883,-0.0988338325225579,2.42822533254935
128379,67402,60977,-0.0982249073430218,2.42816521694714
128356,67396,60960,-0.100752703186167,2.41272795098749
128487,67398,61089,-0.100006983384744,2.41380486596714
128524,67402,61122,-0.099822452897206,2.40054476616735
128571,67406,61165,-0.0990887986871795,2.39420653276823
128644,67408,61236,-0.0991151655362707,2.39100762917237
128657,67412,61245,-0.0973420947223944,2.37545534026894
128663,67414,61249,-0.0981438848269384,2.36063150684773
128753,67424,61329,-0.0967165605106857,2.3516981117004
128803,67422,61381,-0.0963777937995143,2.35286541770805
128834,67422,61412,-0.0980760910167274,2.34838776663792
128847,67420,61427,-0.0987488836446904,2.34108392567458
128879,67420,61459,-0.0992047035378743,2.32897385426543
128931,67429,61502,-0.0974651971334507,2.32228712483563
128995,67429,61566,-0.097916561511705,2.31548384574496
128955,67425,61530,-0.0981436297784305,2.30013221421872
128982,67427,61555,-0.0986040514348794,2.29017640224404
129042,67433,61609,-0.0969202017919584,2.29333456785164
128899,67435,61464,-0.0977765768279576,2.27061944412576
128990,67429,61561,-0.0989763012886132,2.2710331608626
129093,67437,61656,-0.0979122668271884,2.26790763055059
129103,67437,61666,-0.0978024477292572,2.25720226710493
129205,67443,61762,-0.096589598671893,2.25614304468036
129169,67441,61728,-0.0980946720080366,2.24408789773218
129232,67451,61781,-0.0961290343865668,2.23672113565051
129191,67447,61744,-0.0971046905551868,2.22084270537069
129287,67449,61838,-0.0960016155345577,2.21490675134754
129360,67455,61905,-0.0960884272872301,2.21409519340166
129200,67453,61747,-0.0963014752664921,2.19638032668524
129105,67451,61654,-0.0969615468093914,2.17772621347315
129049,67457,61592,-0.09481043288807,2.16385581519624
129095,67461,61634,-0.0950791579610351,2.15718908426775
129213,67451,61762,-0.0980335910661696,2.15694416986609
129234,67459,61775,-0.0966205090657406,2.14573415643112
129172,67459,61713,-0.0968368667939847,2.1217032648369
129257,67455,61802,-0.0969892194703624,2.11705539696427
129198,67453,61745,-0.0982714928191854,2.09959079900079
129260,67457,61803,-0.0962032721912361,2.09413647619499
129298,67455,61843,-0.0983304109355562,2.08731672571633
129292,67461,61831,-0.0968616483923556,2.08588040324605
129248,67459,61789,-0.0968247513297352,2.07298302857036
129306,67471,61835,-0.0955337695221798,2.06452176178044
129354,67475,61879,-0.0961577927280979,2.05924422326921
129566,67489,62077,-0.0937206531800753,2.05343989931386
129635,67495,62140,-0.092974553087631,2.05550702256574
129562,67481,62081,-0.0973349599064518,2.04628234084018
129559,67479,62080,-0.0965189957123419,2.03577583784407
129481,67481,62000,-0.0961090936743527,2.02406540759416
129422,67483,61939,-0.0965669736501613,2.0052786109461
129326,67477,61849,-0.0976543715080797,1.98078177921813
129344,67481,61863,-0.0973550840201576,1.9744977298362
129374,67489,61885,-0.0958975955682532,1.97140558682043
129357,67483,61874,-0.0971155718204417,1.96896215988831
129505,67479,62026,-0.0990326589880913,1.96670899888162
129401,67477,61924,-0.097870733210055,1.94970900083638
129367,67475,61892,-0.0974748689059528,1.93642616562376
129446,67471,61975,-0.0991340156914455,1.94114257892255
129409,67471,61938,-0.0998046340521383,1.94171286913651
129453,67477,61976,-0.100241033980009,1.93349014457146
129419,67477,61942,-0.0996506683451695,1.92541735400022
129455,67473,61982,-0.0994983922592258,1.92009572037919
129402,67479,61923,-0.09917467768775,1.90983034092933
129496,67473,62023,-0.100890508055719,1.90970546119762
129547,67483,62064,-0.100440637705139,1.90969237097624
129426,67483,61943,-0.101309524447424,1.89141634012657
129391,67479,61912,-0.101198293791227,1.89631369356066
129515,67467,62048,-0.102543166141946,1.89389349224723
129360,67465,61895,-0.102501688718753,1.874131597206
129353,67459,61894,-0.103512559031052,1.8710488374345
129424,67469,61955,-0.100129648738551,1.86516550052064
129504,67473,62031,-0.0995943914945449,1.86314458406784
129549,67469,62080,-0.100179125753559,1.86514176494357
129627,67465,62162,-0.101694943360053,1.86411956497045
129538,67459,62079,-0.102680938088452,1.85573696237142
129484,67471,62013,-0.0991059471191627,1.83758631777865
129413,67463,61950,-0.101600576038419,1.82289335686205
129469,67461,62008,-0.103547798094488,1.82042925954288
129601,67467,62134,-0.102536247139902,1.82910660940053
129642,67461,62181,-0.103823575522454,1.82798825874078
129571,67459,62112,-0.104985899913432,1.80564067980105
129525,67465,62060,-0.104588768087243,1.79325431255539
129560,67461,62099,-0.104469254547307,1.79097249752588
129624,67457,62167,-0.104991761062146,1.7882189297583
129579,67463,62116,-0.104570607929649,1.77363813630813
129628,67459,62169,-0.105816603565472,1.76940823533064
129674,67463,62211,-0.105891392841956,1.76631036934612
129594,67453,62141,-0.1068541093277,1.75501821201972
129603,67443,62160,-0.108949084568568,1.74723613909446
129689,67459,62230,-0.106110888915877,1.7417274759532
129695,67475,62220,-0.104644000352445,1.73634897393005
129639,67465,62174,-0.106885815830637,1.72118646306917
129602,67465,62137,-0.105008189279099,1.70620228261687
129559,67457,62102,-0.104966902112938,1.6955094025682
129499,67457,62042,-0.105450553810012,1.68734286138788
129670,67449,62221,-0.10829223843175,1.69605077837848
129626,67461,62165,-0.104922834360729,1.679433542617
129524,67447,62077,-0.108936719487114,1.67373326772147
129501,67445,62056,-0.109269122195176,1.66302254051817
129469,67439,62030,-0.11112265384211,1.65734439896928
129498,67437,62061,-0.108088043203249,1.64781193432229
129594,67437,62157,-0.108549062185656,1.65120817267082
129532,67441,62091,-0.110275052085159,1.63936366822401
129446,67445,62001,-0.107377461159591,1.62001018230803
129505,67441,62064,-0.108985628574473,1.61914368318817
129549,67427,62122,-0.112429385701861,1.61911867752417
129437,67431,62006,-0.111989276093928,1.59600015269084
129433,67439,61994,-0.111825740257733,1.59784648881971
129340,67439,61901,-0.109920202647018,1.58109173933891
129458,67427,62031,-0.112397373524569,1.58685179329477
129573,67423,62150,-0.114493489577382,1.59488840430382
129575,67433,62142,-0.111921156225832,1.58567249028605
129782,67437,62345,-0.109184292567873,1.59492922767319
129783,67431,62352,-0.112470767162581,1.58837495965206
129691,67423,62268,-0.114316695549695,1.5804638535758
129721,67423,62298,-0.114223267992863,1.57370731202801
129753,67421,62332,-0.115010748265195,1.56972917325117
129773,67429,62344,-0.114470825783527,1.56390226082876
129778,67429,62349,-0.117749136220135,1.55673746009442
129912,67433,62479,-0.117256079601992,1.56668610454283
129778,67431,62347,-0.114041888139168,1.55076297499578
129683,67439,62244,-0.112715510413876,1.5388700128279
129810,67435,62375,-0.112753524903515,1.53610147037543
129761,67441,62320,-0.113210480247984,1.53191547916186
129614,67423,62191,-0.116494972346382,1.51511384915899
129653,67433,62220,-0.117684181782798,1.51732432868501
129728,67427,62301,-0.118987921289623,1.51178973128765
129781,67417,62364,-0.121512558621047,1.51221656047062
129819,67419,62400,-0.118955146842266,1.50246782306666
130009,67417,62592,-0.11844084185908,1.50895501438274
129863,67409,62454,-0.121512528870054,1.49724807539447
129917,67417,62500,-0.121269124808499,1.49390500975688
130090,67433,62657,-0.119094825456109,1.50242388644256
129902,67441,62461,-0.116259576673672,1.48310191615231
129713,67435,62278,-0.119029795770819,1.45426010124555
129839,67423,62416,-0.120855428637217,1.46012172898786
129801,67417,62384,-0.120031890638017,1.4560177881567
129733,67429,62304,-0.117617957844248,1.4484107284976
129794,67417,62377,-0.121814216277298,1.44559470616196
129854,67417,62437,-0.125033062438425,1.4455679433251
130062,67417,62645,-0.122873972752264,1.44836455221732
129805,67425,62380,-0.117657020530103,1.42686737771146
129723,67429,62294,-0.120340077848364,1.40894763941284
129694,67429,62265,-0.121158617216927,1.39806507841091
129838,67423,62415,-0.123599017372842,1.40446429975246
129839,67427,62412,-0.122241126430824,1.40409327557056
129894,67423,62471,-0.125666648979346,1.40271053469994
130152,67419,62733,-0.122857968044131,1.4109584027986
130167,67411,62756,-0.125920674441295,1.40154202699831
130028,67405,62623,-0.126747517718336,1.39038063422353
130058,67399,62659,-0.131380009804971,1.39349064512856
130022,67409,62613,-0.129762790464553,1.38223249453797
129983,67417,62566,-0.124461409745312,1.37742295439609
129860,67417,62443,-0.124906321704475,1.35946360928938
129877,67423,62454,-0.123999251937957,1.35078466054983
129888,67419,62469,-0.125964153578124,1.34000798633153
129951,67417,62534,-0.126253417356202,1.32721398035911
130066,67415,62651,-0.128203165321016,1.33709459644319
130046,67413,62633,-0.131992756914604,1.33096167254262
130104,67411,62693,-0.133465403107667,1.33386848990975
130161,67393,62768,-0.135089890652439,1.3254494055513
130174,67391,62783,-0.135585832495946,1.31854855941863
130159,67397,62762,-0.134070227035144,1.31255112361925
130147,67393,62754,-0.136011921478017,1.31295469677584
130042,67395,62647,-0.133557294315225,1.29481286679564
130060,67397,62663,-0.133289578283042,1.28836890763857
129886,67391,62495,-0.135024312063086,1.26895407913253
129941,67405,62536,-0.131173591295638,1.27139452276751
129972,67401,62571,-0.133313795158558,1.26624356985558
129928,67391,62537,-0.135688627098848,1.25310458991338
129916,67387,62529,-0.137189159556213,1.2438966591525
130134,67381,62753,-0.138204972492266,1.2509979667269
130254,67397,62857,-0.136282746421255,1.25519852224229
130213,67387,62826,-0.14145802012486,1.24434266815766
130266,67387,62879,-0.137396857275929,1.23836429132022
130116,67385,62731,-0.138791294956635,1.2225352185101
130136,67401,62735,-0.134815347650279,1.21340264829553
130199,67395,62804,-0.134149483793259,1.21773121170488
130090,67391,62699,-0.137777557449392,1.19791953568347
130101,67377,62724,-0.142585613190816,1.19298017811115
130020,67393,62627,-0.137783823800286,1.17465145285665
130029,67393,62636,-0.136125884683233,1.164205543191
130237,67395,62842,-0.139352041090817,1.17046312946107
130177,67397,62780,-0.13712972388454,1.15744672379118
130300,67409,62891,-0.137505965387953,1.15844794343945
130238,67399,62839,-0.140129986764375,1.14567795616617
130156,67395,62761,-0.13896892153273,1.13479222205722
130186,67385,62801,-0.141999019211289,1.13494757958053
130306,67397,62909,-0.142448979564671,1.13681732183216
130319,67395,62924,-0.142630886738268,1.12853339125445
130135,67379,62756,-0.145797973446447,1.09821258308895
130247,67383,62864,-0.144153436333297,1.10044346597067
130283,67395,62888,-0.140885254434,1.09383463377175
130503,67405,63098,-0.135660465716269,1.10559226473455
130339,67395,62944,-0.145216254663749,1.0891511612921
130216,67399,62817,-0.1392606520303,1.06764887248759
130320,67397,62923,-0.143100184343976,1.0669813296165
130380,67391,62989,-0.146732847085514,1.06749486216259
130382,67409,62973,-0.142095780358762,1.0666588373133
130332,67401,62931,-0.143884741657464,1.0498073235768
130200,67391,62809,-0.144799295991668,1.03340652558254
130193,67375,62818,-0.151665331903959,1.02957754552745
130291,67387,62904,-0.148398479585574,1.03383369055492
130385,67395,62990,-0.146362983351388,1.02979848701507
130222,67393,62829,-0.14454343433175,1.02035781645047
130139,67379,62760,-0.148517817341152,1.00411069039679
130076,67385,62691,-0.148942246051659,0.994658722777174
130070,67381,62689,-0.149535314161767,0.990519083359025
130409,67409,63000,-0.141905089014108,1.0042477206327
130338,67391,62947,-0.152429929500332,0.998613234717314
130196,67397,62799,-0.148878488902714,0.980770529095422
130085,67377,62708,-0.150463332673727,0.978503702916417
130078,67373,62705,-0.152785192029081,0.968690429424698
130118,67370,62748,-0.154450774890178,0.965468065005685
130373,67376,62997,-0.154997351908308,0.980006768306802
130205,67374,62831,-0.157094811962419,0.963763922502668
130241,67376,62865,-0.153969222550652,0.961657730384137
130142,67366,62776,-0.15693016946286,0.951751912509049
130041,67348,62693,-0.158289114642618,0.943415945704857
130200,67356,62844,-0.156514339884598,0.953602178749001
130125,67342,62783,-0.16202892773366,0.943851129469377
130029,67330,62699,-0.166635388092684,0.93658090128394
130097,67358,62739,-0.15684976542983,0.932574804337822
130000,67368,62632,-0.152884179625736,0.921123383717548
130115,67356,62759,-0.159745516342809,0.918007747852244
130117,67340,62777,-0.166089927404788,0.910381863381587
130041,67336,62705,-0.166111895729641,0.90746801421205
130131,67348,62783,-0.165160556968013,0.905177495602137
130118,67328,62790,-0.16925182920237,0.900615416596305
130347,67338,63009,-0.162711994924691,0.904522503679618
130389,67349,63040,-0.1663650357812,0.903350097535771
130239,67341,62898,-0.169862481211153,0.88687409609662
129852,67337,62515,-0.169938880500691,0.856669591887939
130021,67341,62680,-0.170006296424055,0.869766710027629
130166,67351,62815,-0.167933432710991,0.87382098011228
130037,67341,62696,-0.169401512952953,0.855848015266979
130034,67349,62685,-0.167957435655527,0.851850831394338
130038,67343,62695,-0.168859618042651,0.846685881851326
129998,67331,62667,-0.170486774988835,0.836698355209294
130097,67351,62746,-0.170546434185962,0.840709940935697
130153,67351,62802,-0.170097269875127,0.848199970240239
130369,67337,63032,-0.171759593532393,0.854668374944859
130245,67323,62922,-0.179160598865928,0.838799301897895
130377,67331,63046,-0.175122245459087,0.840761786510385
130237,67340,62897,-0.174988349505789,0.833055893760386
130303,67337,62966,-0.176787790399116,0.829058319987433
130271,67323,62948,-0.173586865253839,0.825928799326489
130327,67324,63003,-0.172370183680025,0.822429944247812
130143,67340,62803,-0.17418397766196,0.809526719461957
130021,67337,62684,-0.172955633793886,0.795774090418126
130144,67333,62811,-0.172812575027241,0.794559758738615
130167,67334,62833,-0.178215508911704,0.794864728173707
130300,67347,62953,-0.177873277842776,0.798394899731317
130224,67333,62891,-0.179782168189889,0.796707196055716
130291,67329,62962,-0.176015660478813,0.793276397836797
130576,67334,63242,-0.178085929347237,0.808444375147916
130312,67312,63000,-0.18202128118289,0.789203064079894
130218,67318,62900,-0.180757377735426,0.777069484142008
130238,67319,62919,-0.184713625860174,0.772080029350896
130371,67333,63038,-0.181333646742959,0.782747558718256
130417,67332,63085,-0.181018048376857,0.772706923355475
130602,67329,63273,-0.181891282698846,0.779562462077328
130727,67329,63398,-0.184786107628282,0.781154493964806
130352,67343,63009,-0.18341420150606,0.748995749558063
130254,67326,62928,-0.183613714646576,0.737483311743629
130200,67312,62888,-0.187050622150094,0.733926258132206
130257,67311,62946,-0.190694020389723,0.734785780872748
130314,67318,62996,-0.186370075693875,0.73897874559678
130388,67330,63058,-0.186970153837981,0.730562316809995
130461,67333,63128,-0.183036272303798,0.733351025504651
