"total_rewards","action_rewards","opinion_rewards","mean_loss1","mean_loss2"
23305,32755,-9450,1.78291944156994,-6.55856770818884
23530,32744,-9214,1.71099822412838,-6.60873836820776
23747,32736,-8989,1.63842957453294,-6.66736271814866
24149,32764,-8615,1.56934936913577,-6.65522012927315
24462,32812,-8350,1.5013847654516,-6.69443210255016
24810,32861,-8051,1.43365004171025,-6.72368754690344
25265,32935,-7670,1.36771778410131,-6.7166566545313
25628,32991,-7363,1.29969287785617,-6.75351921861822
25932,33024,-7092,1.22853930375793,-6.81113555214622
26510,33061,-6551,1.15704182332212,-6.74384719025005
26871,33043,-6172,1.07997145923701,-6.75718586661599
27359,33041,-5682,1.00368544567715,-6.7242116169496
27957,33124,-5167,0.933854531699961,-6.67996511567723
28440,33187,-4747,0.861713107607581,-6.6951037959619
28975,33220,-4245,0.785863005573099,-6.66707990332083
29508,33324,-3816,0.715454856915907,-6.67095528082414
30099,33386,-3287,0.640789120305668,-6.61907402493737
30639,33497,-2858,0.569376495209607,-6.6166346506639
31259,33567,-2308,0.493948204408992,-6.54714705944061
31723,33659,-1936,0.420650812170722,-6.57013184915889
32267,33735,-1468,0.345041532949968,-6.52775718894872
32970,33820,-850,0.270510957186872,-6.41034242023121
33435,33876,-441,0.19350782957944,-6.40044222203168
34052,33992,60,0.120995233817534,-6.32626789158041
34502,34091,411,0.0477005766196684,-6.31572378982197
35011,34151,860,-0.0291456940499219,-6.25206680785526
35387,34216,1171,-0.103894585641948,-6.2551005764441
35923,34298,1625,-0.177172717722979,-6.1796316401525
36368,34388,1980,-0.24849635254253,-6.14363023151051
36893,34475,2418,-0.319669123671272,-6.05918771353635
37367,34574,2793,-0.38901131613688,-5.99101219719106
37867,34672,3195,-0.457842597094449,-5.90867864597927
38399,34762,3637,-0.525550223209641,-5.80795767849142
38836,34853,3983,-0.592521215297959,-5.74037517417561
39363,34941,4422,-0.657959246093577,-5.62318782156164
39742,35053,4689,-0.720090460235422,-5.5834571453658
40112,35184,4928,-0.779474862597205,-5.5552526501092
40426,35255,5171,-0.842715692791072,-5.51809520558877
40894,35390,5504,-0.898417324911464,-5.43510227420113
41226,35470,5756,-0.957276888869026,-5.37923445159739
41636,35611,6025,-1.00923785458912,-5.31177287535234
42021,35718,6303,-1.06363627260382,-5.24960726282813
42384,35823,6561,-1.11516665667295,-5.18913460644809
42652,35935,6717,-1.16511339870366,-5.17321973768148
43007,36033,6974,-1.21343019333753,-5.10693124966188
43354,36113,7241,-1.26201333539052,-5.02543482238596
43718,36215,7503,-1.30754341862418,-4.96110330115665
44032,36302,7730,-1.35169314498251,-4.88811699043621
44408,36386,8022,-1.39547463221983,-4.79931448318742
44810,36527,8283,-1.43369261595336,-4.72137998450886
45208,36625,8583,-1.47228264104236,-4.62367067662152
45523,36674,8849,-1.51393276669762,-4.53778830116445
45807,36841,8966,-1.5447419247844,-4.52867702841759
46229,36979,9250,-1.57580511407419,-4.43902067813006
46576,37057,9519,-1.61133817813613,-4.35152710865844
46898,37140,9758,-1.64471547874537,-4.27891433130611
47079,37236,9843,-1.67516499270092,-4.27663784162565
47432,37354,10078,-1.7036281905391,-4.2040812020952
47835,37481,10354,-1.72882356101816,-4.11387990252538
48215,37650,10565,-1.7504481640729,-4.0383321063085
48547,37804,10743,-1.76968899152496,-3.98826084733009
48844,37961,10883,-1.78821554780006,-3.95275914479386
49282,38117,11165,-1.8060775372115,-3.8524634567174
49667,38287,11380,-1.82196429561485,-3.78718933083794
50030,38522,11508,-1.83131736679511,-3.76728453446518
50577,38715,11862,-1.8435581185601,-3.6353723642501
50957,38886,12071,-1.85500747886571,-3.57160212966529
51427,39041,12386,-1.86693493615497,-3.45704089836641
51804,39197,12607,-1.8796343375336,-3.38052595230666
52239,39446,12793,-1.88210776394064,-3.31224389238791
52675,39637,13038,-1.88867479400201,-3.23256451189518
53058,39819,13239,-1.89801235442812,-3.15894867723638
53540,40038,13502,-1.90225155868314,-3.07218839255246
54135,40312,13823,-1.90090517130765,-2.95966141305187
54546,40602,13944,-1.89893839792772,-2.92881899801168
55034,40902,14132,-1.89474939378825,-2.870692904429
55543,41215,14328,-1.88775263699618,-2.80689450881698
56016,41500,14516,-1.881937506524,-2.74873084344647
56433,41718,14715,-1.88218774551695,-2.67732130993496
57059,42004,15055,-1.87555709372867,-2.55805365361951
57593,42312,15281,-1.8661501377821,-2.48837391950867
58163,42696,15467,-1.85139979557558,-2.42848627431826
58786,42981,15805,-1.84293545538729,-2.30011022416028
59334,43281,16053,-1.83169682892886,-2.22313324836167
