"total_rewards","action_rewards","opinion_rewards","sp0_social_trust","sp1_social_trust","sp2_social_trust","sp0_request_rate","sp1_request_rate","sp2_request_rate","op0_expression_rate","op1_expression_rate","op2_expression_rate","op3_expression_rate","op4_expression_rate","op5_expression_rate","mean_loss1","mean_loss2","sp0_availability","sp1_availability","sp2_availability"
26863,26841,22,0.685491303849344,0.695486709869487,0.72434178517969,33.4272727272727,33.8836363636364,32.6890909090909,16.5454545454545,16.4090909090909,16.4563636363636,16.4836363636364,16.9872727272727,17.1181818181818,1.28690506761724,-1.76317387873476,0.796963636363636,0.818272727272727,0.867818181818182
27198,26851,347,0.685387388758028,0.695475394504145,0.724380028721121,33.4,33.8781818181818,32.7218181818182,16.44,16.5672727272727,16.3527272727273,16.5509090909091,16.8236363636364,17.2654545454545,1.21775922450152,-1.74241974516348,0.796963636363636,0.818272727272727,0.867818181818182
27556,26876,680,0.685087178587091,0.695440317536992,0.724646348554678,33.3472727272727,33.8745454545455,32.7781818181818,16.3618181818182,16.6927272727273,16.2181818181818,16.6418181818182,16.6836363636364,17.4018181818182,1.15011164491827,-1.717044097727,0.796963636363636,0.818272727272727,0.867818181818182
27951,26945,1006,0.68489667476569,0.695595013293028,0.724556021511244,33.2963636363636,33.9090909090909,32.7945454545455,16.2309090909091,16.8145454545455,16.1418181818182,16.7690909090909,16.5127272727273,17.5309090909091,1.08571779186075,-1.69478105956858,0.796963636363636,0.818272727272727,0.867818181818182
28246,26995,1251,0.684986358860715,0.695680979330878,0.724553941024716,33.2563636363636,33.8945454545455,32.8490909090909,16.1545454545455,16.9090909090909,16.0309090909091,16.8581818181818,16.38,17.6672727272727,1.01884596889669,-1.71799814809452,0.796963636363636,0.818272727272727,0.867818181818182
28465,27024,1441,0.684736457610144,0.695522627622372,0.724454895002664,33.2236363636364,33.8890909090909,32.8872727272727,16.02,17.0418181818182,15.9509090909091,16.9618181818182,16.2254545454545,17.8,0.949960872260007,-1.76777396635576,0.796963636363636,0.818272727272727,0.867818181818182
28825,27038,1787,0.684364525495677,0.695726906392948,0.724360859447928,33.1527272727273,33.9618181818182,32.8854545454545,15.8927272727273,17.1872727272727,15.8109090909091,17.0709090909091,16.0963636363636,17.9418181818182,0.879290018298409,-1.73614379275929,0.796963636363636,0.818272727272727,0.867818181818182
29164,27053,2111,0.684159425748782,0.695321063781828,0.724370307150558,33.1072727272727,33.9454545454545,32.9472727272727,15.7454545454545,17.36,15.7272727272727,17.1654545454545,15.8818181818182,18.12,0.808212387561798,-1.72023343498057,0.796963636363636,0.818272727272727,0.867818181818182
29543,27118,2425,0.68386822131384,0.695092987573405,0.724324383389294,33.0490909090909,33.9436363636364,33.0072727272727,15.6418181818182,17.4545454545455,15.6345454545455,17.2690909090909,15.7054545454545,18.2945454545455,0.740615515275435,-1.71134898770939,0.796963636363636,0.818272727272727,0.867818181818182
30000,27158,2842,0.683320035312851,0.694775686532679,0.724469085904238,33.0145454545455,33.8909090909091,33.0945454545455,15.4927272727273,17.6236363636364,15.5145454545455,17.4036363636364,15.5436363636364,18.4218181818182,0.669694877212698,-1.64798156944188,0.796963636363636,0.818272727272727,0.867818181818182
30398,27180,3218,0.683160968990851,0.694711664317156,0.724460212418478,32.9745454545455,33.8654545454545,33.16,15.3381818181818,17.7909090909091,15.4072727272727,17.5145454545455,15.3509090909091,18.5981818181818,0.596510996601798,-1.61294449947097,0.796963636363636,0.818272727272727,0.867818181818182
30866,27260,3606,0.68310901750965,0.69485106123965,0.72443148002794,32.8872727272727,33.9018181818182,33.2109090909091,15.1963636363636,17.9472727272727,15.2490909090909,17.6890909090909,15.1763636363636,18.7418181818182,0.527262936397032,-1.57155212976716,0.796963636363636,0.818272727272727,0.867818181818182
31273,27324,3949,0.682878465866683,0.694676674370959,0.724714424238644,32.8109090909091,33.8690909090909,33.32,15.0545454545455,18.08,15.1981818181818,17.76,14.9927272727273,18.9145454545455,0.455098281123421,-1.55866318182512,0.796963636363636,0.818272727272727,0.867818181818182
31817,27435,4382,0.682706590200509,0.69494849294678,0.72484694241859,32.7490909090909,33.8709090909091,33.38,14.8781818181818,18.2581818181818,15.0945454545455,17.9181818181818,14.74,19.1109090909091,0.386004023118453,-1.50063802166419,0.796963636363636,0.818272727272727,0.867818181818182
32287,27463,4824,0.682284073872898,0.694894455546585,0.724865444456635,32.6527272727273,33.9090909090909,33.4381818181818,14.6890909090909,18.4636363636364,14.9345454545455,18.1036363636364,14.5272727272727,19.2818181818182,0.308778646859256,-1.44119789925489,0.796963636363636,0.818272727272727,0.867818181818182
32829,27530,5299,0.68200407877443,0.694783744520923,0.72490403676961,32.58,33.94,33.48,14.5272727272727,18.6381818181818,14.7690909090909,18.2872727272727,14.2890909090909,19.4890909090909,0.233925994417884,-1.36712963255969,0.796963636363636,0.818272727272727,0.867818181818182
33426,27595,5831,0.681650994886318,0.694668620588227,0.724859514897294,32.5236363636364,33.9,33.5763636363636,14.2945454545455,18.8945454545455,14.6072727272727,18.42,14.0854545454545,19.6981818181818,0.157711475003849,-1.26840491294861,0.796963636363636,0.818272727272727,0.867818181818182
34018,27655,6363,0.681604361729971,0.694255996589784,0.724878037777752,32.4745454545455,33.88,33.6454545454545,14.1436363636364,19.0963636363636,14.3709090909091,18.6254545454545,13.88,19.8836363636364,0.0804157826033506,-1.17038980397311,0.796963636363636,0.818272727272727,0.867818181818182
34462,27706,6756,0.68151296192382,0.693768898604456,0.725074087197718,32.4090909090909,33.8254545454545,33.7654545454545,13.9254545454545,19.32,14.2109090909091,18.7963636363636,13.6781818181818,20.0690909090909,0.000625652887604453,-1.14731823910366,0.796963636363636,0.818272727272727,0.867818181818182
35195,27808,7387,0.681257365915326,0.693522115538133,0.725422777752522,32.3145454545455,33.8490909090909,33.8363636363636,13.6854545454545,19.5872727272727,14.0109090909091,19.0072727272727,13.4036363636364,20.3054545454545,-0.0754079108888453,-1.00797923857516,0.796963636363636,0.818272727272727,0.867818181818182
35885,27869,8016,0.680808968269235,0.693248216093136,0.725376830525723,32.2090909090909,33.8309090909091,33.96,13.4654545454545,19.8545454545455,13.7654545454545,19.2472727272727,13.0909090909091,20.5763636363636,-0.156023167480122,-0.874403963847594,0.796963636363636,0.818272727272727,0.867818181818182
36472,27913,8559,0.680171436411831,0.693173029980936,0.725529461171349,32.1418181818182,33.7418181818182,34.1163636363636,13.2527272727273,20.0418181818182,13.6181818181818,19.3963636363636,12.8690909090909,20.8218181818182,-0.239575175534595,-0.778671239722859,0.796963636363636,0.818272727272727,0.867818181818182
37176,28058,9118,0.679641724930466,0.692942919812492,0.725740766371406,32.0290909090909,33.6781818181818,34.2927272727273,13.0272727272727,20.2763636363636,13.3927272727273,19.6490909090909,12.5581818181818,21.0963636363636,-0.315350608663125,-0.673617642576044,0.796963636363636,0.818272727272727,0.867818181818182
37788,28171,9617,0.679061522317355,0.692839552035595,0.72543284596641,31.8890909090909,33.7018181818182,34.4090909090909,12.8418181818182,20.4818181818182,13.1581818181818,19.8490909090909,12.3036363636364,21.3654545454545,-0.393324474854903,-0.603103037313982,0.796963636363636,0.818272727272727,0.867818181818182
38642,28291,10351,0.67877247388009,0.69248153789558,0.725652613860115,31.7636363636364,33.6854545454545,34.5509090909091,12.5909090909091,20.7581818181818,12.9290909090909,20.0981818181818,11.9709090909091,21.6527272727273,-0.471377430991693,-0.417672034285285,0.796963636363636,0.818272727272727,0.867818181818182
39345,28412,10933,0.678517046352903,0.69252374216811,0.725962410063152,31.6309090909091,33.6345454545455,34.7345454545455,12.3654545454545,21.0163636363636,12.6490909090909,20.3527272727273,11.7145454545455,21.9018181818182,-0.549964633854953,-0.304976497996937,0.796963636363636,0.818272727272727,0.867818181818182
40064,28489,11575,0.677463585632133,0.692553999806784,0.726183256523785,31.4818181818182,33.6072727272727,34.9109090909091,12.1236363636364,21.2781818181818,12.3836363636364,20.6036363636364,11.4145454545455,22.1963636363636,-0.632204163345424,-0.164527342536233,0.796963636363636,0.818272727272727,0.867818181818182
40800,28601,12199,0.677318948263199,0.692036241647289,0.726382023643107,31.3490909090909,33.5818181818182,35.0690909090909,11.9236363636364,21.5072727272727,12.1036363636364,20.8436363636364,11.1909090909091,22.4309090909091,-0.710956569422375,-0.0342226467349313,0.796963636363636,0.818272727272727,0.867818181818182
41528,28680,12848,0.677085357502145,0.691754753287482,0.726551578728803,31.16,33.6072727272727,35.2327272727273,11.7072727272727,21.7218181818182,11.8327272727273,21.12,10.8981818181818,22.72,-0.792315238172358,0.111721217090433,0.796963636363636,0.818272727272727,0.867818181818182
